playerID,name,milb_pa,mlb_pa,milb_woba,milb_hr_rate,mlb_hr_rate,milb_sb_rate,mlb_sb_rate,hr_translation,sb_translation,mlb_career_war,milb_war_rate
barnebr02,Brandon Barnes,5024.0,1253,0.335,19.6,9.1,15.9,10.5,0.46,0.66,-3.3,0.46
barneda01,Darwin Barney,2151.0,2641,0.307,4.2,6.6,11.4,6.6,1.57,0.58,1.3,-0.59
barnhtu01,Tucker Barnhart,1842.0,2932,0.306,4.9,10.6,2.6,1.4,2.18,0.55,9.3,1.21
barremi01,Michael Barrett,198.0,3827,0.207,0.0,15.1,0.0,1.7,0.0,0.0,14.4,-1.61
barretr01,Tres Barrera,1858.0,107,0.315,15.2,11.2,1.9,0.0,0.74,0.0,-0.9,1.2
bartjo01,Joey Bart,1064.0,1016,0.36,25.4,16.5,4.5,1.8,0.65,0.39,3.3,2.35
bartlja01,Jason Bartlett,519.0,3405,0.354,6.9,5.5,9.2,21.3,0.79,2.31,14.4,0.86
bartoda02,Daric Barton,3674.0,1937,0.367,13.9,8.1,2.4,3.7,0.58,1.52,0.0,-1.07
batisto01,Tony Batista,397.0,4959,0.335,19.6,26.7,6.0,5.7,1.36,0.94,15.9,1.42
batybr01,Brett Baty,1271.0,988,0.382,27.4,18.8,5.7,6.1,0.69,1.07,0.7,2.42
bauerja01,Jake Bauers,3087.0,1961,0.342,14.8,17.7,15.0,11.9,1.2,0.8,-1.7,-0.57
bautijo02,Jose Bautista,736.0,7117,0.357,22.8,29.0,9.0,5.8,1.27,0.65,48.9,0.49
baxtemi01,Mike Baxter,4173.0,366,0.341,10.5,4.9,14.7,16.4,0.47,1.12,-1.3,-0.73
beatyma01,Matt Beaty,2130.0,502,0.349,13.8,19.1,3.1,8.4,1.39,2.7,0.4,-1.63
beckhgo01,Gordon Beckham,1087.0,3714,0.358,16.0,12.9,5.5,5.3,0.81,0.97,4.8,1.0
beckhti01,Tim Beckham,3282.0,1743,0.321,10.1,21.7,16.3,4.5,2.16,0.28,3.9,0.74
beckjo01,Jordan Beck,862.0,771,0.381,25.1,14.8,18.1,20.2,0.59,1.12,-0.1,0.98
bellhma01,Mark Bellhorn,946.0,2360,0.349,19.7,17.3,0.6,7.1,0.88,0.0,10.1,0.67
bellico01,Cody Bellinger,1578.0,4764,0.365,24.7,28.3,13.3,13.1,1.15,0.98,28.4,2.15
belliro01,Ronnie Belliard,350.0,5636,0.303,12.0,12.1,6.9,4.6,1.01,0.67,22.2,-0.29
belljo01,Josh Bell,3037.0,161,0.348,19.6,11.2,5.3,0.0,0.57,0.0,-1.7,0.68
belljo02,Josh Bell,2203.0,5149,0.354,12.0,22.5,6.8,0.5,1.88,0.07,16.0,-0.83
beltbr01,Brandon Belt,1022.0,5483,0.433,20.5,21.2,18.2,5.1,1.03,0.28,24.1,1.63
beltrca01,Carlos Beltran,57.0,10968,0.394,0.0,23.8,0.0,16.9,0.0,0.0,80.9,2.53
beninan01,Andrew Benintendi,657.0,4723,0.394,18.3,15.0,23.7,10.8,0.82,0.45,16.8,1.42
bensowi01,Will Benson,2520.0,970,0.346,24.3,22.9,24.0,22.9,0.94,0.95,1.3,-0.18
bergda01,Dave Berg,502.0,1781,0.349,3.6,7.1,1.2,2.7,1.97,2.25,-0.1,0.72
bergepe01,Peter Bergeron,1023.0,1156,0.313,8.2,4.2,15.2,16.1,0.51,1.06,-0.8,0.24
bernaro01,Roger Bernadina,3645.0,1309,0.343,12.3,12.4,35.1,23.8,1.0,0.68,0.6,-0.34
berroan01,Angel Berroa,2138.0,2600,0.353,18.8,10.6,6.5,10.4,0.56,1.61,6.6,1.16
bertijo01,Jon Berti,3672.0,1642,0.318,6.0,8.4,48.9,37.3,1.39,0.76,3.5,1.37
betanyu01,Yuniesky Betancourt,1771.0,4278,0.312,12.5,11.2,8.8,4.2,0.9,0.48,4.9,1.64
betemwi01,Wilson Betemit,1496.0,2218,0.315,18.9,20.3,2.4,2.2,1.08,0.9,7.0,0.0
bethach01,Christian Bethancourt,3720.0,1293,0.305,13.4,16.2,12.1,5.6,1.21,0.46,-2.6,1.37
bettsmo01,Mookie Betts,1375.0,6936,0.378,11.8,25.2,43.2,17.0,2.14,0.39,67.7,1.5
biancje01,Jeff Bianchi,2930.0,252,0.317,8.4,2.4,19.9,9.5,0.28,0.48,-0.8,0.1
bichebo01,Bo Bichette,1429.0,3292,0.378,15.5,20.2,30.2,10.9,1.3,0.36,21.1,2.84
bigbila01,Larry Bigbie,354.0,1303,0.348,8.5,14.3,10.2,11.1,1.68,1.09,2.2,-1.29
biggica01,Cavan Biggio,1763.0,1849,0.35,17.0,16.5,16.7,10.4,0.97,0.62,6.4,1.56
birdgr01,Greg Bird,2552.0,659,0.37,23.5,28.2,2.1,0.0,1.2,0.0,-2.2,-0.27
bixlebr01,Brian Bixler,4096.0,120,0.327,8.5,0.0,23.0,5.0,0.0,0.22,-1.4,0.76
blackch02,Charlie Blackmon,2422.0,6825,0.363,10.7,20.0,24.3,13.0,1.87,0.54,44.5,-0.85
blaloha01,Hank Blalock,121.0,3859,0.392,19.8,23.6,9.9,2.0,1.19,0.2,16.8,1.83
blancan01,Andres Blanco,3800.0,937,0.319,9.5,9.6,11.1,2.6,1.01,0.23,-1.4,0.01
blancda02,Dairon Blanco,2664.0,269,0.338,9.5,15.6,59.9,122.7,1.65,2.05,-0.9,0.5
blancgr01,Gregor Blanco,4141.0,3300,0.341,5.9,4.7,27.1,21.8,0.8,0.81,6.8,1.0
blanche01,Henry Blanco,758.0,2957,0.291,20.6,14.2,2.4,1.0,0.69,0.43,-2.8,3.21
blandal01,Alex Blandino,2424.0,147,0.332,11.6,4.1,10.9,0.0,0.35,0.0,-0.8,0.41
blankky01,Kyle Blanks,2714.0,790,0.385,23.4,21.3,5.5,3.8,0.91,0.69,-3.1,1.17
blashja01,Jabari Blash,3218.0,195,0.391,32.4,15.4,12.5,3.1,0.47,0.25,-1.1,1.07
bledajj01,JJ Bleday,1234.0,1527,0.351,23.3,19.3,4.4,4.7,0.82,1.08,3.2,0.16
bocachi01,Hiram Bocachica,1327.0,429,0.392,22.6,18.2,24.9,16.8,0.8,0.67,-2.4,2.8
boescbr01,Brennan Boesch,2879.0,1487,0.335,18.3,16.9,11.3,7.3,0.92,0.65,3.0,-0.49
bogaexa01,Xander Bogaerts,1623.0,7019,0.37,20.0,16.8,6.3,10.7,0.84,1.7,52.1,2.5
bogusbr01,Brian Bogusevic,3390.0,741,0.346,12.7,13.8,24.1,17.0,1.08,0.71,-1.7,-0.73
bohmal01,Alec Bohm,807.0,2949,0.362,17.8,14.2,7.4,3.7,0.8,0.49,11.2,0.13
boltsk01,Skye Bolt,2738.0,116,0.341,16.2,20.7,14.0,25.9,1.28,1.84,-1.1,0.87
bonifem01,Emilio Bonifacio,4813.0,2698,0.321,3.5,2.9,42.0,36.5,0.83,0.87,5.1,0.96
bonifjo01,Jorge Bonifacio,5761.0,692,0.327,15.8,18.2,8.1,0.9,1.15,0.11,0.1,0.24
borboju01,Julio Borbon,4381.0,765,0.33,6.2,6.3,36.2,32.2,1.02,0.89,-1.0,0.54
borchjo01,Joe Borchard,1675.0,694,0.35,26.5,19.9,4.3,4.3,0.75,1.01,-2.2,-1.24
bordepa01,Pat Borders,179.0,3339,0.248,13.4,12.0,3.4,1.1,0.9,0.32,3.1,-1.54
boteda01,David Bote,3104.0,1165,0.338,15.1,18.5,10.6,5.7,1.23,0.53,0.0,0.92
bottsja01,Jason Botts,2726.0,190,0.387,22.9,6.3,2.0,3.2,0.28,1.59,-1.2,0.86
bouchse01,Sean Bouchard,2167.0,108,0.365,23.0,5.6,19.1,22.2,0.24,1.16,-1.5,0.54
bourgja01,Jason Bourgeois,5595.0,600,0.316,6.0,4.0,27.3,46.0,0.67,1.68,-2.2,-0.33
bourjpe01,Peter Bourjos,2202.0,2241,0.337,10.6,11.2,35.7,17.7,1.06,0.5,1.7,0.84
bourju01,Justin Bour,3223.0,1867,0.355,21.8,29.2,3.0,1.0,1.34,0.32,3.1,-0.69
bournmi01,Michael Bourn,1424.0,5312,0.322,5.5,4.1,39.6,38.4,0.74,0.97,23.7,0.89
bowkejo01,John Bowker,3380.0,517,0.354,19.2,17.4,5.1,1.2,0.91,0.23,-1.8,-1.26
bradlja02,Jackie Bradley,1430.0,4192,0.365,13.0,15.6,16.8,9.9,1.2,0.59,10.4,1.01
brantmi02,Michael Brantley,2501.0,6048,0.342,4.1,12.6,38.4,12.3,3.09,0.32,29.1,-1.75
brantro01,Rob Brantly,3738.0,356,0.318,12.2,6.7,1.4,1.7,0.55,1.17,-2.0,0.87
branyru01,Russell Branyan,864.0,3352,0.416,38.2,34.5,5.6,2.9,0.9,0.52,7.4,3.83
braunry02,Ryan Braun,817.0,7329,0.398,29.4,28.8,23.5,17.7,0.98,0.75,56.6,1.67
bregmal01,Alex Bregman,679.0,5327,0.382,21.2,23.5,17.7,4.8,1.11,0.27,43.2,2.53
brennwi02,Will Brennan,1402.0,808,0.345,9.4,9.7,19.7,12.6,1.03,0.64,-0.2,-0.35
bridejo01,Jonah Bride,1918.0,690,0.378,17.2,10.4,4.4,0.9,0.61,0.2,-4.5,1.78
brignre01,Reid Brignac,4646.0,590,0.326,14.7,9.2,8.7,6.1,0.62,0.71,-1.4,0.42
brinsle01,Lewis Brinson,3093.0,1055,0.365,24.8,13.1,21.7,4.5,0.53,0.21,-4.0,1.57
britoti01,Tilson Brito,369.0,188,0.415,26.0,6.4,1.6,3.2,0.25,1.96,-0.9,2.62
brossmi01,Mike Brosseau,2134.0,471,0.362,20.0,21.7,11.2,6.4,1.08,0.57,-1.6,1.29
brousbe01,Ben Broussard,714.0,2268,0.354,20.2,22.2,0.8,4.0,1.1,0.0,4.2,-1.54
brownad01,Adrian Brown,779.0,1171,0.335,7.7,5.1,33.9,20.5,0.67,0.6,-0.9,-0.13
brownan02,Andrew Brown,3055.0,291,0.377,26.5,24.7,2.6,6.2,0.93,2.42,-2.2,0.61
brownde02,Dee Brown,2388.0,758,0.339,19.6,10.3,6.5,6.3,0.53,0.97,-3.8,-0.98
browndo01,Domonic Brown,4017.0,1678,0.347,16.0,18.6,16.7,7.5,1.16,0.45,-0.4,-0.31
brownem01,Emil Brown,534.0,2447,0.33,20.2,14.5,6.7,12.8,0.72,1.89,2.3,-0.63
brownse01,Seth Brown,2510.0,1640,0.356,23.7,26.7,9.8,8.0,1.13,0.82,1.7,0.17
broxtke01,Keon Broxton,4374.0,935,0.321,14.3,22.5,29.6,34.7,1.57,1.17,2.3,0.09
bruceja01,Jay Bruce,1492.0,6602,0.387,24.5,28.9,16.5,5.9,1.18,0.36,24.0,0.82
brujavi01,Vidal Brujan,3271.0,440,0.345,9.0,6.8,52.3,13.6,0.76,0.26,-2.4,0.29
brunter01,Eric Bruntlett,817.0,778,0.313,8.8,4.6,17.6,20.8,0.53,1.18,-2.1,-0.54
bryankr01,Kris Bryant,825.0,4509,0.46,42.2,24.5,13.8,5.9,0.58,0.42,34.7,4.01
buchabr01,Brian Buchanan,883.0,692,0.327,21.7,25.1,6.8,7.8,1.16,1.15,0.2,-2.23
buckjo01,John Buck,135.0,3912,0.343,8.9,20.4,0.0,0.9,2.29,0.0,12.8,1.29
bucktr01,Travis Buck,1645.0,781,0.357,11.3,14.6,9.1,5.4,1.29,0.59,-2.8,-0.67
bullesc01,Scott Bullett,865.0,341,0.399,30.5,10.6,10.4,26.4,0.35,2.54,-1.2,0.65
burgeja01,Jake Burger,708.0,1678,0.341,22.9,31.1,0.0,1.1,1.36,0.0,4.1,0.03
burkech01,Chris Burke,770.0,1334,0.319,9.4,9.9,31.9,16.2,1.06,0.51,1.3,-0.73
burkeja02,Jamie Burke,1041.0,362,0.319,11.5,3.3,1.2,0.0,0.29,0.0,-1.1,0.4
burleal01,Alec Burleson,924.0,1481,0.357,24.7,19.0,3.9,6.9,0.77,1.77,3.0,-0.4
burnsbi02,Billy Burns,3079.0,887,0.32,1.6,3.4,47.2,29.1,2.17,0.62,2.1,0.11
burriem01,Emmanuel Burriss,3583.0,796,0.303,2.5,0.8,37.3,30.2,0.3,0.81,-4.3,-0.87
burrose01,Sean Burroughs,1098.0,1780,0.325,5.5,4.0,3.3,6.4,0.74,1.95,2.7,0.19
buschbr01,Brian Buscher,1929.0,408,0.329,12.4,8.8,4.4,0.0,0.71,0.0,-0.8,0.3
buschmi02,Michael Busch,1605.0,1159,0.394,29.5,28.5,3.7,3.1,0.96,0.83,6.8,2.4
buterdr01,Drew Butera,2403.0,1335,0.283,9.5,8.5,2.0,0.0,0.9,0.0,-6.7,0.44
butlebi03,Billy Butler,1455.0,5686,0.405,26.0,15.5,0.8,0.5,0.6,0.0,15.7,0.39
butlebr02,Brent Butler,920.0,498,0.301,7.8,12.0,3.9,3.6,1.54,0.92,-1.0,-1.55
butlela01,Lawrence Butler,1738.0,1210,0.341,19.3,23.3,27.6,19.8,1.21,0.72,2.9,0.9
buxtoby01,Byron Buxton,1701.0,3323,0.367,16.2,30.3,39.5,20.2,1.87,0.51,20.2,-0.6
bynumfr01,Freddie Bynum,1074.0,370,0.296,3.9,9.7,24.6,29.2,2.49,1.19,-3.1,-0.57
byrdma01,Marlon Byrd,721.0,6087,0.408,28.3,15.6,10.8,5.5,0.55,0.51,23.6,3.64
cabaljo01,José Caballero,1099.0,1133,0.345,9.8,9.5,47.0,63.0,0.97,1.34,4.1,1.93
cabreas01,Asdrubal Cabrera,1912.0,7401,0.341,9.7,15.8,13.5,7.4,1.63,0.55,35.1,1.79
cabreev01,Everth Cabrera,1700.0,2059,0.322,4.2,3.5,55.4,39.6,0.83,0.72,2.0,1.02
cabrejo02,Jolbert Cabrera,1654.0,1396,0.354,16.3,7.7,9.8,14.6,0.47,1.49,-0.3,-0.98
cabreme01,Melky Cabrera,1263.0,7508,0.321,10.0,11.5,10.0,8.1,1.15,0.81,26.6,-0.5
cabreos01,Oswaldo Cabrera,2438.0,949,0.305,12.8,12.6,14.5,9.5,0.99,0.65,-3.1,-1.13
cainlo01,Lorenzo Cain,3196.0,4713,0.35,9.8,11.1,28.5,24.2,1.13,0.85,24.0,1.44
cairomi01,Miguel Cairo,315.0,4283,0.312,9.5,5.6,15.2,19.5,0.59,1.28,1.2,-1.12
calhoko01,Kole Calhoun,2051.0,4961,0.391,20.5,21.6,15.2,4.0,1.06,0.26,11.0,1.08
calhowi01,Willie Calhoun,2573.0,1240,0.358,23.6,19.4,2.8,0.0,0.82,0.0,-4.6,-1.79
callaal01,Alberto Callaspo,2715.0,3909,0.348,6.9,8.0,5.3,3.4,1.17,0.64,8.0,1.47
calloro01,Ron Calloway,998.0,369,0.317,8.4,14.6,14.4,14.6,1.74,1.01,-0.6,-1.23
camarjo01,Johan Camargo,3363.0,1321,0.326,8.7,16.8,4.1,0.9,1.92,0.22,2.8,0.49
camerda01,Daz Cameron,3408.0,301,0.333,14.6,17.9,31.7,21.9,1.23,0.69,-2.8,-0.99
caminju01,Junior Caminero,1453.0,830,0.391,34.3,36.9,11.6,6.5,1.08,0.56,3.6,3.66
campato01,Tony Campana,3164.0,347,0.311,0.8,1.7,49.7,93.4,0.0,1.88,-0.3,-0.46
campber01,Eric Campbell,4018.0,417,0.359,11.6,8.6,10.3,11.5,0.74,1.12,-1.9,1.33
campulu01,Luis Campusano,1712.0,473,0.366,20.0,19.0,0.7,0.0,0.95,0.0,0.4,2.75
candeje01,Jeimer Candelario,3692.0,3484,0.344,14.1,18.6,1.3,3.3,1.32,2.52,12.5,1.06
canhama01,Mark Canha,2417.0,4084,0.363,20.1,17.3,5.5,7.3,0.86,1.35,14.7,0.11
canoro01,Robinson Cano,402.0,9550,0.321,11.9,21.0,1.5,3.2,1.76,2.15,70.4,0.61
cantujo01,Jorge Cantu,2809.0,3394,0.362,26.3,18.4,3.2,1.9,0.7,0.61,5.4,-0.48
canzodo01,Dominic Canzone,1370.0,638,0.392,28.5,23.5,18.0,4.7,0.83,0.26,-1.8,2.08
caratvi01,Victor Caratini,2317.0,2167,0.347,8.5,15.8,1.0,1.4,1.85,1.34,6.4,2.86
carlsdy01,Dylan Carlson,1791.0,1987,0.34,16.1,13.0,14.1,4.8,0.81,0.34,2.2,1.14
carpeke01,Kerry Carpenter,1052.0,1325,0.381,30.8,31.7,8.0,3.2,1.03,0.4,4.5,1.11
carpema01,Matt Carpenter,1484.0,5751,0.375,13.3,18.7,8.1,2.9,1.4,0.36,37.0,-0.85
carpmi01,Mike Carp,3381.0,894,0.361,24.1,17.4,2.7,1.3,0.72,0.5,-2.4,-0.78
carreez01,Ezequiel Carrera,5383.0,1211,0.327,5.2,9.4,39.1,18.3,1.8,0.47,-1.4,-0.44
carrima01,Matias Carrillo,1202.0,146,0.38,20.0,0.0,11.0,12.3,0.0,1.12,-0.8,-0.38
carrobr01,Brett Carroll,3255.0,158,0.332,22.1,11.4,10.0,0.0,0.52,0.0,-0.7,-1.52
