team,start,end,total_war,avg_war,total_wins,avg_wins
LAN,2013,2017,382.7,76.5,473,95
LAN,2014,2018,381.2,76.2,473,95
LAN,2012,2016,374.2,74.8,455,91
ATL,1995,1999,372.7,74.5,496,99
ATL,1996,2000,368.4,73.7,501,100
LAN,2011,2015,365.7,73.1,446,89
LAN,2015,2019,361.5,72.3,485,97
WAS,2012,2016,357.3,71.5,458,92
SLN,2011,2015,351.0,70.2,465,93
ATL,1994,1998,350.5,70.1,461,92
WAS,2013,2017,347.1,69.4,457,91
SLN,2012,2016,347.1,69.4,461,92
SLN,2009,2013,345.1,69.0,452,90
ATL,1997,2001,343.2,68.6,493,99
NYN,1986,1990,340.2,68.0,478,96
ATL,1993,1997,339.8,68.0,459,92
SLN,2010,2014,336.6,67.3,451,90
LAN,2010,2014,331.6,66.3,434,87
WAS,2014,2018,330.6,66.1,453,91
WAS,2011,2015,325.6,65.1,443,89
CHN,2015,2019,325.3,65.1,471,94
ATL,1992,1996,324.1,64.8,456,91
SLN,2013,2017,322.1,64.4,456,91
PHI,2007,2011,321.8,64.4,473,95
LAN,2017,2021,320.8,64.2,451,90
NYN,1985,1989,317.7,63.5,485,97
NYN,1987,1991,317.7,63.5,447,89
SLN,2008,2012,316.5,63.3,441,88
WAS,2015,2019,316.0,63.2,450,90
ATL,1998,2002,313.6,62.7,493,99
LAN,2009,2013,313.2,62.6,435,87
LAN,2018,2022,312.5,62.5,458,92
ATL,1991,1995,306.6,61.3,454,91
PHI,2008,2012,306.6,61.3,465,93
NYN,1984,1988,306.6,61.3,488,98
CHN,2014,2018,304.1,60.8,460,92
ATL,2009,2013,303.8,60.8,456,91
LAN,2016,2020,300.9,60.2,436,87
ATL,2010,2014,300.9,60.2,449,90
LAN,2008,2012,298.4,59.7,427,85
ATL,1999,2003,296.9,59.4,488,98
LAN,2006,2010,294.9,59.0,429,86
LAN,2021,2025,294.8,59.0,508,102
WAS,2010,2014,292.8,58.6,429,86
SLN,2014,2018,292.0,58.4,447,89
HOU,1995,1999,291.0,58.2,441,88
SFN,1964,1968,290.9,58.2,457,91
SFN,2012,2016,289.5,57.9,429,86
CIN,1974,1978,287.8,57.6,488,98
SFN,1965,1969,287.4,57.5,457,91
PHI,2006,2010,286.9,57.4,456,91
PHI,2009,2013,286.5,57.3,446,89
PIT,2012,2016,285.8,57.2,437,87
NYN,1988,1992,285.8,57.2,427,85
CIN,1973,1977,284.4,56.9,495,99
SFN,2011,2015,283.2,56.6,428,86
SFN,2010,2014,282.8,56.6,436,87
ATL,1990,1994,282.4,56.5,429,86
NYA,2002,2006,282.2,56.4,497,99
LAN,2019,2023,282.1,56.4,466,93
LAN,2007,2011,281.8,56.4,423,85
SFN,2000,2004,281.1,56.2,473,95
PIT,2011,2015,280.8,56.2,431,86
LAN,1962,1966,280.3,56.1,473,95
LAN,1965,1969,278.7,55.7,426,85
CHN,2013,2017,277.9,55.6,431,86
PIT,2013,2017,276.9,55.4,433,87
NYA,2005,2009,276.9,55.4,478,96
CIN,1975,1979,276.6,55.3,480,96
MIN,1966,1970,276.6,55.3,454,91
HOU,2015,2019,276.3,55.3,481,96
ATL,2000,2004,276.2,55.2,481,96
HOU,1998,2002,275.8,55.2,448,90
ATL,2007,2011,275.7,55.1,422,84
NYA,2003,2007,275.7,55.1,488,98
LAN,2005,2009,275.7,55.1,420,84
SLN,2015,2019,275.6,55.1,448,90
HOU,1997,2001,275.5,55.1,448,90
DET,2010,2014,274.3,54.9,447,89
SFN,1966,1970,273.9,54.8,448,90
HOU,1996,2000,273.8,54.8,437,87
SLN,1967,1971,273.6,54.7,451,90
SLN,2007,2011,273.5,54.7,431,86
MIN,1965,1969,273.4,54.7,458,92
SFN,1962,1966,273.3,54.7,469,94
SFN,2009,2013,272.9,54.6,436,87
LAN,1963,1967,272.7,54.5,444,89
CIN,1972,1976,272.4,54.5,502,100
HOU,2001,2005,271.8,54.4,445,89
SFN,1963,1967,271.5,54.3,457,91
PHI,1976,1980,271.5,54.3,467,93
ATL,2008,2012,270.9,54.2,432,86
LAN,1982,1986,270.6,54.1,426,85
NYA,2001,2005,269.8,54.0,495,99
NYA,2006,2010,269.6,53.9,478,96
PHI,2005,2009,269.6,53.9,447,89
LAN,1974,1978,269.0,53.8,475,95
PHI,1975,1979,268.9,53.8,462,92
PHI,2010,2014,268.9,53.8,426,85
LAN,1964,1968,268.0,53.6,421,84
HOU,2002,2006,268.0,53.6,434,87
CIN,1976,1980,266.8,53.4,461,92
NYA,2008,2012,266.7,53.3,479,96
HOU,1994,1998,266.6,53.3,410,82
SFN,1999,2003,266.0,53.2,468,94
NYA,2007,2011,265.0,53.0,478,96
SFN,2001,2005,264.8,53.0,451,90
ATL,2006,2010,264.8,53.0,412,82
BAL,1968,1972,264.0,52.8,489,98
NYA,2004,2008,263.8,52.8,476,95
PIT,1964,1968,263.5,52.7,423,85
MIL,2007,2011,263.4,52.7,426,85
MIN,1963,1967,263.4,52.7,452,90
ARI,1999,2003,263.2,52.6,459,92
ATL,2003,2007,263.0,52.6,450,90
MIN,1964,1968,262.7,52.5,440,88
PIT,1965,1969,262.5,52.5,431,86
LAN,2020,2024,262.1,52.4,458,92
ATL,2001,2005,261.6,52.3,476,95
BAL,1966,1970,261.5,52.3,481,96
SFN,1998,2002,261.1,52.2,457,91
SLN,2001,2005,261.0,52.2,480,96
LAN,1981,1985,260.6,52.1,416,83
SLN,1966,1970,260.6,52.1,444,89
MIL,2010,2014,260.4,52.1,412,82
DET,2011,2015,260.0,52.0,440,88
SFN,1967,1971,259.6,51.9,445,89
BAL,1967,1971,259.5,51.9,485,97
LAN,1973,1977,259.3,51.9,475,95
LAN,1966,1970,259.3,51.9,416,83
PIT,1968,1972,258.9,51.8,450,90
PHI,1974,1978,258.8,51.8,458,92
COL,2006,2010,258.6,51.7,415,83
BOS,2003,2007,258.5,51.7,470,94
LAN,1977,1981,258.3,51.7,427,85
MIL,2008,2012,258.1,51.6,426,85
BOS,2002,2006,257.7,51.5,467,93
ATL,2002,2006,257.7,51.5,467,93
ATL,1989,1993,257.7,51.5,424,85
CHN,2016,2020,257.4,51.5,408,82
WAS,2016,2020,257.3,51.5,393,79
PIT,1966,1970,256.9,51.4,430,86
LAN,1971,1975,256.4,51.3,459,92
MIN,1967,1971,256.2,51.2,439,88
SLN,1964,1968,255.2,51.0,454,91
HOU,1993,1997,255.1,51.0,393,79
PHI,1964,1968,255.0,51.0,422,84
BOS,2007,2011,254.6,50.9,465,93
PHI,1963,1967,254.5,50.9,433,87
SFN,2008,2012,254.2,50.8,432,86
LAN,2004,2008,253.9,50.8,418,84
LAN,1961,1965,253.8,50.8,467,93
NYA,2000,2004,253.7,50.7,487,97
PIT,1962,1966,253.7,50.7,429,86
HOU,2018,2022,253.6,50.7,440,88
LAN,1975,1979,253.0,50.6,452,90
LAN,1978,1982,252.6,50.5,417,83
PHI,2004,2008,252.6,50.5,440,88
HOU,2017,2021,252.2,50.4,435,87
HOU,1999,2003,252.2,50.4,433,87
SFN,1961,1965,252.1,50.4,461,92
HOU,2003,2007,251.9,50.4,423,85
PIT,2014,2018,251.7,50.3,421,84
CHN,2001,2005,251.6,50.3,411,82
BOS,2001,2005,251.5,50.3,463,93
BAL,1969,1973,251.5,50.3,495,99
MIN,1962,1966,251.4,50.3,452,90
PHI,2021,2025,251.3,50.3,450,90
SLN,2000,2004,251.2,50.2,475,95
CHN,1968,1972,250.7,50.1,428,86
LAN,1976,1980,250.6,50.1,456,91
PIT,1969,1973,250.4,50.1,450,90
CIN,1963,1967,250.3,50.1,430,86
SLN,1965,1969,250.2,50.0,448,90
CIN,2010,2014,250.0,50.0,433,87
NYA,1961,1965,249.8,50.0,485,97
PIT,1963,1967,249.7,49.9,417,83
NYN,2012,2016,249.3,49.9,404,81
ATL,2011,2015,249.2,49.8,425,85
SFN,1997,2001,249.0,49.8,452,90
NYA,1960,1964,248.7,49.7,505,101
CHN,1967,1971,248.6,49.7,430,86
HOU,2000,2004,248.4,49.7,428,86
NYA,1999,2003,248.4,49.7,484,97
LAN,1984,1988,248.1,49.6,414,83
CIN,1964,1968,247.6,49.5,427,85
LAN,1980,1984,247.1,49.4,413,83
ATL,2019,2023,246.9,49.4,425,85
ATL,2021,2025,246.7,49.3,458,92
BOS,2004,2008,246.6,49.3,470,94
COL,2007,2011,246.4,49.3,412,82
LAN,1979,1983,246.3,49.3,413,83
PIT,1970,1974,246.3,49.3,450,90
CLE,2015,2019,246.2,49.2,461,92
ARI,2015,2019,245.9,49.2,408,82
NYN,2015,2019,245.9,49.2,410,82
SLN,2002,2006,245.6,49.1,470,94
CLE,2014,2018,245.5,49.1,453,91
PHI,2003,2007,245.3,49.1,434,87
PHI,1980,1984,245.2,49.0,410,82
SFN,2013,2017,245.1,49.0,399,80
DET,2012,2016,244.8,49.0,431,86
DET,2009,2013,244.5,48.9,443,89
CHN,1966,1970,244.4,48.9,406,81
ATL,2005,2009,244.2,48.8,411,82
PIT,1988,1992,243.8,48.8,448,90
NYN,1983,1987,243.6,48.7,456,91
CIN,1962,1966,243.0,48.6,441,88
TEX,2009,2013,242.7,48.5,457,91
PHI,1977,1981,242.5,48.5,425,85
FLO,2003,2007,242.2,48.4,406,81
SLN,1968,1972,242.1,48.4,425,85
FLO,2002,2006,242.1,48.4,414,83
DET,1965,1969,242.1,48.4,461,92
ATL,2018,2022,242.0,48.4,411,82
PHI,1965,1969,241.8,48.4,393,79
CHA,1962,1966,241.5,48.3,455,91
ARI,1998,2002,241.5,48.3,440,88
LAN,1972,1976,241.5,48.3,462,92
PIT,1967,1971,241.3,48.3,435,87
BOS,2005,2009,241.3,48.3,467,93
PHI,1978,1982,241.0,48.2,413,83
FLO,2001,2005,240.8,48.2,412,82
LAN,1983,1987,240.7,48.1,411,82
SLN,1963,1967,240.6,48.1,450,90
CHA,1961,1965,240.4,48.1,458,92
HOU,2019,2023,239.8,48.0,427,85
CHN,1969,1973,239.7,47.9,421,84
NYA,1998,2002,239.6,47.9,497,99
PIT,1971,1975,239.6,47.9,453,91
SLN,2005,2009,239.5,47.9,438,88
SLN,2006,2010,239.2,47.8,424,85
HOU,2004,2008,239.2,47.8,422,84
CIN,1961,1965,238.8,47.8,458,92
PIT,1972,1976,238.6,47.7,448,90
ARI,2014,2018,238.6,47.7,387,77
LAN,1985,1989,238.6,47.7,412,82
LAN,1967,1971,238.5,47.7,410,82
CLE,1996,2000,238.5,47.7,461,92
CLE,2013,2017,238.2,47.6,454,91
MIL,2009,2013,237.8,47.6,410,82
DET,1964,1968,237.5,47.5,456,91
ATL,2020,2024,237.4,47.5,417,83
BOS,2006,2010,237.1,47.4,461,92
HOU,1992,1996,237.0,47.4,390,78
BOS,2000,2004,236.8,47.4,453,91
HOU,1984,1988,236.6,47.3,417,83
SFN,2002,2006,236.3,47.3,437,87
LAN,1970,1974,236.0,47.2,458,92
NYN,1989,1993,235.9,47.2,386,77
NYN,2011,2015,235.8,47.2,394,79
LAN,1993,1997,235.7,47.1,395,79
CHN,2012,2016,235.5,47.1,400,80
HOU,2016,2020,235.5,47.1,424,85
PHI,2002,2006,235.4,47.1,425,85
NYN,2014,2018,234.9,47.0,403,81
LAN,1994,1998,234.8,47.0,397,79
PHI,1979,1983,234.6,46.9,413,83
SFN,1960,1964,234.5,46.9,445,89
LAN,1988,1992,234.3,46.9,413,83
CHA,1963,1967,234.3,46.9,459,92
CLE,1995,1999,234.1,46.8,471,94
MIL,2011,2015,234.1,46.8,403,81
HOU,1983,1987,233.8,46.8,420,84
NYA,2009,2013,233.8,46.8,475,95
LAN,1968,1972,233.4,46.7,422,84
LAN,1991,1995,233.3,46.7,373,75
PHI,1982,1986,233.2,46.6,421,84
MIN,1961,1965,232.8,46.6,433,87
BAL,1965,1969,232.1,46.4,467,93
LAN,1969,1973,231.9,46.4,441,88
HOU,2014,2018,231.8,46.4,444,89
CIN,1971,1975,231.6,46.3,479,96
LAN,1960,1964,231.5,46.3,452,90
LAN,1995,1999,231.5,46.3,416,83
BOS,2015,2019,231.5,46.3,456,91
LAN,2003,2007,231.4,46.3,419,84
FLO,2005,2009,231.3,46.3,403,81
CHN,2004,2008,230.2,46.0,416,83
FLO,2007,2011,230.2,46.0,394,79
MIL,2006,2010,229.9,46.0,405,81
ATL,2004,2008,229.8,46.0,421,84
PIT,1961,1965,229.6,45.9,412,82
PIT,1960,1964,229.5,45.9,417,83
CIN,2009,2013,229.3,45.9,435,87
PIT,1989,1993,229.2,45.8,438,88
PHI,1981,1985,229.2,45.8,394,79
MIL,2017,2021,228.7,45.7,395,79
SFN,1968,1972,228.6,45.7,423,85
SDN,2004,2008,228.4,45.7,409,82
PIT,1973,1977,228.2,45.6,448,90
PIT,1975,1979,227.9,45.6,466,93
NYA,1997,2001,227.7,45.5,490,98
HOU,2021,2025,227.7,45.5,466,93
NYA,1962,1966,227.6,45.5,446,89
CLE,1997,2001,227.3,45.5,453,91
PHI,2001,2005,227.2,45.4,426,85
LAN,1992,1996,226.8,45.4,370,74
CLE,1994,1998,226.6,45.3,440,88
CHA,1960,1964,226.6,45.3,450,90
DET,1967,1971,226.3,45.3,454,91
CIN,1965,1969,226.3,45.3,424,85
PIT,1976,1980,226.2,45.2,457,91
COL,2014,2018,226.1,45.2,387,77
WAS,2009,2013,226.0,45.2,392,78
NYA,1959,1963,225.9,45.2,485,97
MIL,2004,2008,225.8,45.2,396,79
CHN,2007,2011,225.8,45.2,411,82
SLN,2004,2008,225.7,45.1,452,90
NYN,2013,2017,225.5,45.1,400,80
CIN,1970,1974,225.4,45.1,473,95
LAN,1987,1991,225.2,45.0,423,85
LAN,2002,2006,224.9,45.0,429,86
PHI,1973,1977,224.8,45.0,439,88
MON,1986,1990,224.8,45.0,416,83
LAN,1990,1994,224.7,44.9,381,76
MON,1985,1989,224.6,44.9,415,83
CIN,1977,1981,224.6,44.9,425,85
SLN,1999,2003,224.6,44.9,445,89
DET,1966,1970,224.4,44.9,451,90
HOU,1968,1972,224.4,44.9,395,79
COL,2009,2013,224.3,44.9,386,77
CHN,2003,2007,224.2,44.8,407,81
PIT,1974,1978,224.2,44.8,456,91
CIN,2011,2015,223.8,44.8,406,81
MON,1979,1983,223.5,44.7,413,83
SDN,2021,2025,223.5,44.7,433,87
CLE,2016,2020,223.2,44.6,415,83
SFN,1959,1963,223.2,44.6,438,88
MIL,2005,2009,223.1,44.6,409,82
NYN,2018,2022,223.1,44.6,367,73
SLN,2003,2007,223.1,44.6,451,90
SDN,2003,2007,223.0,44.6,410,82
LAN,1989,1993,222.8,44.6,400,80
CHN,2000,2004,222.6,44.5,397,79
HOU,1985,1989,222.6,44.5,423,85
PHI,1962,1966,222.6,44.5,432,86
BOS,1999,2003,222.5,44.5,449,90
SFN,1986,1990,222.4,44.5,433,87
PIT,1990,1994,222.0,44.4,417,83
SLN,1987,1991,221.4,44.3,411,82
CLE,1964,1968,221.4,44.3,408,82
ARI,2008,2012,221.3,44.3,392,78
SFN,2014,2018,221.3,44.3,396,79
BAL,1964,1968,220.7,44.1,455,91
FLO,2004,2008,220.7,44.1,399,80
ARI,2005,2009,220.7,44.1,395,79
SFN,2007,2011,220.4,44.1,409,82
BAL,1970,1974,220.3,44.1,477,95
COL,2008,2012,220.3,44.1,386,77
LAN,1986,1990,220.2,44.0,403,81
NYA,1996,2000,220.1,44.0,487,97
PIT,2010,2014,220.0,44.0,390,78
SLN,1962,1966,220.0,44.0,433,87
NYN,1997,2001,220.0,44.0,449,90
NYA,2015,2019,219.8,44.0,465,93
MON,1987,1991,219.7,43.9,409,82
MON,1992,1996,219.6,43.9,409,82
MIN,1968,1972,219.4,43.9,425,85
HOU,1965,1969,219.3,43.9,359,72
SLN,1989,1993,219.3,43.9,410,82
SLN,1969,1973,219.0,43.8,409,82
NYA,2014,2018,219.0,43.8,446,89
SLN,1985,1989,218.9,43.8,437,87
ATL,2012,2016,218.8,43.8,404,81
ARI,2013,2017,218.0,43.6,386,77
ATL,1966,1970,218.0,43.6,412,82
CIN,1991,1995,218.0,43.6,388,78
OAK,1999,2003,217.8,43.6,479,96
TOR,1989,1993,217.8,43.6,457,91
HOU,1982,1986,217.6,43.5,421,84
HOU,2005,2009,217.5,43.5,404,81
CIN,1990,1994,217.5,43.5,394,79
CHN,2002,2006,217.5,43.5,389,78
FLO,2006,2010,217.4,43.5,400,80
CHN,2005,2009,217.0,43.4,410,82
COL,2005,2009,216.9,43.4,399,80
HOU,1969,1973,216.8,43.4,405,81
PIT,1987,1991,216.6,43.3,432,86
COL,2013,2017,216.6,43.3,370,74
TEX,2008,2012,216.1,43.2,445,89
LAN,1996,2000,216.0,43.2,424,85
MIL,2014,2018,215.8,43.2,405,81
CIN,1988,1992,215.7,43.1,417,83
SLN,1971,1975,215.7,43.1,414,83
TOR,2021,2025,215.6,43.1,440,88
NYA,2021,2025,215.3,43.1,461,92
SLN,2016,2020,215.3,43.1,378,76
ARI,2011,2015,214.8,43.0,399,80
HOU,1967,1971,214.8,43.0,380,76
MON,1988,1992,214.7,42.9,405,81
HOU,1966,1970,214.5,42.9,373,75
MON,1993,1997,214.5,42.9,400,80
SFN,1985,1989,214.4,42.9,410,82
SFN,1987,1991,214.3,42.9,425,85
MIL,2018,2022,214.3,42.9,395,79
NYA,1995,1999,213.8,42.8,479,96
PHI,2011,2015,213.6,42.7,392,78
SLN,1988,1992,213.6,42.7,399,80
OAK,2000,2004,213.5,42.7,483,97
ARI,2000,2004,213.5,42.7,410,82
LAN,1959,1963,213.3,42.7,460,92
CIN,1966,1970,213.0,42.6,437,87
CHN,1965,1969,212.9,42.6,394,79
ARI,2001,2005,212.6,42.5,402,80
COL,2015,2019,212.4,42.5,392,78
NYN,1998,2002,212.4,42.5,436,87
NYN,1996,2000,212.4,42.5,438,88
MON,1980,1984,212.4,42.5,396,79
SLN,1997,2001,212.2,42.4,419,84
SLN,1970,1974,211.9,42.4,408,82
ARI,2016,2020,211.9,42.4,354,71
BOS,2008,2012,211.8,42.4,438,88
PHI,1966,1970,211.8,42.4,381,76
DET,1968,1972,211.8,42.4,449,90
NYA,1958,1962,211.8,42.4,473,95
SLN,1960,1964,211.7,42.3,436,87
NYN,1990,1994,211.6,42.3,354,71
BOS,2009,2013,210.9,42.2,440,88
HOU,2020,2024,210.9,42.2,408,82
ATL,2017,2021,210.8,42.2,382,76
NYA,2010,2014,210.7,42.1,456,91
SLN,1998,2002,210.7,42.1,443,89
CHN,1987,1991,210.7,42.1,400,80
PHI,2020,2024,210.6,42.1,382,76
NYA,2017,2021,210.6,42.1,419,84
MIL,2021,2025,210.5,42.1,463,93
CIN,1992,1996,210.4,42.1,395,79
TBA,2009,2013,210.3,42.1,453,91
MON,1978,1982,209.9,42.0,407,81
NYA,2018,2022,209.9,42.0,427,85
CIN,1967,1971,209.8,42.0,440,88
SLN,1961,1965,209.7,41.9,430,86
CHN,1988,1992,209.7,41.9,402,80
BOS,1985,1989,209.6,41.9,426,85
MON,1989,1993,208.9,41.8,418,84
NYN,2010,2014,208.8,41.8,383,77
TEX,2010,2014,208.6,41.7,437,87
PHI,2018,2022,208.0,41.6,358,72
BOS,1984,1988,208.0,41.6,429,86
BAL,1963,1967,208.0,41.6,450,90
CHN,2006,2010,207.7,41.5,406,81
PHI,1983,1987,207.7,41.5,412,82
PIT,2015,2019,207.5,41.5,402,80
MON,1981,1985,207.2,41.4,390,78
BOS,2014,2018,207.1,41.4,443,89
BOS,2016,2020,206.8,41.4,402,80
BOS,1986,1990,206.6,41.3,433,87
NYA,2011,2015,206.6,41.3,448,90
CHN,1970,1974,206.5,41.3,395,79
CHA,1959,1963,205.6,41.1,446,89
CLE,1993,1997,205.6,41.1,427,85
CHA,1964,1968,205.6,41.1,432,86
OAK,2001,2005,205.5,41.1,480,96
CIN,1968,1972,205.4,41.1,448,90
FLO,2000,2004,205.4,41.1,408,82
SDN,2006,2010,205.4,41.1,405,81
SDN,2020,2024,205.2,41.0,380,76
CIN,1989,1993,204.5,40.9,403,81
SDN,2005,2009,204.3,40.9,397,79
MON,1982,1986,204.1,40.8,408,82
CHN,1986,1990,203.7,40.7,393,79
PIT,1959,1963,203.6,40.7,415,83
ARI,2012,2016,203.5,40.7,374,75
MON,1983,1987,203.4,40.7,413,83
HOU,1970,1974,203.4,40.7,405,81
NYA,1994,1998,203.3,40.7,451,90
SFN,2003,2007,203.3,40.7,413,83
NYA,1963,1967,203.2,40.6,422,84
BOS,2017,2021,203.2,40.6,401,80
CIN,2012,2016,203.0,40.6,395,79
LAN,2000,2004,202.9,40.6,442,88
ARI,2007,2011,202.7,40.5,401,80
ML1,1961,1965,202.7,40.5,427,85
HOU,1980,1984,202.6,40.5,396,79
SDN,1994,1998,202.6,40.5,382,76
ATL,1988,1992,202.5,40.5,374,75
CHN,1984,1988,202.4,40.5,396,79
MON,1990,1994,202.2,40.4,411,82
DET,1961,1965,202.1,40.4,439,88
DET,1963,1967,202.0,40.4,432,86
LAN,1997,2001,201.8,40.4,420,84
SLN,1986,1990,201.7,40.3,406,81
PIT,1979,1983,201.6,40.3,395,79
CIN,1960,1964,201.5,40.3,436,87
TBA,2008,2012,201.5,40.3,458,92
TOR,1988,1992,201.5,40.3,449,90
MON,1984,1988,201.4,40.3,412,82
CIN,1969,1973,201.4,40.3,464,93
SFN,2006,2010,201.2,40.2,399,80
SFN,1996,2000,201.1,40.2,430,86
SFN,1969,1973,201.1,40.2,423,85
BOS,1998,2002,201.1,40.2,446,89
NYN,2004,2008,200.6,40.1,428,86
CHN,1989,1993,200.5,40.1,409,82
COL,2010,2014,200.5,40.1,360,72
TOR,2013,2017,200.4,40.1,415,83
LAA,2011,2015,200.1,40.0,436,87
SLN,1984,1988,200.1,40.0,435,87
HOU,1991,1995,200.1,40.0,373,75
BRO,1951,1955,200.0,40.0,488,98
CIN,1978,1982,199.9,40.0,398,80
DET,2008,2012,199.6,39.9,424,85
MIL,2015,2019,199.5,39.9,412,82
SDN,1995,1999,199.4,39.9,409,82
TBA,2010,2014,199.3,39.9,446,89
TOR,2012,2016,199.2,39.8,412,82
SLN,1983,1987,199.1,39.8,438,88
ARI,2006,2010,199.0,39.8,383,77
OAK,1998,2002,198.9,39.8,457,91
SLN,1996,2000,198.9,39.8,414,83
TOR,1986,1990,198.9,39.8,444,89
BOS,2013,2017,198.8,39.8,432,86
SLN,1972,1976,198.7,39.7,396,79
ARI,2002,2006,198.6,39.7,386,77
DET,2013,2017,198.6,39.7,407,81
LAA,2005,2009,198.4,39.7,475,95
LAA,2010,2014,198.4,39.7,431,86
LAA,2008,2012,198.3,39.7,452,90
ARI,2009,2013,198.2,39.6,391,78
CIN,1987,1991,198.1,39.6,411,82
SLN,2018,2022,198.0,39.6,392,78
CHN,1985,1989,197.9,39.6,393,79
TEX,2011,2015,197.9,39.6,435,87
NYN,2021,2025,197.9,39.6,425,85
CHN,2008,2012,197.6,39.5,387,77
CLE,1963,1967,197.6,39.5,401,80
NYN,2016,2020,197.5,39.5,346,69
SFN,1984,1988,197.4,39.5,384,77
MON,1977,1981,197.4,39.5,396,79
COL,2016,2020,197.1,39.4,350,70
SEA,1999,2003,196.9,39.4,472,94
BAL,1962,1966,196.8,39.4,451,90
HOU,1977,1981,196.8,39.4,398,80
CHA,2008,2012,196.7,39.3,420,84
NYN,2005,2009,196.7,39.3,427,85
SDN,1988,1992,196.7,39.3,413,83
CLE,2004,2008,196.3,39.3,428,86
CLE,1965,1969,196.3,39.3,391,78
MIL,2013,2017,196.0,39.2,383,77
TOR,1990,1994,195.9,39.2,423,85
LAA,2009,2013,195.9,39.2,430,86
ATL,1967,1971,195.9,39.2,409,82
TEX,1995,1999,195.8,39.2,424,85
CLE,1951,1955,195.7,39.1,482,96
NYN,1982,1986,195.7,39.1,429,86
HOU,1986,1990,195.3,39.1,415,83
NYA,1957,1961,195.2,39.0,475,95
SFN,2021,2025,195.1,39.0,428,86
COL,1994,1998,195.1,39.0,373,75
SFN,1958,1962,195.1,39.0,430,86
LAA,2007,2011,195.0,39.0,457,91
PIT,1958,1962,194.9,39.0,425,85
LAN,2001,2005,194.7,38.9,427,85
NYN,2019,2023,194.7,38.9,365,73
ARI,2010,2014,194.6,38.9,385,77
CIN,1986,1990,194.6,38.9,423,85
MON,1994,1998,194.6,38.9,371,74
TOR,1983,1987,194.4,38.9,459,92
PIT,1982,1986,194.3,38.9,364,73
BOS,1965,1969,194.3,38.9,399,80
CLE,2012,2016,194.2,38.8,420,84
BRO,1950,1954,194.2,38.8,479,96
LAN,1998,2002,194.0,38.8,424,85
TOR,1987,1991,194.0,38.8,449,90
CHN,1964,1968,194.0,38.8,378,76
CLE,1952,1956,193.9,38.8,477,95
SFN,1974,1978,193.8,38.8,390,78
ATL,2013,2017,193.8,38.8,382,76
SLN,1981,1985,193.6,38.7,415,83
CIN,2008,2012,193.4,38.7,419,84
MIN,2006,2010,193.3,38.7,444,89
TOR,1985,1989,193.2,38.6,457,91
HOU,1964,1968,193.1,38.6,344,69
SLN,1973,1977,193.0,38.6,404,81
MIN,1969,1973,192.9,38.6,427,85
BOS,1967,1971,192.8,38.6,437,87
BOS,1966,1970,192.8,38.6,424,85
CLE,1950,1954,192.8,38.6,481,96
BOS,2018,2022,192.7,38.5,386,77
SLN,2017,2021,192.6,38.5,382,76
MON,1991,1995,192.6,38.5,392,78
COL,2017,2021,192.6,38.5,349,70
PIT,1978,1982,192.4,38.5,399,80
HOU,1979,1983,192.3,38.5,405,81
PHI,2019,2023,192.3,38.5,368,74
LAA,2006,2010,192.1,38.4,460,92
CLE,1998,2002,192.1,38.4,441,88
BRO,1952,1956,192.0,38.4,484,97
PHI,2000,2004,191.8,38.4,403,81
CHA,2006,2010,191.7,38.3,418,84
HOU,1981,1985,191.7,38.3,386,77
OAK,2002,2006,191.4,38.3,471,94
SLN,1982,1986,191.4,38.3,435,87
PIT,1977,1981,191.2,38.2,411,82
CHN,1999,2003,191.2,38.2,375,75
BOS,1987,1991,191.0,38.2,422,84
ARI,2004,2008,190.9,38.2,376,75
BOS,1983,1987,190.9,38.2,418,84
SEA,1997,2001,190.9,38.2,452,90
BOS,1964,1968,190.8,38.2,384,77
BAL,1994,1998,190.7,38.1,399,80
DET,1962,1966,190.7,38.1,426,85
SLN,1959,1963,190.5,38.1,414,83
MIL,2016,2020,190.5,38.1,373,75
BAL,1971,1975,190.1,38.0,459,92
SEA,2021,2025,190.1,38.0,443,89
NYA,1993,1997,189.9,38.0,425,85
CHN,2011,2015,189.9,38.0,368,74
WAS,2017,2021,189.8,38.0,363,73
LAN,1999,2003,189.7,37.9,426,85
NYA,2016,2020,189.7,37.9,411,82
ML1,1960,1964,189.6,37.9,429,86
COL,2012,2016,189.5,37.9,347,69
HOU,1976,1980,189.5,37.9,417,83
BOS,1963,1967,189.3,37.9,374,75
SLN,1990,1994,189.2,37.8,377,75
SDN,2019,2023,189.2,37.8,357,71
CLE,2017,2021,189.1,37.8,401,80
PIT,1991,1995,189.1,37.8,380,76
BRO,1953,1957,189.1,37.8,472,94
COL,1995,1999,189.0,37.8,392,78
BOS,1982,1986,188.9,37.8,429,86
DET,1960,1964,188.9,37.8,421,84
MIL,2003,2007,188.9,37.8,374,75
TOR,1984,1988,188.8,37.8,457,91
PIT,1980,1984,188.6,37.7,372,74
NYN,2006,2010,188.6,37.7,423,85
BOS,1976,1980,188.6,37.7,453,91
OAK,1968,1972,188.4,37.7,453,91
NYA,1950,1954,188.2,37.6,493,99
SEA,1998,2002,188.2,37.6,455,91
MIL,2012,2016,188.1,37.6,380,76
NYN,1973,1977,188.0,37.6,385,77
TBA,2007,2011,187.7,37.5,434,87
SDN,1996,2000,187.5,37.5,415,83
NYN,1972,1976,187.5,37.5,404,81
