team,year,n_players,returning_count,new_count,current_war,returning_war,new_war,prev_returning_war,continuity_pct,war_continuity_pct,returner_delta,W,L,R,RA,pyth_winpct,pyth_exp_W,pyth_resid,prev_W,W_change,continuity_bin,avg_returner_delta
ATL,2002,20,12,8,27.5,19.9,7.6,22.1,0.6,0.7239621267297889,-2.2,101,59,708.0,565.0,0.601778631610791,96.28458105772657,4.7154189422734305,88.0,13.0,70-85%,-0.18333333333333335
ATL,2003,18,13,5,50.9,43.8,7.1,25.4,0.7222222222222222,0.8603143418467584,18.3,101,61,907.0,740.0,0.59203656381135,95.9099233374387,5.090076662561302,101.0,0.0,>85% (stable),1.4076923076923078
ATL,2004,21,8,13,33.5,17.6,16.0,30.8,0.38095238095238093,0.5232558139534884,-13.2,96,66,803.0,668.0,0.5834231474521364,94.5145498872461,1.4854501127538953,101.0,-5.0,50-70%,-1.65
ATL,2005,20,8,12,28.9,25.6,3.4,19.8,0.4,0.8828610919143054,5.7,90,72,769.0,674.0,0.5600353123666508,90.72572060339743,-0.7257206033974342,96.0,-6.0,>85% (stable),0.7125
ATL,2006,17,11,6,37.2,32.0,5.2,26.3,0.6470588235294118,0.861410118406889,5.7,79,83,849.0,805.0,0.524327511574355,84.9410568750455,-5.941056875045504,90.0,-11.0,>85% (stable),0.5181818181818182
ATL,2007,19,10,9,40.6,33.6,7.0,31.6,0.5263157894736842,0.8272548053228191,2.0,84,78,810.0,733.0,0.5455721830763142,88.3826936583629,-4.382693658362896,79.0,5.0,70-85%,0.2
ATL,2008,19,7,12,21.2,20.1,1.1,22.6,0.3684210526315789,0.9495283018867925,-2.4,72,90,753.0,778.0,0.4850619038048101,78.58002841637924,-6.5800284163792355,84.0,-12.0,>85% (stable),-0.34285714285714286
ATL,2009,19,9,10,36.7,22.5,14.2,24.1,0.47368421052631576,0.6128680479825518,-1.6,86,76,735.0,641.0,0.5622796548103925,91.0893040792836,-5.089304079283593,72.0,14.0,50-70%,-0.17777777777777778
ATL,2010,18,9,9,38.5,18.8,19.8,20.9,0.5,0.4872859366891541,-2.1,91,71,738.0,629.0,0.5725975403416169,92.76080153534194,-1.7608015353419404,86.0,5.0,30-50%,-0.23333333333333334
ATL,2011,21,12,9,27.3,16.0,11.3,28.1,0.5714285714285714,0.5858031467252104,-12.1,89,73,641.0,605.0,0.5264193288058231,85.27993126654334,3.7200687334566567,91.0,-2.0,50-70%,-1.0083333333333333
ATL,2012,23,13,10,22.9,22.6,0.2,21.2,0.5652173913043478,0.9903762029746283,1.5,94,68,700.0,600.0,0.5700599484585009,92.34971165027716,1.6502883497228424,89.0,5.0,>85% (stable),0.11538461538461539
ATL,2013,19,8,11,34.1,20.9,13.1,17.4,0.42105263157894735,0.6146169650719107,3.5,96,66,688.0,548.0,0.6026094595676517,97.62273244995957,-1.622732449959571,94.0,2.0,50-70%,0.4375
ATL,2014,17,10,7,27.5,22.0,5.5,20.7,0.5882352941176471,0.8,1.3,79,83,573.0,597.0,0.4812369508945623,77.96038604491909,1.0396139550809096,96.0,-17.0,70-85%,0.13
ATL,2015,19,4,15,6.4,4.5,1.8,9.7,0.21052631578947367,0.7120500782472613,-5.2,67,95,573.0,760.0,0.3735886656330831,60.52136383255946,6.478636167440541,79.0,-12.0,70-85%,-1.3
ATL,2016,15,7,8,19.5,12.3,7.2,8.8,0.4666666666666667,0.6324435318275154,3.5,68,93,649.0,779.0,0.41723890572536565,67.17546382178386,0.8245361782161353,67.0,1.0,50-70%,0.5
ATL,2017,17,9,8,16.9,13.8,3.1,22.7,0.5294117647058824,0.8156028368794326,-8.9,72,90,732.0,821.0,0.447697295398261,72.52696185451828,-0.5269618545182766,68.0,4.0,70-85%,-0.9888888888888889
ATL,2018,18,9,9,35.1,27.6,7.4,19.0,0.5,0.7881984036488028,8.6,90,72,759.0,657.0,0.5656442624253728,91.6343705129104,-1.6343705129103938,72.0,18.0,70-85%,0.9555555555555555
ATL,2019,22,11,11,36.5,24.6,11.9,29.0,0.5,0.6747878456063509,-4.4,97,65,855.0,743.0,0.5638844015224265,91.34927304663309,5.650726953366913,90.0,7.0,50-70%,-0.4
ATL,2020,15,11,4,13.2,9.8,3.5,24.3,0.7333333333333333,0.7384731670445955,-14.5,35,25,348.0,288.0,0.5857231722774054,35.14339033664433,-0.14339033664433032,97.0,-62.0,70-85%,-1.3181818181818181
ATL,2021,23,10,13,34.9,25.6,9.3,14.4,0.43478260869565216,0.7320916905444127,11.2,88,73,790.0,656.0,0.5842259989221427,94.06038582646497,-6.060385826464966,35.0,53.0,70-85%,1.1199999999999999
ATL,2022,18,12,6,19.5,16.6,2.9,22.5,0.6666666666666666,0.8493852459016393,-5.9,101,61,789.0,609.0,0.6163004910443545,99.84067954918542,1.159320450814576,88.0,13.0,70-85%,-0.4916666666666667
ATL,2023,14,10,4,43.0,41.0,2.0,16.7,0.7142857142857143,0.9539748953974895,24.3,104,58,947.0,716.0,0.6252055269618679,101.2832953678226,2.7167046321773967,101.0,3.0,>85% (stable),2.43
ATL,2024,20,10,10,8.4,13.1,-4.6,46.4,0.5,1.54739336492891,-33.3,89,73,704.0,607.0,0.5674112162014242,91.92061702463072,-2.9206170246307153,104.0,-15.0,,-3.3299999999999996
ATL,2025,20,8,12,10.4,15.7,-5.3,13.1,0.4,1.5038314176245209,2.6,76,86,724.0,734.0,0.49372451097623055,79.98337077814935,-3.98337077814935,89.0,-13.0,,0.325
BAL,2001,18,9,9,4.1,5.2,-1.1,7.7,0.5,1.2639225181598062,-2.5,63,98,687.0,829.0,0.4148791512039954,66.79554334384325,-3.7955433438432493,74.0,-11.0,,-0.2777777777777778
BAL,2002,18,11,7,4.0,6.6,-2.6,8.9,0.6111111111111112,1.6591478696741855,-2.2,67,95,667.0,773.0,0.43293044825954546,70.13473261804637,-3.134732618046371,63.0,4.0,,-0.2
BAL,2003,16,9,7,7.2,5.8,1.4,4.9,0.5625,0.8069444444444445,1.0,71,91,743.0,820.0,0.45500872746247983,73.71141384892174,-2.7114138489217368,67.0,4.0,70-85%,0.1111111111111111
BAL,2004,17,10,7,23.2,9.3,13.9,7.8,0.5882352941176471,0.39948342660353,1.4,78,84,842.0,830.0,0.5065667208064435,82.06380877064385,-4.0638087706438455,71.0,7.0,30-50%,0.13999999999999999
BAL,2005,17,9,8,17.8,24.8,-7.0,28.8,0.5294117647058824,1.392696629213483,-4.0,74,88,729.0,800.0,0.4575830638460848,74.12845634306574,-0.12845634306573572,78.0,-4.0,,-0.4444444444444444
BAL,2006,15,6,9,17.5,11.6,5.8,19.7,0.4,0.6655231560891938,-8.1,70,92,768.0,899.0,0.42844147375239533,69.40751874788805,0.592481252111952,74.0,-4.0,50-70%,-1.3499999999999999
BAL,2007,16,9,7,15.9,19.7,-3.8,26.0,0.5625,1.241183879093199,-6.3,69,93,756.0,868.0,0.43713072399489417,70.81517728717286,-1.8151772871728582,70.0,-1.0,,-0.7
BAL,2008,17,10,7,18.9,20.2,-1.2,15.4,0.5882352941176471,1.0654699049630412,4.8,68,93,782.0,869.0,0.4518883814532392,72.75402941397151,-4.754029413971509,69.0,-1.0,,0.48
BAL,2009,15,6,9,14.6,15.0,-0.5,19.1,0.4,1.0315284441398218,-4.1,64,98,741.0,876.0,0.4240232999547618,68.69177459267141,-4.691774592671408,68.0,-4.0,,-0.6833333333333332
BAL,2010,19,11,8,-2.6,7.4,-10.0,17.1,0.5789473684210527,0.0,-9.6,66,96,613.0,785.0,0.3887443461257688,62.97658407237454,3.0234159276254573,64.0,2.0,,-0.8727272727272727
BAL,2011,18,11,7,9.4,6.5,2.9,5.0,0.6111111111111112,0.69394261424017,1.5,69,93,708.0,860.0,0.4119491314645974,66.73575929726478,2.264240702735222,66.0,3.0,50-70%,0.13636363636363635
BAL,2012,22,9,13,2.8,16.5,-13.7,20.6,0.4090909090909091,5.906810035842295,-4.1,93,69,712.0,705.0,0.5045200265489479,81.73224430092957,11.267755699070435,69.0,24.0,,-0.4555555555555555
BAL,2013,17,11,6,19.3,26.6,-7.3,13.2,0.6470588235294118,1.3805815160955346,13.4,85,77,745.0,709.0,0.5226438767244721,84.66830802936448,0.3316919706355179,93.0,-8.0,,1.2181818181818183
BAL,2014,19,8,11,14.9,15.8,-0.9,26.7,0.42105263157894735,1.0589812332439679,-10.9,96,66,705.0,593.0,0.57849450383589,93.71610962141418,2.2838903785858236,85.0,11.0,,-1.3625
BAL,2015,18,13,5,10.7,13.7,-3.0,8.2,0.7222222222222222,1.2756052141527001,5.5,81,81,713.0,693.0,0.5130135854884983,83.10820084913672,-2.108200849136722,96.0,-15.0,,0.4230769230769231
BAL,2016,16,10,6,23.6,17.7,5.8,18.4,0.625,0.7528662420382165,-0.7,89,73,744.0,715.0,0.5181814901991046,83.94540141225495,5.054598587745048,81.0,8.0,70-85%,-0.06999999999999999
BAL,2017,15,8,7,18.1,12.5,5.6,20.4,0.5333333333333333,0.6891220320265048,-8.0,75,87,743.0,841.0,0.44355933167310124,71.8566117310424,3.143388268957594,89.0,-14.0,50-70%,-1.0
BAL,2018,19,8,11,-7.7,-0.6,-7.1,9.8,0.42105263157894735,0.0,-10.4,47,115,622.0,892.0,0.3407929302955489,55.20845470787892,-8.208454707878921,75.0,-28.0,,-1.3
BAL,2019,19,9,10,6.7,6.6,0.1,-3.8,0.47368421052631576,0.9851190476190477,10.4,54,108,729.0,981.0,0.36741451844936945,59.521151988797854,-5.521151988797854,47.0,7.0,>85% (stable),1.1555555555555557
BAL,2020,15,11,4,7.8,4.9,2.9,1.7,0.7333333333333333,0.6250000000000001,3.2,25,35,274.0,294.0,0.4678129373558784,28.068776241352705,-3.0687762413527047,54.0,-29.0,50-70%,0.29090909090909095
BAL,2021,18,7,11,5.3,13.2,-7.9,4.5,0.3888888888888889,2.5076045627376424,8.7,52,110,659.0,956.0,0.33607766175192116,54.444581203811225,-2.444581203811225,25.0,27.0,,1.2428571428571427
BAL,2022,18,7,11,6.2,12.1,-5.9,13.2,0.3888888888888889,1.9422150882825038,-1.1,83,79,674.0,688.0,0.4905954916628726,79.47646964938536,3.523530350614635,52.0,31.0,,-0.15714285714285717
BAL,2023,16,10,6,18.7,17.9,0.8,14.6,0.625,0.9562199679658302,3.3,101,61,807.0,678.0,0.5790178265076038,93.80088789423182,7.1991121057681795,83.0,18.0,>85% (stable),0.32999999999999996
BAL,2024,16,11,5,21.4,26.4,-5.0,17.1,0.6875,1.233286582515194,9.2,91,71,786.0,699.0,0.5534623655631823,89.66090322123553,1.3390967787644712,101.0,-10.0,,0.8363636363636363
BAL,2025,21,9,12,-10.2,4.1,-14.3,15.3,0.42857142857142855,0.0,-11.2,75,87,677.0,788.0,0.4309826540879281,69.81918996224435,5.1808100377556485,91.0,-16.0,,-1.2444444444444445
BOS,2001,19,12,7,13.0,10.4,2.6,26.3,0.631578947368421,0.8004604758250192,-15.9,82,79,772.0,745.0,0.5162813934862046,83.12130435127894,-1.121304351278937,85.0,-3.0,70-85%,-1.325
BOS,2002,15,8,7,30.2,24.5,5.7,12.6,0.5333333333333333,0.8107839894144889,11.9,93,69,859.0,665.0,0.6150160791018286,99.63260481449625,-6.632604814496247,82.0,11.0,70-85%,1.4875
BOS,2003,16,7,9,42.6,28.0,14.6,24.5,0.4375,0.6574313219065507,3.5,95,67,961.0,809.0,0.5781250252576027,93.65625409173164,1.3437459082683603,93.0,2.0,50-70%,0.5
BOS,2004,19,10,9,34.6,30.8,3.8,32.3,0.5263157894736842,0.8900115473441109,-1.4,98,64,949.0,768.0,0.5956236224585113,96.49102683827883,1.5089731617211726,95.0,3.0,>85% (stable),-0.13999999999999999
BOS,2005,14,10,4,34.9,31.4,3.5,32.2,0.7142857142857143,0.9001721170395869,-0.8,95,67,910.0,805.0,0.5558564482609933,90.04874461828092,4.951255381719079,98.0,-3.0,>85% (stable),-0.08
BOS,2006,18,8,10,27.8,19.8,8.1,20.0,0.4444444444444444,0.7103844771828961,-0.3,86,76,820.0,825.0,0.49721886510228835,80.54945614657072,5.450543853429281,95.0,-9.0,70-85%,-0.0375
BOS,2007,15,10,5,33.1,32.2,0.9,24.4,0.6666666666666666,0.9737318840579711,7.9,96,66,867.0,657.0,0.6242342075526301,101.12594162352609,-5.125941623526089,86.0,10.0,>85% (stable),0.79
BOS,2008,17,10,7,33.3,29.2,4.1,33.9,0.5882352941176471,0.876987698769877,-4.6,95,67,845.0,694.0,0.5891039377726042,95.43483791916188,-0.43483791916187897,96.0,-1.0,>85% (stable),-0.45999999999999996
BOS,2009,19,10,9,33.1,30.8,2.3,32.0,0.5263157894736842,0.9299939649969825,-1.2,95,67,872.0,736.0,0.5769569064869015,93.46701885087803,1.5329811491219658,95.0,0.0,>85% (stable),-0.12
BOS,2010,20,10,10,23.2,13.4,9.8,31.4,0.5,0.5793787748058671,-18.0,89,73,818.0,744.0,0.5432722219794123,88.01009996066479,0.9899000393352111,95.0,-6.0,50-70%,-1.8
BOS,2011,16,10,6,36.9,29.3,7.6,14.8,0.625,0.7935991320857066,14.4,90,72,875.0,737.0,0.5778842123733968,93.61724240449028,-3.617242404490284,89.0,1.0,70-85%,1.44
BOS,2012,19,6,13,0.8,11.2,-10.4,25.9,0.3157894736842105,13.506024096385534,-14.7,69,93,734.0,806.0,0.4572938759936842,74.08160791097684,-5.081607910976842,90.0,-21.0,,-2.4499999999999997
BOS,2013,18,7,11,26.4,21.6,4.8,10.3,0.3888888888888889,0.8191811978771797,11.3,97,65,853.0,656.0,0.6178790932877164,100.09641311261005,-3.096413112610051,69.0,28.0,70-85%,1.6142857142857143
BOS,2014,15,10,5,5.7,6.6,-0.9,15.7,0.6666666666666666,1.1543859649122807,-9.1,71,91,634.0,715.0,0.44521398069604606,72.12466487275947,-1.1246648727594675,97.0,-26.0,,-0.9099999999999999
BOS,2015,17,7,10,12.3,18.7,-6.4,6.9,0.4117647058823529,1.5211726384364819,11.7,78,84,748.0,753.0,0.4969520584593369,80.50623347041257,-2.5062334704125675,71.0,7.0,,1.6714285714285713
BOS,2016,19,12,7,30.9,34.2,-3.3,18.3,0.631578947368421,1.1078717201166182,15.9,93,69,878.0,694.0,0.6059619169407504,98.16583054440157,-5.165830544401572,78.0,15.0,,1.325
BOS,2017,19,12,7,13.0,12.5,0.4,26.9,0.631578947368421,0.9660755589822668,-14.3,93,69,785.0,668.0,0.5733063349126162,92.87562625584383,0.12437374415617342,93.0,0.0,>85% (stable),-1.1916666666666667
BOS,2018,16,12,4,33.9,24.3,9.6,16.9,0.75,0.7179108881676011,7.4,108,54,876.0,647.0,0.6351850714195734,102.89998156997089,5.10001843002911,93.0,15.0,70-85%,0.6166666666666667
BOS,2019,17,12,5,27.7,33.5,-5.8,34.5,0.7058823529411765,1.210906464427591,-1.0,84,78,901.0,828.0,0.5385783085442878,87.24968598417462,-3.2496859841746186,108.0,-24.0,,-0.08333333333333333
BOS,2020,14,7,7,6.0,5.0,1.0,29.0,0.5,0.8366666666666668,-24.0,24,36,292.0,351.0,0.41659202763316816,24.99552165799009,-0.9955216579900892,84.0,-60.0,70-85%,-3.4285714285714284
BOS,2021,17,9,8,30.3,21.9,8.4,6.0,0.5294117647058824,0.7222955145118733,15.9,92,70,829.0,749.0,0.5462946600120997,88.49973492196015,3.5002650780398454,24.0,68.0,70-85%,1.7666666666666666
BOS,2022,17,9,8,12.3,13.9,-1.6,21.9,0.5294117647058824,1.1290584415584415,-7.9,78,84,735.0,787.0,0.4687670486565465,75.94026188236053,2.059738117639469,92.0,-14.0,,-0.8777777777777778
BOS,2023,20,11,9,9.6,8.8,0.8,4.6,0.55,0.9172774869109946,4.1,78,84,772.0,776.0,0.49763567127503766,80.6169787465561,-2.6169787465561,78.0,0.0,>85% (stable),0.3727272727272727
BOS,2024,19,12,7,13.8,14.5,-0.6,8.3,0.631578947368421,1.0447976878612717,6.2,81,81,751.0,747.0,0.5024432440371462,81.3958055340177,-0.3958055340176969,78.0,3.0,,0.5166666666666667
BOS,2025,19,11,8,11.9,7.7,4.2,13.7,0.5789473684210527,0.6468120805369127,-6.0,89,73,786.0,676.0,0.5685401805463403,92.10350924850712,-3.103509248507123,81.0,8.0,50-70%,-0.5454545454545454
CHA,2001,18,12,6,18.9,19.0,-0.1,31.3,0.6666666666666666,1.007415254237288,-12.3,83,79,798.0,795.0,0.5017231590568331,81.27915176720695,1.7208482327930454,95.0,-12.0,,-1.0250000000000001
CHA,2002,14,12,2,19.3,19.4,-0.2,13.9,0.8571428571428571,1.0082944530844997,5.5,81,81,856.0,798.0,0.5320549888444388,86.19290819279908,-5.192908192799081,83.0,-2.0,,0.4583333333333333
CHA,2003,16,9,7,25.6,22.1,3.5,19.9,0.5625,0.8640093786635404,2.2,86,76,791.0,715.0,0.5460833993251867,88.46551069068025,-2.4655106906802473,81.0,5.0,>85% (stable),0.24444444444444446
CHA,2004,17,12,5,20.8,18.6,2.2,25.1,0.7058823529411765,0.8948631781084975,-6.5,83,79,865.0,831.0,0.5183373901289109,83.97065720088356,-0.970657200883565,86.0,-3.0,>85% (stable),-0.5416666666666666
CHA,2005,15,8,7,18.9,10.3,8.6,16.8,0.5333333333333333,0.5435816164817749,-6.5,99,63,741.0,645.0,0.563139403937258,91.2285834378358,7.771416562164205,83.0,16.0,50-70%,-0.8125
CHA,2006,14,8,6,34.4,26.6,7.9,19.5,0.5714285714285714,0.7711962833914053,7.1,90,72,868.0,794.0,0.5406769284753651,87.58966241300914,2.410337586990863,99.0,-9.0,70-85%,0.8875
CHA,2007,16,9,7,5.6,8.0,-2.4,29.5,0.5625,1.425,-21.6,72,90,693.0,839.0,0.4134162027553625,66.97342484636873,5.026575153631271,90.0,-18.0,,-2.4000000000000004
CHA,2008,14,7,7,26.7,12.6,14.1,10.3,0.5,0.4719521316379956,2.3,89,74,811.0,729.0,0.5486128512267021,89.42389474995244,-0.4238947499524386,72.0,17.0,30-50%,0.32857142857142857
CHA,2009,16,6,10,14.1,12.4,1.8,16.1,0.375,0.8759744861800142,-3.7,79,83,724.0,732.0,0.4949726463064703,80.1855687016482,-1.1855687016481937,89.0,-10.0,>85% (stable),-0.6166666666666667
CHA,2010,16,9,7,19.6,17.5,2.1,10.4,0.5625,0.8936061381074167,7.1,88,74,752.0,704.0,0.5301391870751112,85.88254830616802,2.117451693831981,79.0,9.0,>85% (stable),0.7888888888888889
CHA,2011,15,12,3,9.2,11.8,-2.6,18.5,0.8,1.281045751633987,-6.7,79,83,654.0,706.0,0.46505470849695324,75.33886277650643,3.6611372234935686,88.0,-9.0,,-0.5583333333333333
CHA,2012,16,10,6,18.8,22.0,-3.2,7.4,0.625,1.1687898089171975,14.6,85,77,748.0,676.0,0.5461716152379296,88.4798016685446,-3.479801668544596,79.0,6.0,,1.46
CHA,2013,17,9,8,-0.3,7.1,-7.4,13.4,0.5294117647058824,0.0,-6.3,63,99,598.0,723.0,0.4140208686910574,67.07138072795131,-4.071380727951308,85.0,-22.0,,-0.7
CHA,2014,14,9,5,7.4,0.9,6.5,0.4,0.6428571428571429,0.1236559139784946,0.5,73,89,660.0,758.0,0.43699870474710867,70.79379016903161,2.2062098309683904,63.0,10.0,<30% (rebuild),0.05555555555555555
CHA,2015,16,6,10,3.8,11.3,-7.5,13.1,0.375,2.9842105263157896,-1.8,76,86,622.0,701.0,0.44551494443981565,72.17342099925014,3.8265790007498595,73.0,3.0,,-0.3
CHA,2016,18,7,11,5.7,8.4,-2.7,8.3,0.3888888888888889,1.4787985865724382,0.0,78,84,686.0,715.0,0.4810663091130325,77.93274207631127,0.06725792368872874,76.0,2.0,,0.0
CHA,2017,15,7,8,7.7,12.9,-5.2,0.4,0.4666666666666667,1.6805736636245112,12.5,67,95,706.0,820.0,0.43194228172008814,69.97464963865428,-2.9746496386542844,78.0,-11.0,,1.7857142857142858
CHA,2018,17,11,6,5.4,10.5,-5.1,13.1,0.6470588235294118,1.955473098330241,-2.5,62,100,656.0,848.0,0.38466421643190707,62.31560306196894,-0.31560306196894317,67.0,-5.0,,-0.22727272727272727
CHA,2019,17,10,7,11.0,11.8,-0.8,6.6,0.5882352941176471,1.0746132848043677,5.2,72,89,708.0,832.0,0.4266968869950082,68.69819880619632,3.3018011938036835,62.0,10.0,,0.52
CHA,2020,14,7,7,9.9,7.6,2.3,21.1,0.5,0.7682186234817813,-13.5,35,25,306.0,246.0,0.5985444624927414,35.912667749564484,-0.9126677495644842,72.0,-37.0,70-85%,-1.9285714285714286
CHA,2021,18,10,8,17.9,18.7,-0.8,10.0,0.5555555555555556,1.04751257685858,8.8,93,69,796.0,636.0,0.601244479026995,97.40160560237318,-4.401605602373181,35.0,58.0,,0.8800000000000001
CHA,2022,17,12,5,8.8,7.3,1.5,17.4,0.7058823529411765,0.82559456398641,-10.1,81,81,686.0,717.0,0.4797903340722128,77.72603411969847,3.2739658803015317,93.0,-12.0,70-85%,-0.8416666666666667
CHA,2023,18,9,9,-4.5,6.1,-10.5,6.8,0.5,0.0,-0.7,61,101,641.0,841.0,0.3782556203757856,61.27741050087727,-0.2774105008772665,81.0,-20.0,,-0.07777777777777778
