playerID,name,peak_war,peak_age,career_war,avg_war,first_age,last_age,career_length,early_war,late_war,prime_war,trajectory_slope,n_seasons,cluster,career_type
alberha01,Hanser Alberto,2.6,27.0,1.15,0.22999999999999998,23.0,30.0,8.0,0.61,0.03333333333333336,0.6749999999999999,-0.49166666666666664,5,0,BENCH/PLATOON
alberma01,Matt Albers,1.43,34.0,5.18,0.43166666666666664,24.0,36.0,13.0,0.10000000000000002,0.41333333333333333,0.7266666666666667,0.09666666666666668,12,6,JOURNEYMAN
albieoz01,Ozzie Albies,6.22,22.0,25.01,2.778888888888889,20.0,28.0,9.0,3.65,2.8499999999999996,2.0549999999999997,-0.09199999999999964,9,5,BENCH/PLATOON
albural01,Al Alburquerque,1.21,25.0,3.91,0.9775,25.0,29.0,5.0,0.9366666666666666,0.9,0.9775,0.355,4,0,BENCH/PLATOON
alburvi01,Vic Albury,0.52,29.0,-2.23,-0.7433333333333333,27.0,29.0,3.0,-0.7433333333333333,-0.7433333333333333,-0.7433333333333333,0.0,3,2,BENCH/PLATOON
alcaljo01,Jorge Alcala,0.99,26.0,1.26,0.42,26.0,30.0,5.0,0.42,0.42,0.42,0.0,3,0,BENCH/PLATOON
alcansa01,Sandy Alcantara,7.1,27.0,19.0,2.7142857142857144,23.0,30.0,8.0,0.62,4.1,3.5780000000000003,3.665,7,5,BENCH/PLATOON
aldremi01,Mike Aldrete,2.74,26.0,-1.71,-0.17099999999999999,25.0,35.0,11.0,0.7466666666666667,-0.7866666666666666,0.06833333333333337,-0.65,10,0,BENCH/PLATOON
aldresc01,Scott Aldred,0.86,31.0,-2.57,-0.4283333333333333,23.0,31.0,9.0,-0.75,-0.10666666666666665,-0.22249999999999995,0.6433333333333333,6,2,BENCH/PLATOON
aldrivi01,Vic Aldridge,2.83,29.0,11.85,1.6928571428571428,29.0,35.0,7.0,2.17,1.2866666666666668,2.17,-0.835,7,4,BENCH/PLATOON
alexabu01,Buck Alexander,0.92,31.0,1.58,0.395,29.0,32.0,4.0,0.41,0.66,0.41,0.48000000000000004,4,4,BENCH/PLATOON
alexach01,Chuffie Alexander,-0.54,26.0,-2.29,-0.7633333333333333,25.0,30.0,6.0,-0.7633333333333333,-0.7633333333333333,-0.7633333333333333,0.0,3,2,BENCH/PLATOON
alexada01,Dale Alexander,5.82,26.0,16.28,3.2560000000000002,26.0,30.0,5.0,4.236666666666667,2.1833333333333336,3.2560000000000002,-2.6816666666666666,5,3,EARLY FLAMEOUT
alexado01,Doyle Alexander,4.27,34.0,31.81,1.6742105263157894,21.0,39.0,19.0,1.1866666666666668,1.8333333333333333,1.4642857142857142,1.0276666666666665,19,6,JOURNEYMAN
alexaga01,Gary Alexander,1.5,26.0,0.09000000000000008,0.02250000000000002,24.0,27.0,4.0,0.6866666666666666,-0.046666666666666634,-0.046666666666666634,-0.515,4,0,BENCH/PLATOON
alexama02,Manny Alexander,0.14,28.0,-0.48,-0.096,24.0,29.0,6.0,-0.08333333333333333,-0.16,-0.0875,-0.16,5,2,BENCH/PLATOON
alexape01,Pete Alexander,8.57,33.0,36.949999999999996,3.6949999999999994,33.0,42.0,10.0,5.683333333333334,2.53,0.0,-2.0460000000000003,10,3,EARLY FLAMEOUT
alexasc01,Scott Alexander,1.73,28.0,5.0200000000000005,1.2550000000000001,28.0,35.0,8.0,1.4933333333333334,1.0966666666666667,1.62,-0.7300000000000001,4,4,BENCH/PLATOON
alexaty01,Tyler Alexander,1.98,31.0,4.27,0.61,25.0,31.0,7.0,0.5399999999999999,0.8333333333333334,0.61,0.12250000000000005,7,4,BENCH/PLATOON
alfarjo01,Jorge Alfaro,2.21,26.0,4.28,0.7133333333333334,24.0,29.0,6.0,1.2,0.22666666666666668,0.9739999999999999,-0.9733333333333333,6,0,BENCH/PLATOON
alfonan01,Antonio Alfonseca,1.42,27.0,7.0,0.875,26.0,35.0,10.0,0.8399999999999999,0.7399999999999999,0.9166666666666665,-0.029999999999999916,8,0,BENCH/PLATOON
alfonan02,Ángel Alfonso,0.79,28.0,-0.35,-0.05833333333333333,23.0,29.0,7.0,-0.31666666666666665,0.20000000000000004,-0.10250000000000001,0.5166666666666667,6,2,BENCH/PLATOON
alfoned01,Edgardo Alfonzo,7.67,27.0,35.53999999999999,3.23090909090909,22.0,32.0,11.0,1.8766666666666667,1.72,4.215714285714285,0.07866666666666644,11,5,BENCH/PLATOON
alicelu01,Luis Alicea,2.96,35.0,12.280000000000003,1.0233333333333337,23.0,37.0,15.0,0.09666666666666668,1.1133333333333333,1.432,0.16333333333333322,12,6,JOURNEYMAN
allanan01,Andy Allanson,0.85,27.0,-1.27,-0.254,25.0,30.0,6.0,-0.1466666666666667,0.006666666666666672,-0.254,0.6516666666666667,5,2,BENCH/PLATOON
allarko01,Kolby Allard,1.27,28.0,1.38,0.345,22.0,28.0,7.0,0.03666666666666666,0.33,1.27,0.23999999999999996,4,0,BENCH/PLATOON
allenbe01,Bernie Allen,2.78,23.0,1.9299999999999995,0.17545454545454542,23.0,34.0,12.0,0.7199999999999999,-0.32,-0.023333333333333355,0.3106666666666668,11,0,BENCH/PLATOON
allenbo04,Bob Allen,1.11,29.0,1.9000000000000001,0.38,24.0,30.0,7.0,-0.04,0.8366666666666668,0.41250000000000003,1.1416666666666668,5,0,BENCH/PLATOON
allenco01,Cody Allen,4.03,27.0,13.78,2.2966666666666664,25.0,30.0,6.0,2.966666666666667,1.6266666666666667,2.2966666666666664,-1.34,6,3,EARLY FLAMEOUT
allendi01,Dick Allen,8.58,24.0,59.4,4.242857142857143,22.0,35.0,14.0,7.81,-0.24,4.647142857142858,-3.4628571428571417,14,1,ALL-STAR CALIBER
allenet01,Ethan Allen,3.84,31.0,16.3,1.481818181818182,23.0,33.0,11.0,2.033333333333333,2.15,1.4357142857142857,-0.27900000000000014,11,5,BENCH/PLATOON
allenga01,Gary Allenson,0.3,26.0,0.51,0.1275,24.0,28.0,5.0,0.16333333333333333,0.19666666666666668,0.19666666666666668,0.03500000000000003,4,2,BENCH/PLATOON
allengr01,Greg Allen,0.29,25.0,-2.24,-0.7466666666666667,25.0,29.0,5.0,-0.7466666666666667,-0.7466666666666667,-0.7466666666666667,0.0,3,2,BENCH/PLATOON
allenha02,Hank Allen,-0.84,27.0,-4.45,-1.1125,27.0,30.0,4.0,-0.9933333333333333,-1.2033333333333334,-1.1125,-0.135,4,2,BENCH/PLATOON
allenje01,Jermaine Allensworth,2.12,26.0,3.0700000000000003,1.0233333333333334,24.0,26.0,3.0,1.0233333333333334,1.0233333333333334,1.52,0.0,3,0,BENCH/PLATOON
allenjo02,Johnny Allen,3.84,32.0,19.75,1.5192307692307692,28.0,40.0,13.0,1.36,0.40666666666666673,1.5225,-0.8866666666666669,13,6,JOURNEYMAN
allenll01,Lloyd Allen,1.97,21.0,0.25,0.08333333333333333,21.0,23.0,3.0,0.08333333333333333,0.08333333333333333,0.0,0.0,3,0,BENCH/PLATOON
allenlo02,Logan Allen,1.7,25.0,2.34,0.7799999999999999,25.0,27.0,3.0,0.7799999999999999,0.7799999999999999,0.7799999999999999,0.0,3,0,BENCH/PLATOON
allenne01,Neil Allen,1.9,22.0,11.12,1.1119999999999999,21.0,30.0,10.0,1.5999999999999999,0.6966666666666667,0.8766666666666666,-0.6679999999999999,10,0,BENCH/PLATOON
allenne02,Newt Allen,2.15,26.0,2.0699999999999994,0.11499999999999996,22.0,43.0,22.0,0.23666666666666666,-1.1466666666666667,1.0571428571428572,-1.5544444444444445,18,6,JOURNEYMAN
allenni02,Nick Allen,-0.6,24.0,-3.3899999999999997,-0.8474999999999999,24.0,27.0,4.0,-0.8933333333333332,-0.93,-0.93,-0.45499999999999996,4,2,BENCH/PLATOON
allento02,Toussaint Allen,-0.8,25.0,-4.76,-1.19,25.0,29.0,5.0,-1.1066666666666667,-1.32,-1.19,-0.7199999999999998,4,2,BENCH/PLATOON
alleyge01,Gene Alley,5.01,26.0,11.07,1.107,24.0,33.0,10.0,2.013333333333333,-0.22666666666666666,1.7099999999999997,-2.294,10,3,EARLY FLAMEOUT
allisbo01,Bob Allison,6.64,30.0,36.29,3.299090909090909,25.0,35.0,11.0,3.4199999999999995,1.7733333333333332,4.441428571428571,-1.9376666666666664,11,1,ALL-STAR CALIBER
almadme01,Mel Almada,3.83,25.0,8.73,1.746,22.0,26.0,5.0,1.8833333333333335,2.04,1.54,0.7350000000000001,5,5,BENCH/PLATOON
almanar01,Armando Almanza,0.31,30.0,-0.8200000000000001,-0.20500000000000002,28.0,31.0,4.0,-0.20000000000000004,-0.08666666666666667,-0.20500000000000002,0.5,4,4,BENCH/PLATOON
almanca01,Carlos Almanzar,0.86,31.0,0.89,0.2966666666666667,26.0,31.0,6.0,0.2966666666666667,0.2966666666666667,0.2966666666666667,0.0,3,4,BENCH/PLATOON
almonab01,Abraham Almonte,-0.21,26.0,-5.319999999999999,-0.8866666666666666,25.0,32.0,8.0,-0.7599999999999999,-1.0133333333333334,-0.9239999999999998,-0.2533333333333335,6,2,BENCH/PLATOON
almonbi01,Bill Almon,2.37,29.0,2.2,0.22000000000000003,25.0,34.0,10.0,0.17999999999999997,-0.47,0.5157142857142858,-0.24,10,2,BENCH/PLATOON
almonye01,Yency Almonte,0.74,28.0,0.06999999999999995,0.017499999999999988,25.0,29.0,5.0,-0.0666666666666667,0.11666666666666665,0.017499999999999988,0.9750000000000001,4,2,BENCH/PLATOON
almoral01,Albert Almora,1.88,23.0,1.6399999999999997,0.32799999999999996,22.0,28.0,7.0,0.9633333333333333,0.18000000000000002,-0.625,-0.3699999999999999,5,0,BENCH/PLATOON
alomalu01,Luis Aloma,0.53,28.0,-0.07999999999999996,-0.01999999999999999,27.0,30.0,4.0,0.17333333333333334,-0.016666666666666646,-0.01999999999999999,-0.54,4,2,BENCH/PLATOON
alomaro01,Roberto Alomar,9.1,33.0,81.91000000000001,4.818235294117648,20.0,36.0,17.0,2.856666666666667,0.9266666666666667,5.96142857142857,0.09347222222222307,17,1,ALL-STAR CALIBER
alomasa01,Sandy Alomar,1.29,28.0,-2.5500000000000003,-0.255,22.0,33.0,12.0,-0.5433333333333333,-0.45333333333333337,-0.09000000000000004,-0.6700000000000002,10,2,BENCH/PLATOON
alomasa02,Sandy Alomar,4.64,31.0,11.079999999999998,0.6517647058823528,24.0,40.0,17.0,0.8266666666666665,-0.8400000000000002,1.2014285714285715,-1.6305555555555553,17,6,JOURNEYMAN
alonspe01,Pete Alonso,6.11,25.0,26.380000000000003,3.768571428571429,25.0,31.0,7.0,3.6733333333333333,3.686666666666667,3.768571428571429,0.16666666666666652,7,5,BENCH/PLATOON
alonsro01,Rogelio Alonso,0.26,21.0,-2.01,-0.5025,21.0,24.0,4.0,-0.5066666666666667,-0.7566666666666667,0.0,-0.275,4,2,BENCH/PLATOON
alonsyo01,Yonder Alonso,3.34,30.0,4.24,0.53,25.0,32.0,8.0,0.1266666666666667,1.15,0.7757142857142857,0.7849999999999999,8,6,JOURNEYMAN
aloufe01,Felipe Alou,6.23,31.0,26.77,1.673125,23.0,38.0,16.0,-0.13,-0.4466666666666667,2.9042857142857144,-0.1112500000000003,16,6,JOURNEYMAN
alouje01,Jesus Alou,0.73,23.0,-14.139999999999999,-1.0876923076923075,22.0,36.0,15.0,-0.7833333333333332,-1.3733333333333333,-1.0957142857142859,0.1590476190476191,13,2,BENCH/PLATOON
alouma01,Matty Alou,5.73,31.0,23.749999999999996,1.9791666666666663,23.0,35.0,13.0,-0.3833333333333333,1.7733333333333332,2.7266666666666666,1.8616666666666664,12,5,BENCH/PLATOON
aloumo01,Moises Alou,6.86,32.0,50.98,3.3986666666666663,26.0,41.0,16.0,2.8066666666666666,2.78,2.5766666666666667,0.3939285714285714,15,5,BENCH/PLATOON
altheaa01,Aaron Altherr,1.85,26.0,-1.3599999999999999,-0.33999999999999997,24.0,27.0,4.0,-0.06333333333333331,-0.26333333333333325,-0.26333333333333325,1.36,4,2,BENCH/PLATOON
altmage01,George Altman,5.14,28.0,11.23,1.40375,26.0,33.0,8.0,2.746666666666666,-1.2633333333333334,2.2399999999999998,-3.8674999999999997,8,3,EARLY FLAMEOUT
altuvjo01,Jose Altuve,8.15,27.0,65.82,4.388,21.0,35.0,15.0,1.39,3.643333333333333,5.225714285714285,-0.5983928571428567,15,1,ALL-STAR CALIBER
alusige01,George Alusik,0.24,28.0,0.04999999999999999,0.016666666666666663,27.0,29.0,3.0,0.016666666666666663,0.016666666666666663,0.016666666666666663,0.0,3,2,BENCH/PLATOON
alvarfr01,Francisco Alvarez,1.89,22.0,4.62,1.54,22.0,24.0,3.0,1.54,1.54,0.0,0.0,3,0,BENCH/PLATOON
alvarhe01,Henderson Alvarez,4.61,24.0,8.02,2.005,21.0,24.0,4.0,1.1366666666666667,2.4166666666666665,0.0,3.2100000000000004,4,5,BENCH/PLATOON
alvarjo02,Jose Alvarez,1.89,32.0,8.120000000000001,1.1600000000000001,24.0,32.0,9.0,0.8866666666666667,1.5333333333333332,1.3219999999999998,0.4783333333333333,7,6,JOURNEYMAN
alvarjo03,Jose Alvarado,2.61,23.0,6.539999999999999,1.0899999999999999,23.0,29.0,7.0,0.5666666666666665,1.6133333333333333,1.0499999999999998,1.0466666666666669,6,0,BENCH/PLATOON
alvarlu01,Luis Alvarado,-1.02,22.0,-6.529999999999999,-1.3059999999999998,21.0,25.0,5.0,-1.3633333333333333,-1.2966666666666666,-1.27,0.023333333333333428,5,2,BENCH/PLATOON
alvarpe01,Pedro Alvarez,3.21,25.0,8.68,1.085,23.0,31.0,9.0,1.1466666666666667,0.2766666666666666,1.4083333333333332,-1.1500000000000001,8,0,BENCH/PLATOON
alvarra01,Raúl Álvarez,0.87,23.0,0.8799999999999999,0.2933333333333333,22.0,25.0,4.0,0.2933333333333333,0.2933333333333333,-0.06,0.0,3,0,BENCH/PLATOON
alvarwi01,Wilson Alvarez,3.28,27.0,12.0,1.0,21.0,34.0,14.0,-0.19666666666666668,1.3366666666666667,1.332,0.6033333333333335,12,6,JOURNEYMAN
alvaryo01,Yordan Alvarez,6.06,25.0,22.13,3.688333333333333,22.0,28.0,7.0,4.276666666666666,3.1,3.84,-1.1766666666666663,6,5,BENCH/PLATOON
alvisma01,Max Alvis,4.13,25.0,7.760000000000001,0.9700000000000001,25.0,32.0,8.0,2.6133333333333333,-1.2633333333333334,1.337142857142857,-2.625,8,3,EARLY FLAMEOUT
alyeabr01,Brant Alyea,1.11,30.0,-1.7399999999999998,-0.43499999999999994,28.0,31.0,4.0,0.05333333333333338,-0.36666666666666664,-0.43499999999999994,0.08000000000000007,4,4,BENCH/PLATOON
amalfjo01,Joey Amalfitano,0.61,30.0,-1.3900000000000001,-0.2316666666666667,26.0,31.0,6.0,0.14666666666666664,-0.61,-0.2316666666666667,-0.7566666666666666,6,2,BENCH/PLATOON
amarari01,Rich Amaral,1.38,34.0,-0.060000000000000275,-0.007500000000000034,30.0,37.0,8.0,0.12666666666666668,-0.7733333333333334,-0.125,-0.45500000000000007,8,4,BENCH/PLATOON
amarial01,Alexi Amarista,0.61,25.0,-1.2799999999999998,-0.2133333333333333,23.0,28.0,6.0,0.4366666666666667,-0.8633333333333333,-0.495,-1.3,6,2,BENCH/PLATOON
amaroru01,Ruben Amaro,2.29,25.0,1.2900000000000003,0.18428571428571433,24.0,31.0,8.0,0.43333333333333335,0.12333333333333336,0.33666666666666667,-0.43583333333333335,7,0,BENCH/PLATOON
