"last_name, first_name",player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff
"Verdugo, Alex",657077,2021,604,453,0.289,0.28,0.0089999999999999,0.426,0.449,-0.023,0.334,0.342,-0.008
"Bogaerts, Xander",593428,2021,603,423,0.295,0.274,0.0209999999999999,0.493,0.47,0.023,0.368,0.358,0.01
"Soler, Jorge",624585,2021,602,379,0.223,0.246,-0.0229999999999999,0.432,0.499,-0.067,0.323,0.359,-0.0359999999999999
"Escobar, Eduardo",500871,2021,599,426,0.253,0.246,0.007,0.472,0.46,0.0119999999999999,0.334,0.329,0.005
"Harper, Bryce",547180,2021,599,360,0.309,0.295,0.014,0.615,0.622,-0.007,0.431,0.431,0.0
"Alvarez, Yordan",670541,2021,598,395,0.277,0.27,0.007,0.531,0.573,-0.0419999999999999,0.369,0.385,-0.016
"McMahon, Ryan",641857,2021,596,386,0.254,0.239,0.015,0.449,0.434,0.015,0.334,0.326,0.008
"Story, Trevor",596115,2021,595,392,0.251,0.239,0.012,0.471,0.454,0.0169999999999999,0.341,0.335,0.006
"Hernández, Teoscar",606192,2021,595,404,0.296,0.275,0.0209999999999999,0.524,0.535,-0.011,0.369,0.366,0.003
"Muncy, Max",571970,2021,592,378,0.249,0.266,-0.017,0.527,0.584,-0.0569999999999999,0.379,0.406,-0.027
"Meadows, Austin",640457,2021,591,404,0.234,0.234,0.0,0.458,0.427,0.031,0.327,0.325,0.002
"Rosario, Amed",642708,2021,588,434,0.282,0.266,0.0159999999999999,0.409,0.375,0.0339999999999999,0.315,0.303,0.012
"Mountcastle, Ryan",663624,2021,586,380,0.255,0.241,0.014,0.487,0.457,0.0299999999999999,0.335,0.325,0.01
"Bryant, Kris",592178,2021,586,380,0.265,0.255,0.01,0.481,0.456,0.0249999999999999,0.356,0.347,0.009
"Castellanos, Nick",592206,2021,585,416,0.309,0.287,0.022,0.576,0.545,0.0309999999999999,0.391,0.375,0.016
"Walsh, Jared",665120,2021,585,381,0.277,0.25,0.027,0.509,0.438,0.071,0.357,0.326,0.0309999999999999
"Hernández, Enrique",571771,2021,585,405,0.25,0.249,0.001,0.449,0.462,-0.013,0.338,0.348,-0.0099999999999999
"Cruz, Nelson",443558,2021,584,396,0.265,0.259,0.006,0.497,0.525,-0.028,0.346,0.367,-0.021
"Taylor, Chris",621035,2021,582,344,0.254,0.233,0.0209999999999999,0.438,0.428,0.01,0.338,0.329,0.009
"Blackmon, Charlie",453568,2021,582,426,0.27,0.285,-0.0149999999999999,0.411,0.455,-0.044,0.333,0.358,-0.0249999999999999
"Stanton, Giancarlo",519317,2021,579,356,0.273,0.254,0.019,0.516,0.502,0.014,0.37,0.361,0.009
"Rizzo, Anthony",519203,2021,576,414,0.248,0.257,-0.009,0.44,0.44,0.0,0.339,0.348,-0.0089999999999999
"McCutchen, Andrew",457705,2021,574,357,0.222,0.231,-0.009,0.444,0.429,0.015,0.335,0.34,-0.005
"Suárez, Eugenio",553993,2021,574,339,0.198,0.21,-0.0119999999999999,0.428,0.453,-0.025,0.306,0.323,-0.017
"Renfroe, Hunter",592669,2021,572,397,0.259,0.253,0.006,0.501,0.508,-0.007,0.344,0.352,-0.008
"Urías, Luis",649966,2021,570,378,0.249,0.233,0.0159999999999999,0.445,0.423,0.022,0.34,0.33,0.01
"Bell, Josh",605137,2021,568,400,0.261,0.267,-0.006,0.476,0.485,-0.009,0.352,0.362,-0.01
"Segura, Jean",516416,2021,567,441,0.29,0.262,0.0279999999999999,0.436,0.402,0.0339999999999999,0.338,0.321,0.017
"Tucker, Kyle",663656,2021,567,421,0.294,0.296,-0.002,0.557,0.577,-0.0199999999999999,0.383,0.394,-0.011
"Lopez, Nicky",670032,2021,565,438,0.3,0.238,0.062,0.378,0.311,0.067,0.329,0.286,0.043
"Hosmer, Eric",543333,2021,565,413,0.269,0.264,0.005,0.395,0.408,-0.0129999999999999,0.319,0.327,-0.008
"Pham, Tommy",502054,2021,561,351,0.229,0.247,-0.0179999999999999,0.383,0.444,-0.061,0.318,0.349,-0.0309999999999999
"Harrison, Josh",543281,2021,558,433,0.279,0.273,0.006,0.4,0.427,-0.0269999999999999,0.325,0.334,-0.009
"Adames, Willy",642715,2021,555,342,0.262,0.232,0.03,0.481,0.44,0.0409999999999999,0.349,0.324,0.0249999999999999
"Duvall, Adam",594807,2021,555,342,0.228,0.224,0.004,0.491,0.5,-0.009,0.324,0.329,-0.005
"Newman, Kevin",621028,2021,554,485,0.226,0.254,-0.0279999999999999,0.309,0.338,-0.029,0.249,0.278,-0.029
"Anderson, Tim",641313,2021,551,409,0.309,0.272,0.0369999999999999,0.469,0.443,0.0259999999999999,0.345,0.322,0.0229999999999999
"Betts, Mookie",605141,2021,550,385,0.264,0.258,0.006,0.487,0.449,0.0379999999999999,0.365,0.357,0.008
"Rojas, Josh",668942,2021,550,351,0.264,0.228,0.036,0.411,0.352,0.059,0.327,0.295,0.032
"Crawford, Brandon",543063,2021,549,383,0.298,0.25,0.0479999999999999,0.522,0.494,0.028,0.377,0.353,0.024
"Cron, C.J.",543068,2021,547,357,0.281,0.258,0.023,0.53,0.491,0.039,0.383,0.366,0.017
"Báez, Javier",595879,2021,547,321,0.265,0.231,0.034,0.494,0.447,0.0469999999999999,0.344,0.318,0.0259999999999999
"Tatis Jr., Fernando",665487,2021,546,329,0.282,0.274,0.0079999999999999,0.611,0.62,-0.009,0.403,0.407,-0.0039999999999999
"Grichuk, Randal",545341,2021,545,401,0.241,0.23,0.0109999999999999,0.423,0.406,0.0169999999999999,0.3,0.297,0.003
"Smith, Pavin",656976,2021,545,393,0.267,0.251,0.016,0.404,0.404,0.0,0.318,0.315,0.003
"Dozier, Hunter",641531,2021,543,339,0.216,0.219,-0.003,0.394,0.39,0.004,0.293,0.298,-0.005
"Donaldson, Josh",518626,2021,543,351,0.247,0.26,-0.013,0.475,0.547,-0.072,0.353,0.386,-0.033
"Gurriel Jr., Lourdes",666971,2021,541,405,0.276,0.267,0.009,0.466,0.469,-0.0029999999999999,0.333,0.339,-0.006
"Díaz, Yandy",650490,2021,541,384,0.256,0.251,0.005,0.387,0.401,-0.014,0.325,0.333,-0.008
"Andrus, Elvis",462101,2021,541,423,0.243,0.272,-0.029,0.32,0.382,-0.062,0.27,0.311,-0.0409999999999999
"Rojas, Miguel",500743,2021,539,423,0.265,0.24,0.025,0.392,0.341,0.0509999999999999,0.311,0.286,0.025
"Peralta, David",444482,2021,538,397,0.259,0.239,0.02,0.402,0.346,0.056,0.314,0.294,0.02
"Benintendi, Andrew",643217,2021,538,403,0.276,0.256,0.02,0.442,0.46,-0.018,0.328,0.331,-0.003
"O'Neill, Tyler",641933,2021,537,318,0.286,0.271,0.0149999999999999,0.56,0.577,-0.0169999999999999,0.384,0.387,-0.003
"Realmuto, J.T.",592663,2021,537,349,0.263,0.248,0.015,0.439,0.421,0.018,0.336,0.329,0.007
"Happ, Ian",664023,2021,535,312,0.226,0.217,0.009,0.434,0.404,0.0299999999999999,0.328,0.319,0.009
"Tapia, Raimel",606132,2021,533,422,0.273,0.24,0.033,0.372,0.312,0.06,0.305,0.276,0.0289999999999999
"Votto, Joey",458015,2021,533,325,0.266,0.268,-0.002,0.563,0.593,-0.03,0.391,0.404,-0.013
"Yastrzemski, Mike",573262,2021,532,341,0.224,0.216,0.008,0.457,0.432,0.025,0.326,0.316,0.01
"Sanó, Miguel",593934,2021,532,288,0.223,0.212,0.011,0.466,0.446,0.02,0.332,0.323,0.009
"Farmer, Kyle",571657,2021,529,392,0.263,0.248,0.015,0.416,0.387,0.0289999999999999,0.316,0.302,0.014
"Hays, Austin",669720,2021,529,385,0.256,0.241,0.015,0.461,0.435,0.026,0.328,0.316,0.012
"Taylor, Michael A.",572191,2021,528,346,0.244,0.243,0.001,0.356,0.391,-0.035,0.286,0.3,-0.014
"Grisham, Trent",663757,2021,527,348,0.242,0.232,0.0099999999999999,0.413,0.365,0.0479999999999999,0.32,0.305,0.015
"Marte, Starling",516782,2021,526,371,0.31,0.273,0.0369999999999999,0.458,0.44,0.018,0.364,0.348,0.016
"Cabrera, Miguel",408234,2021,526,363,0.256,0.228,0.0279999999999999,0.386,0.419,-0.0329999999999999,0.305,0.313,-0.008
"Lindor, Francisco",596019,2021,524,365,0.23,0.249,-0.0189999999999999,0.412,0.456,-0.044,0.317,0.344,-0.0269999999999999
"Torres, Gleyber",650402,2021,516,361,0.259,0.259,0.0,0.366,0.425,-0.059,0.307,0.33,-0.023
"García, Avisaíl",541645,2021,515,345,0.262,0.272,-0.01,0.49,0.515,-0.025,0.346,0.364,-0.018
"Lowrie, Jed",476704,2021,512,353,0.245,0.253,-0.008,0.398,0.472,-0.0739999999999999,0.311,0.344,-0.0329999999999999
"Iglesias, Jose",578428,2021,511,409,0.271,0.268,0.003,0.391,0.369,0.022,0.304,0.299,0.005
"Solak, Nick",669256,2021,511,355,0.242,0.234,0.0079999999999999,0.362,0.364,-0.002,0.299,0.3,-0.001
"Aguilar, Jesús",542583,2021,510,363,0.261,0.255,0.006,0.459,0.456,0.003,0.334,0.333,0.001
"Brantley, Michael",488726,2021,508,417,0.311,0.305,0.006,0.437,0.469,-0.0319999999999999,0.347,0.361,-0.014
"Chisholm Jr., Jazz",665862,2021,507,324,0.248,0.234,0.0139999999999999,0.425,0.414,0.011,0.312,0.307,0.005
"Villar, Jonathan",542340,2021,505,324,0.249,0.232,0.0169999999999999,0.416,0.389,0.0269999999999999,0.32,0.307,0.013
"Wendle, Joey",621563,2021,501,350,0.265,0.235,0.03,0.422,0.358,0.064,0.317,0.287,0.03
"Smith, Will",669257,2021,501,324,0.258,0.242,0.016,0.495,0.474,0.021,0.364,0.363,0.001
"Myers, Wil",571976,2021,500,305,0.256,0.215,0.041,0.434,0.374,0.06,0.33,0.297,0.033
"Vázquez, Christian",543877,2021,498,379,0.258,0.228,0.03,0.352,0.336,0.0159999999999999,0.289,0.273,0.0159999999999999
"Hampson, Garrett",641658,2021,494,340,0.234,0.233,0.001,0.38,0.38,0.0,0.288,0.293,-0.005
"Smith, Dominic",642086,2021,493,340,0.244,0.258,-0.014,0.363,0.424,-0.061,0.291,0.325,-0.034
"Herrera, Odúbel",546318,2021,492,379,0.26,0.249,0.011,0.416,0.384,0.0319999999999999,0.312,0.305,0.007
"Wong, Kolten",543939,2021,492,365,0.272,0.248,0.024,0.447,0.391,0.0559999999999999,0.337,0.31,0.027
"Kepler, Max",596146,2021,490,334,0.211,0.248,-0.037,0.413,0.453,-0.04,0.309,0.345,-0.0359999999999999
"Winker, Jesse",608385,2021,485,348,0.305,0.288,0.017,0.556,0.525,0.031,0.403,0.388,0.015
"Contreras, Willson",575929,2021,483,279,0.237,0.235,0.002,0.438,0.45,-0.012,0.337,0.346,-0.0089999999999999
"Pederson, Joc",592626,2021,481,317,0.238,0.236,0.002,0.422,0.439,-0.017,0.315,0.33,-0.015
"Conforto, Michael",624424,2021,479,304,0.232,0.248,-0.0159999999999999,0.384,0.438,-0.0539999999999999,0.322,0.349,-0.0269999999999999
"Arraez, Luis",650333,2021,479,386,0.294,0.293,0.001,0.376,0.419,-0.0429999999999999,0.321,0.34,-0.019
"Yelich, Christian",592885,2021,475,289,0.248,0.24,0.008,0.373,0.389,-0.016,0.325,0.331,-0.006
"García, Leury",544725,2021,474,332,0.267,0.237,0.03,0.376,0.34,0.0359999999999999,0.312,0.292,0.02
"Molina, Yadier",425877,2021,473,364,0.252,0.252,0.0,0.37,0.413,-0.0429999999999999,0.29,0.308,-0.018
"Ahmed, Nick",605113,2021,473,333,0.221,0.207,0.014,0.339,0.298,0.041,0.269,0.253,0.016
"Schwarber, Kyle",656941,2021,471,274,0.266,0.261,0.005,0.554,0.568,-0.0139999999999999,0.392,0.399,-0.007
"Vaughn, Andrew",683734,2021,469,321,0.235,0.238,-0.003,0.396,0.44,-0.0439999999999999,0.306,0.333,-0.027
"Reyes, Franmil",614177,2021,466,272,0.254,0.241,0.013,0.522,0.517,0.005,0.354,0.354,0.0
"Margot, Manuel",622534,2021,464,356,0.254,0.264,-0.01,0.382,0.398,-0.016,0.301,0.316,-0.015
"Baddoo, Akil",668731,2021,461,294,0.259,0.224,0.035,0.436,0.408,0.028,0.329,0.31,0.019
"Gardner, Brett",458731,2021,461,298,0.222,0.217,0.005,0.362,0.326,0.0359999999999999,0.305,0.297,0.008
"Posey, Buster",457763,2021,454,310,0.304,0.274,0.0299999999999999,0.499,0.466,0.0329999999999999,0.379,0.358,0.021
"Naquin, Tyler",571980,2021,454,308,0.27,0.259,0.011,0.477,0.464,0.0129999999999999,0.345,0.34,0.0049999999999999
"Dalbec, Bobby",666915,2021,453,262,0.24,0.231,0.0089999999999999,0.494,0.528,-0.034,0.334,0.344,-0.0099999999999999
"Simmons, Andrelton",592743,2021,451,354,0.223,0.231,-0.008,0.274,0.285,-0.0109999999999999,0.252,0.263,-0.011
"Castro, Willi",650489,2021,450,310,0.22,0.236,-0.0159999999999999,0.351,0.358,-0.007,0.271,0.285,-0.0139999999999999
"Murphy, Sean",669221,2021,448,282,0.216,0.236,-0.0199999999999999,0.405,0.448,-0.0429999999999999,0.309,0.338,-0.029
"Walker, Christian",572233,2021,445,297,0.244,0.246,-0.002,0.382,0.396,-0.014,0.304,0.314,-0.01
"Narváez, Omar",553882,2021,445,313,0.266,0.233,0.033,0.402,0.373,0.029,0.322,0.304,0.018
"Hoskins, Rhys",656555,2021,443,283,0.247,0.242,0.005,0.53,0.569,-0.0389999999999999,0.364,0.377,-0.013
"Urshela, Gio",570482,2021,442,312,0.267,0.246,0.021,0.419,0.414,0.005,0.309,0.301,0.008
"Sánchez, Gary",596142,2021,440,262,0.204,0.222,-0.018,0.423,0.453,-0.03,0.314,0.334,-0.02
"Santander, Anthony",623993,2021,438,310,0.241,0.265,-0.024,0.433,0.45,-0.017,0.307,0.329,-0.022
"Flores, Wilmer",527038,2021,436,336,0.262,0.236,0.026,0.447,0.409,0.038,0.337,0.315,0.022
"Bradley Jr., Jackie",598265,2021,428,258,0.163,0.19,-0.0269999999999999,0.261,0.291,-0.0299999999999999,0.224,0.252,-0.0279999999999999
"Stallings, Jacob",607732,2021,427,291,0.246,0.241,0.005,0.369,0.37,-0.001,0.312,0.313,-0.001
"Maldonado, Martín",455117,2021,426,247,0.172,0.181,-0.009,0.3,0.317,-0.017,0.258,0.269,-0.011
"McNeil, Jeff",643446,2021,426,329,0.251,0.254,-0.003,0.36,0.391,-0.031,0.301,0.316,-0.015
"Pollock, AJ",572041,2021,422,306,0.297,0.274,0.0229999999999999,0.536,0.497,0.039,0.375,0.356,0.019
"Severino, Pedro",600474,2021,419,275,0.248,0.244,0.004,0.383,0.404,-0.021,0.299,0.311,-0.012
"Bohm, Alec",664761,2021,417,273,0.247,0.256,-0.009,0.342,0.395,-0.0529999999999999,0.285,0.312,-0.027
"Rodgers, Brendan",663898,2021,415,305,0.284,0.249,0.0349999999999999,0.47,0.414,0.0559999999999999,0.341,0.31,0.031
"Profar, Jurickson",595777,2021,412,291,0.227,0.236,-0.0089999999999999,0.32,0.326,-0.006,0.293,0.304,-0.011
"McCann, James",543510,2021,412,263,0.232,0.216,0.016,0.349,0.342,0.0069999999999999,0.281,0.28,0.001
"Rosario, Eddie",592696,2021,412,324,0.259,0.253,0.006,0.435,0.436,-0.001,0.316,0.322,-0.006
"Seager, Corey",608369,2021,409,290,0.306,0.284,0.022,0.521,0.541,-0.02,0.389,0.392,-0.003
"Gregorius, Didi",544369,2021,408,308,0.209,0.224,-0.015,0.37,0.335,0.0349999999999999,0.275,0.277,-0.002
"Franco, Maikel",596748,2021,403,313,0.21,0.221,-0.011,0.355,0.343,0.0119999999999999,0.263,0.269,-0.006
"Stephenson, Tyler",663886,2021,402,280,0.286,0.255,0.0309999999999999,0.431,0.397,0.0339999999999999,0.346,0.325,0.0209999999999999
"DeJong, Paul",657557,2021,402,255,0.197,0.206,-0.0089999999999999,0.39,0.415,-0.0249999999999999,0.293,0.311,-0.018
"Bader, Harrison",664056,2021,401,284,0.267,0.224,0.043,0.46,0.394,0.066,0.331,0.291,0.04
"Gamel, Ben",592325,2021,400,241,0.247,0.224,0.0229999999999999,0.388,0.379,0.009,0.322,0.315,0.007
"Bregman, Alex",608324,2021,400,299,0.27,0.254,0.016,0.422,0.424,-0.002,0.336,0.334,0.002
"Kemp, Tony",643393,2021,397,288,0.279,0.249,0.03,0.418,0.356,0.062,0.351,0.324,0.0269999999999999
"Hayes, Ke'Bryan",663647,2021,396,277,0.257,0.238,0.019,0.373,0.36,0.013,0.301,0.292,0.009
"Galvis, Freddy",520471,2021,394,284,0.242,0.219,0.0229999999999999,0.407,0.354,0.0529999999999999,0.305,0.282,0.023
"Kiermaier, Kevin",595281,2021,390,253,0.259,0.23,0.0289999999999999,0.388,0.323,0.065,0.31,0.284,0.026
"Barnhart, Tucker",571466,2021,388,251,0.247,0.201,0.0459999999999999,0.368,0.317,0.0509999999999999,0.3,0.265,0.0349999999999999
"Nimmo, Brandon",607043,2021,386,248,0.292,0.264,0.0279999999999999,0.437,0.387,0.0499999999999999,0.369,0.345,0.024
"Polanco, Gregory",570256,2021,382,240,0.208,0.227,-0.019,0.354,0.413,-0.059,0.275,0.316,-0.0409999999999999
"Wade Jr., LaMonte",664774,2021,381,254,0.253,0.249,0.004,0.482,0.475,0.007,0.343,0.344,-0.0009999999999999
"Belt, Brandon",474832,2021,381,223,0.274,0.236,0.038,0.597,0.521,0.0759999999999999,0.406,0.371,0.035
"Lux, Gavin",666158,2021,381,254,0.242,0.252,-0.01,0.364,0.384,-0.02,0.303,0.319,-0.016
"Haase, Eric",606992,2021,381,234,0.231,0.23,0.001,0.459,0.463,-0.004,0.316,0.321,-0.005
"Laureano, Ramón",657656,2021,378,244,0.246,0.24,0.006,0.443,0.458,-0.015,0.327,0.333,-0.006
"Torrens, Luis",620443,2021,378,250,0.243,0.239,0.004,0.431,0.431,0.0,0.311,0.318,-0.007
"Kelenic, Jarred",672284,2021,377,232,0.181,0.219,-0.038,0.35,0.413,-0.063,0.27,0.313,-0.0429999999999999
"Miller, Brad",543543,2021,377,219,0.227,0.244,-0.0169999999999999,0.453,0.46,-0.007,0.331,0.343,-0.012
"Moore, Dylan",664238,2021,377,222,0.181,0.2,-0.019,0.334,0.351,-0.0169999999999999,0.271,0.288,-0.0169999999999999
"Zunino, Mike",572287,2021,375,202,0.216,0.214,0.002,0.559,0.54,0.019,0.358,0.355,0.003
"Wisdom, Patrick",621550,2021,375,185,0.231,0.212,0.019,0.518,0.461,0.0569999999999999,0.346,0.32,0.0259999999999999
"Grandal, Yasmani",518735,2021,375,203,0.24,0.252,-0.012,0.52,0.504,0.016,0.402,0.409,-0.0069999999999999
"Toro, Abraham",647351,2021,375,283,0.239,0.244,-0.005,0.373,0.42,-0.0469999999999999,0.303,0.324,-0.021
"Gomes, Yan",543228,2021,375,272,0.252,0.274,-0.022,0.421,0.467,-0.046,0.308,0.338,-0.03
"Marte, Ketel",606466,2021,374,281,0.318,0.301,0.017,0.532,0.496,0.036,0.385,0.371,0.014
"Gosselin, Phil",594838,2021,373,265,0.261,0.237,0.024,0.362,0.357,0.005,0.297,0.289,0.008
"Díaz, Elias",553869,2021,371,279,0.246,0.24,0.006,0.464,0.417,0.047,0.33,0.315,0.015
"Robles, Victor",645302,2021,369,235,0.203,0.213,-0.0099999999999999,0.295,0.32,-0.025,0.274,0.289,-0.0149999999999999
"Dickerson, Corey",572816,2021,365,269,0.271,0.242,0.029,0.408,0.377,0.0309999999999999,0.317,0.298,0.019
"Upton, Justin",457708,2021,362,214,0.211,0.223,-0.012,0.409,0.429,-0.02,0.305,0.322,-0.017
"Ramírez, Harold",623912,2021,361,286,0.268,0.26,0.008,0.398,0.405,-0.007,0.302,0.306,-0.004
"Odor, Rougned",596059,2021,361,223,0.202,0.199,0.003,0.379,0.375,0.004,0.289,0.29,-0.001
"Acuña Jr., Ronald",660670,2021,360,217,0.283,0.29,-0.007,0.596,0.61,-0.014,0.412,0.43,-0.018
"Kelly, Carson",608348,2021,359,235,0.24,0.25,-0.01,0.411,0.431,-0.02,0.328,0.345,-0.0169999999999999
"Moran, Colin",592567,2021,359,234,0.258,0.24,0.018,0.39,0.391,-0.001,0.318,0.314,0.004
"Caratini, Victor",605170,2021,356,235,0.227,0.225,0.002,0.323,0.359,-0.0359999999999999,0.273,0.291,-0.0179999999999999
"Heyward, Jason",518792,2021,353,255,0.214,0.23,-0.016,0.347,0.365,-0.018,0.275,0.293,-0.0179999999999999
"Cabrera, Asdrúbal",452678,2021,352,233,0.23,0.212,0.018,0.366,0.339,0.0269999999999999,0.297,0.288,0.009
