"last_name, first_name",player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff
"Goldschmidt, Paul",502671,2024,654,428,0.245,0.252,-0.007,0.414,0.462,-0.048,0.31,0.332,-0.022
"Hernández, Teoscar",606192,2024,652,402,0.272,0.245,0.027,0.501,0.493,0.008,0.36,0.347,0.013
"Donovan, Brendan",680977,2024,652,511,0.278,0.275,0.003,0.417,0.432,-0.015,0.332,0.341,-0.009
"Perez, Salvador",521692,2024,652,467,0.271,0.271,0.0,0.456,0.53,-0.074,0.335,0.361,-0.0259999999999999
"Peña, Jeremy",665161,2024,650,500,0.266,0.262,0.004,0.394,0.401,-0.007,0.305,0.314,-0.009
"Arozarena, Randy",668227,2024,648,384,0.219,0.213,0.006,0.388,0.381,0.007,0.32,0.322,-0.002
"Chapman, Matt",656305,2024,647,419,0.247,0.244,0.003,0.463,0.46,0.003,0.34,0.342,-0.002
"McMahon, Ryan",641857,2024,645,386,0.242,0.238,0.004,0.397,0.421,-0.0239999999999999,0.315,0.327,-0.012
"Machado, Manny",592518,2024,643,473,0.275,0.266,0.009,0.472,0.467,0.0049999999999999,0.34,0.34,0.0
"Bleday, JJ",668709,2024,642,448,0.243,0.238,0.005,0.437,0.413,0.024,0.33,0.322,0.008
"Paredes, Isaac",670623,2024,641,443,0.238,0.221,0.0169999999999999,0.393,0.35,0.043,0.327,0.309,0.018
"Hoerner, Nico",663538,2024,641,519,0.273,0.281,-0.008,0.373,0.359,0.014,0.313,0.318,-0.005
"Suárez, Eugenio",553993,2024,640,406,0.256,0.246,0.01,0.469,0.463,0.0059999999999999,0.337,0.335,0.002
"Freeman, Freddie",518692,2024,638,450,0.282,0.272,0.0099999999999999,0.476,0.475,0.001,0.365,0.369,-0.004
"Rutschman, Adley",668939,2024,638,475,0.25,0.254,-0.004,0.391,0.405,-0.014,0.309,0.32,-0.011
"García, Adolis",666969,2024,637,409,0.224,0.223,0.001,0.4,0.422,-0.0219999999999999,0.296,0.309,-0.013
"Winn, Masyn",691026,2024,637,486,0.267,0.253,0.014,0.416,0.363,0.0529999999999999,0.315,0.296,0.019
"India, Jonathan",663697,2024,637,417,0.248,0.262,-0.014,0.392,0.418,-0.0259999999999999,0.333,0.354,-0.0209999999999999
"Castro, Willi",650489,2024,635,413,0.247,0.242,0.005,0.385,0.39,-0.005,0.317,0.323,-0.006
"Alvarez, Yordan",670541,2024,635,461,0.308,0.299,0.009,0.567,0.607,-0.04,0.402,0.415,-0.0129999999999999
"Arenado, Nolan",571448,2024,635,493,0.272,0.253,0.019,0.394,0.361,0.033,0.314,0.299,0.015
"Bregman, Alex",608324,2024,634,499,0.26,0.255,0.005,0.453,0.434,0.019,0.331,0.325,0.006
"Naylor, Josh",647304,2024,633,462,0.243,0.254,-0.011,0.456,0.451,0.005,0.332,0.338,-0.006
"Giménez, Andrés",665926,2024,633,495,0.252,0.261,-0.009,0.34,0.362,-0.0219999999999999,0.281,0.301,-0.0199999999999999
"Harper, Bryce",547180,2024,631,415,0.285,0.264,0.0209999999999999,0.525,0.486,0.039,0.38,0.361,0.019
"Raleigh, Cal",663728,2024,628,376,0.22,0.229,-0.009,0.436,0.483,-0.0469999999999999,0.323,0.347,-0.0239999999999999
"Garcia, Maikel",672580,2024,626,481,0.231,0.259,-0.0279999999999999,0.332,0.373,-0.0409999999999999,0.27,0.305,-0.0349999999999999
"De La Cruz, Bryan",650559,2024,622,419,0.233,0.241,-0.0079999999999999,0.384,0.431,-0.0469999999999999,0.283,0.306,-0.023
"Díaz, Yandy",650490,2024,621,472,0.281,0.273,0.008,0.414,0.432,-0.018,0.331,0.339,-0.008
"Chisholm Jr., Jazz",665862,2024,621,412,0.256,0.237,0.019,0.436,0.419,0.017,0.327,0.317,0.01
"Verdugo, Alex",657077,2024,621,478,0.233,0.247,-0.0139999999999999,0.356,0.383,-0.027,0.283,0.306,-0.023
"Vaughn, Andrew",683734,2024,619,443,0.246,0.24,0.006,0.402,0.442,-0.0399999999999999,0.304,0.32,-0.016
"Turang, Brice",668930,2024,619,462,0.254,0.261,-0.007,0.349,0.346,0.003,0.294,0.302,-0.008
"Diaz, Yainer",673237,2024,619,486,0.299,0.296,0.003,0.441,0.467,-0.026,0.329,0.343,-0.014
"Rooker, Brent",667670,2024,614,373,0.293,0.263,0.0299999999999999,0.562,0.566,-0.0039999999999998,0.392,0.381,0.011
"Springer, George",543807,2024,614,432,0.22,0.24,-0.0199999999999999,0.371,0.412,-0.0409999999999999,0.298,0.325,-0.027
"Rodríguez, Julio",677594,2024,613,413,0.273,0.274,-0.001,0.409,0.472,-0.063,0.321,0.348,-0.0269999999999999
"Morel, Christopher",666624,2024,611,381,0.196,0.222,-0.0259999999999999,0.346,0.401,-0.055,0.28,0.316,-0.0359999999999999
"Schanuel, Nolan",694384,2024,607,426,0.25,0.253,-0.003,0.362,0.361,0.001,0.315,0.322,-0.007
"Bohm, Alec",664761,2024,606,474,0.28,0.283,-0.0029999999999999,0.448,0.452,-0.004,0.335,0.345,-0.0099999999999999
"Doyle, Brenton",686668,2024,603,401,0.26,0.249,0.011,0.446,0.442,0.004,0.328,0.33,-0.002
"Bell, Josh",605137,2024,603,421,0.249,0.233,0.0159999999999999,0.405,0.402,0.003,0.317,0.312,0.005
"Neto, Zach",687263,2024,602,407,0.249,0.233,0.0159999999999999,0.443,0.421,0.022,0.33,0.319,0.011
"Arcia, Orlando",606115,2024,602,431,0.218,0.204,0.014,0.354,0.332,0.0219999999999999,0.273,0.266,0.007
"Abrams, CJ",682928,2024,602,418,0.246,0.243,0.003,0.433,0.413,0.02,0.322,0.32,0.002
"Devers, Rafael",646240,2024,601,384,0.272,0.267,0.005,0.516,0.514,0.002,0.364,0.366,-0.002
"Cruz, Oneil",665833,2024,599,364,0.259,0.259,0.0,0.449,0.475,-0.0259999999999999,0.331,0.344,-0.0129999999999999
"Burleson, Alec",676475,2024,595,478,0.269,0.27,-0.001,0.42,0.444,-0.024,0.319,0.333,-0.014
"Santana, Carlos",467793,2024,594,424,0.238,0.244,-0.006,0.42,0.424,-0.004,0.326,0.333,-0.007
"Swanson, Dansby",621020,2024,593,393,0.242,0.241,0.001,0.39,0.423,-0.0329999999999999,0.307,0.324,-0.017
"Merrill, Jackson",701538,2024,593,462,0.292,0.3,-0.008,0.5,0.547,-0.047,0.352,0.375,-0.023
"Smith, Josh",669701,2024,592,407,0.258,0.242,0.016,0.394,0.365,0.029,0.323,0.309,0.014
"Suzuki, Seiya",673548,2024,585,356,0.283,0.252,0.0309999999999999,0.482,0.464,0.0179999999999999,0.365,0.348,0.017
"Greene, Riley",682985,2024,584,358,0.262,0.249,0.013,0.479,0.487,-0.008,0.355,0.355,0.0
"Marte, Ketel",606466,2024,583,407,0.292,0.289,0.003,0.56,0.545,0.015,0.391,0.394,-0.003
"Burger, Jake",669394,2024,579,389,0.25,0.253,-0.003,0.46,0.483,-0.0229999999999999,0.325,0.339,-0.014
"Soler, Jorge",624585,2024,574,356,0.241,0.242,-0.001,0.442,0.463,-0.021,0.34,0.352,-0.0119999999999999
"Chourio, Jackson",694192,2024,573,410,0.275,0.267,0.008,0.464,0.431,0.033,0.339,0.327,0.012
"Stott, Bryson",681082,2024,571,422,0.245,0.254,-0.009,0.356,0.369,-0.013,0.296,0.311,-0.015
"Rafaela, Ceddanne",678882,2024,571,398,0.246,0.227,0.0189999999999999,0.39,0.374,0.016,0.286,0.276,0.0099999999999999
"Bellinger, Cody",641355,2024,569,432,0.266,0.241,0.025,0.426,0.4,0.0259999999999999,0.322,0.305,0.017
"Busch, Michael",683737,2024,567,338,0.248,0.217,0.031,0.44,0.432,0.008,0.336,0.324,0.012
"Vierling, Matt",663837,2024,567,402,0.257,0.252,0.005,0.423,0.402,0.0209999999999999,0.317,0.312,0.005
"Lowe, Nathaniel",663993,2024,565,365,0.265,0.25,0.015,0.401,0.386,0.015,0.337,0.332,0.005
"Cowser, Colton",681297,2024,561,330,0.242,0.23,0.0119999999999999,0.447,0.456,-0.009,0.331,0.333,-0.002
"Langford, Wyatt",694671,2024,557,387,0.253,0.252,0.001,0.415,0.435,-0.02,0.321,0.332,-0.011
"Keith, Colt",690993,2024,556,408,0.26,0.265,-0.005,0.38,0.398,-0.018,0.301,0.314,-0.013
"Pasquantino, Vinnie",686469,2024,554,439,0.262,0.264,-0.002,0.446,0.452,-0.006,0.325,0.336,-0.011
"Gurriel Jr., Lourdes",666971,2024,553,417,0.279,0.265,0.014,0.435,0.433,0.002,0.327,0.325,0.002
"Walker, Christian",572233,2024,552,354,0.251,0.243,0.008,0.468,0.47,-0.0019999999999999,0.343,0.354,-0.0109999999999999
"Gelof, Zack",680869,2024,547,317,0.211,0.198,0.0129999999999999,0.362,0.353,0.009,0.276,0.273,0.003
"Smith, Will",669257,2024,544,379,0.248,0.238,0.01,0.433,0.463,-0.03,0.326,0.337,-0.011
"Kwan, Steven",680757,2024,540,431,0.292,0.283,0.009,0.425,0.392,0.0329999999999999,0.349,0.337,0.0119999999999999
"Turner, Trea",607208,2024,539,408,0.295,0.263,0.0319999999999999,0.469,0.43,0.0389999999999999,0.349,0.323,0.0259999999999999
"Turner, Justin",457759,2024,539,372,0.259,0.251,0.008,0.383,0.394,-0.011,0.327,0.333,-0.006
"Rodgers, Brendan",663898,2024,539,372,0.267,0.246,0.021,0.407,0.382,0.0249999999999999,0.314,0.299,0.015
"Sánchez, Jesús",660821,2024,537,352,0.252,0.261,-0.009,0.417,0.48,-0.063,0.317,0.348,-0.0309999999999999
"France, Ty",664034,2024,535,370,0.234,0.225,0.009,0.365,0.394,-0.029,0.296,0.306,-0.01
"Langeliers, Shea",669127,2024,534,343,0.224,0.237,-0.0129999999999999,0.45,0.461,-0.011,0.315,0.328,-0.013
"Seager, Corey",608369,2024,533,381,0.278,0.28,-0.002,0.512,0.573,-0.0609999999999999,0.365,0.391,-0.026
"Taveras, Leody",665750,2024,529,375,0.229,0.238,-0.0089999999999999,0.352,0.378,-0.026,0.282,0.299,-0.017
"García Jr., Luis",671277,2024,528,415,0.282,0.275,0.0069999999999999,0.444,0.461,-0.017,0.328,0.335,-0.007
"Thomas, Lane",657041,2024,528,340,0.237,0.24,-0.003,0.4,0.388,0.012,0.309,0.311,-0.002
"Frelick, Sal",686217,2024,524,400,0.259,0.246,0.013,0.335,0.309,0.026,0.292,0.283,0.009
"Benintendi, Andrew",643217,2024,522,384,0.229,0.244,-0.0149999999999999,0.396,0.407,-0.0109999999999999,0.298,0.31,-0.012
"O'Hoppe, Logan",681351,2024,522,326,0.244,0.247,-0.003,0.409,0.462,-0.053,0.311,0.333,-0.022
"Young, Jacob",696285,2024,521,377,0.256,0.254,0.002,0.331,0.323,0.008,0.29,0.291,-0.001
"Ramos, Heliot",671218,2024,518,344,0.269,0.245,0.024,0.469,0.484,-0.015,0.339,0.337,0.002
"Hoskins, Rhys",656555,2024,517,306,0.214,0.201,0.0129999999999999,0.419,0.402,0.0169999999999999,0.313,0.306,0.007
"Betts, Mookie",605141,2024,516,397,0.289,0.282,0.007,0.491,0.468,0.0229999999999999,0.371,0.364,0.007
"Stephenson, Tyler",663886,2024,515,342,0.258,0.238,0.02,0.444,0.413,0.031,0.339,0.325,0.014
"McCutchen, Andrew",457705,2024,515,317,0.232,0.219,0.013,0.411,0.421,-0.01,0.325,0.325,0.0
"Varsho, Daulton",662139,2024,513,324,0.214,0.185,0.0289999999999999,0.407,0.326,0.0809999999999999,0.304,0.265,0.0389999999999999
"Meyers, Jake",676694,2024,513,351,0.219,0.233,-0.014,0.36,0.39,-0.03,0.285,0.306,-0.021
"Ortiz, Joey",687401,2024,511,346,0.239,0.232,0.0069999999999999,0.398,0.347,0.051,0.319,0.307,0.012
"Winker, Jesse",608385,2024,508,329,0.253,0.243,0.01,0.405,0.388,0.017,0.338,0.33,0.008
"Mountcastle, Ryan",663624,2024,507,365,0.271,0.271,0.0,0.425,0.455,-0.03,0.316,0.336,-0.02
"Sheets, Gavin",657757,2024,501,348,0.233,0.248,-0.0149999999999999,0.357,0.387,-0.03,0.291,0.313,-0.022
"Mullins, Cedric",656775,2024,499,350,0.234,0.224,0.01,0.405,0.357,0.048,0.31,0.292,0.018
"Blackmon, Charlie",453568,2024,499,364,0.256,0.246,0.01,0.412,0.374,0.0379999999999999,0.323,0.309,0.014
"Kiner-Falefa, Isiah",643396,2024,496,392,0.269,0.251,0.018,0.376,0.354,0.022,0.299,0.289,0.01
"McCarthy, Jake",664983,2024,495,372,0.285,0.265,0.0199999999999999,0.4,0.363,0.037,0.329,0.314,0.015
"Martinez, J.D.",502110,2024,495,295,0.235,0.252,-0.017,0.406,0.48,-0.0739999999999999,0.318,0.353,-0.0349999999999999
"O'Hearn, Ryan",656811,2024,494,377,0.264,0.273,-0.009,0.427,0.47,-0.0429999999999999,0.33,0.354,-0.0239999999999999
"Heim, Jonah",641680,2024,491,371,0.22,0.226,-0.006,0.336,0.365,-0.0289999999999999,0.265,0.281,-0.016
"Conforto, Michael",624424,2024,488,323,0.237,0.254,-0.017,0.45,0.488,-0.0379999999999999,0.327,0.353,-0.0259999999999999
"Wong, Connor",657136,2024,487,336,0.28,0.229,0.051,0.425,0.362,0.063,0.33,0.291,0.039
"Lux, Gavin",666158,2024,487,331,0.251,0.254,-0.003,0.383,0.39,-0.007,0.31,0.319,-0.009
"Ruiz, Keibert",660688,2024,485,410,0.229,0.25,-0.0209999999999999,0.359,0.357,0.002,0.268,0.283,-0.0149999999999999
"Caballero, José",676609,2024,483,314,0.227,0.216,0.011,0.347,0.321,0.0259999999999999,0.277,0.27,0.007
"DeJong, Paul",657557,2024,482,294,0.227,0.216,0.011,0.427,0.402,0.0249999999999999,0.302,0.293,0.009
"Pham, Tommy",502054,2024,478,335,0.248,0.26,-0.012,0.368,0.413,-0.0449999999999999,0.297,0.321,-0.024
"Rojas, Josh",668942,2024,476,317,0.225,0.221,0.004,0.336,0.361,-0.0249999999999999,0.286,0.297,-0.011
"Marsh, Brandon",669016,2024,476,270,0.249,0.233,0.0159999999999999,0.419,0.418,0.001,0.326,0.327,-0.001
"Yastrzemski, Mike",573262,2024,474,306,0.231,0.217,0.014,0.437,0.406,0.0309999999999999,0.319,0.304,0.015
"O'Neill, Tyler",641933,2024,473,254,0.241,0.211,0.03,0.511,0.489,0.022,0.36,0.34,0.0199999999999999
"McNeil, Jeff",643446,2024,472,360,0.238,0.233,0.0049999999999999,0.384,0.347,0.037,0.304,0.293,0.011
"Kim, Ha-Seong",673490,2024,470,333,0.233,0.245,-0.0119999999999999,0.37,0.359,0.011,0.308,0.319,-0.011
"Harris II, Michael",671739,2024,470,349,0.264,0.28,-0.016,0.418,0.468,-0.05,0.312,0.346,-0.0339999999999999
"Polanco, Jorge",593871,2024,469,282,0.213,0.224,-0.011,0.355,0.406,-0.051,0.287,0.31,-0.023
"Riley, Austin",663586,2024,469,309,0.256,0.265,-0.009,0.461,0.523,-0.062,0.338,0.367,-0.0289999999999999
"Jeffers, Ryan",680777,2024,465,325,0.226,0.224,0.002,0.432,0.394,0.0379999999999999,0.317,0.307,0.01
"Bogaerts, Xander",593428,2024,463,355,0.264,0.26,0.004,0.381,0.386,-0.005,0.3,0.308,-0.008
"Candelario, Jeimer",600869,2024,463,316,0.225,0.22,0.005,0.429,0.375,0.0539999999999999,0.304,0.285,0.019
"Canha, Mark",592192,2024,462,302,0.242,0.211,0.031,0.346,0.314,0.0319999999999999,0.31,0.293,0.017
"Urshela, Gio",570482,2024,461,365,0.25,0.262,-0.012,0.361,0.4,-0.039,0.281,0.307,-0.0259999999999999
"Schuemann, Max",680474,2024,459,286,0.22,0.221,-0.001,0.308,0.35,-0.0419999999999999,0.281,0.3,-0.0189999999999999
"Stanton, Giancarlo",519317,2024,459,276,0.233,0.243,-0.0099999999999999,0.475,0.52,-0.045,0.33,0.354,-0.0239999999999999
"Toglia, Michael",669911,2024,458,255,0.218,0.241,-0.0229999999999999,0.456,0.514,-0.0579999999999999,0.329,0.36,-0.0309999999999999
"Raley, Luke",670042,2024,455,273,0.243,0.22,0.0229999999999999,0.463,0.433,0.03,0.339,0.321,0.018
"Vientos, Mark",668901,2024,454,283,0.266,0.241,0.025,0.516,0.47,0.046,0.356,0.333,0.0229999999999999
"Schneider, Davis",676914,2024,454,258,0.191,0.195,-0.004,0.343,0.367,-0.0239999999999999,0.277,0.293,-0.0159999999999999
"Clement, Ernie",676391,2024,452,397,0.263,0.251,0.012,0.408,0.379,0.0289999999999999,0.297,0.285,0.012
"Adell, Jo",666176,2024,451,282,0.207,0.222,-0.015,0.402,0.426,-0.0239999999999999,0.296,0.314,-0.018
"Melendez, MJ",669004,2024,451,299,0.206,0.237,-0.031,0.4,0.434,-0.0339999999999999,0.292,0.321,-0.029
"Butler, Lawrence",671732,2024,451,308,0.262,0.253,0.009,0.49,0.473,0.017,0.345,0.341,0.0039999999999999
"Crawford, J.P.",641487,2024,451,291,0.202,0.226,-0.0239999999999999,0.321,0.37,-0.0489999999999999,0.283,0.312,-0.029
"Kelenic, Jarred",672284,2024,449,283,0.231,0.238,-0.0069999999999999,0.393,0.424,-0.0309999999999999,0.294,0.311,-0.017
"Pederson, Joc",592626,2024,449,266,0.275,0.259,0.016,0.515,0.486,0.029,0.391,0.378,0.013
"Siri, Jose",642350,2024,448,238,0.187,0.197,-0.01,0.366,0.419,-0.0529999999999999,0.271,0.299,-0.0279999999999999
"Bailey, Patrick",672275,2024,448,309,0.234,0.255,-0.0209999999999999,0.339,0.404,-0.065,0.281,0.322,-0.0409999999999999
"Abreu, Wilyer",677800,2024,447,279,0.253,0.229,0.0239999999999999,0.459,0.433,0.026,0.336,0.324,0.012
"Westburg, Jordan",676059,2024,447,321,0.264,0.275,-0.011,0.481,0.499,-0.018,0.34,0.355,-0.0149999999999999
"Triolo, Jared",669707,2024,446,281,0.216,0.226,-0.01,0.315,0.347,-0.0319999999999999,0.275,0.296,-0.0209999999999999
"Lopez, Nicky",670032,2024,445,337,0.241,0.227,0.0139999999999999,0.294,0.291,0.003,0.275,0.273,0.002
"Pages, Andy",681624,2024,443,299,0.248,0.247,0.001,0.407,0.433,-0.026,0.31,0.324,-0.014
"Rocchio, Brayan",677587,2024,442,300,0.206,0.21,-0.004,0.316,0.308,0.008,0.276,0.279,-0.003
"Moore, Dylan",664238,2024,441,251,0.201,0.196,0.005,0.367,0.333,0.0339999999999999,0.306,0.298,0.008
"Tatis Jr., Fernando",665487,2024,438,303,0.276,0.294,-0.0179999999999999,0.492,0.548,-0.056,0.359,0.39,-0.031
"Bader, Harrison",664056,2024,437,313,0.236,0.241,-0.005,0.373,0.387,-0.014,0.285,0.299,-0.014
"Albies, Ozzie",645277,2024,435,338,0.251,0.246,0.005,0.404,0.404,0.0,0.307,0.308,-0.001
"Perkins, Blake",663368,2024,434,281,0.24,0.218,0.0219999999999999,0.332,0.319,0.013,0.288,0.28,0.0079999999999999
"Lopez, Otto",672640,2024,434,332,0.27,0.272,-0.002,0.377,0.402,-0.025,0.302,0.317,-0.015
"Garver, Mitch",641598,2024,430,237,0.172,0.176,-0.004,0.341,0.335,0.006,0.281,0.284,-0.0029999999999999
"Miranda, Jose",669304,2024,429,339,0.284,0.255,0.0289999999999999,0.441,0.412,0.029,0.328,0.311,0.017
"Dubón, Mauricio",643289,2024,428,355,0.269,0.247,0.022,0.361,0.337,0.0239999999999999,0.286,0.276,0.0099999999999999
"Isbel, Kyle",664728,2024,426,306,0.229,0.231,-0.002,0.367,0.333,0.0339999999999999,0.286,0.283,0.003
"Robert Jr., Luis",673357,2024,425,253,0.224,0.211,0.013,0.379,0.378,0.001,0.285,0.283,0.002
"Pérez, Wenceel",672761,2024,425,300,0.242,0.24,0.002,0.383,0.364,0.019,0.299,0.295,0.004
"Lowe, Brandon",664040,2024,425,275,0.244,0.248,-0.004,0.473,0.488,-0.015,0.335,0.344,-0.0089999999999999
"Renfroe, Hunter",592669,2024,424,302,0.229,0.219,0.01,0.392,0.369,0.023,0.302,0.294,0.008
"Haniger, Mitch",571745,2024,423,255,0.208,0.214,-0.006,0.334,0.38,-0.0459999999999999,0.277,0.298,-0.0209999999999999
"Yoshida, Masataka",807799,2024,421,328,0.28,0.256,0.024,0.415,0.408,0.007,0.336,0.327,0.009
"Tellez, Rowdy",642133,2024,421,299,0.243,0.234,0.0089999999999999,0.392,0.403,-0.011,0.301,0.305,-0.004
"Moniak, Mickey",666160,2024,418,279,0.219,0.219,0.0,0.38,0.387,-0.007,0.281,0.286,-0.0049999999999999
"Joe, Connor",656582,2024,416,275,0.228,0.202,0.0259999999999999,0.368,0.311,0.0569999999999999,0.305,0.279,0.0259999999999999
"Wells, Austin",669224,2024,414,275,0.229,0.242,-0.0129999999999999,0.395,0.439,-0.0439999999999999,0.315,0.343,-0.028
"Realmuto, J.T.",592663,2024,413,279,0.266,0.264,0.002,0.429,0.466,-0.037,0.326,0.34,-0.014
"Crow-Armstrong, Pete",691718,2024,410,285,0.237,0.221,0.0159999999999999,0.384,0.377,0.007,0.289,0.286,0.003
"Nootbaar, Lars",663457,2024,405,273,0.244,0.261,-0.017,0.417,0.466,-0.049,0.331,0.358,-0.0269999999999999
"Singleton, Jon",572138,2024,405,247,0.234,0.226,0.008,0.386,0.39,-0.004,0.312,0.314,-0.002
"Gorman, Nolan",669357,2024,402,216,0.203,0.206,-0.0029999999999999,0.4,0.44,-0.0399999999999999,0.29,0.308,-0.018
"Wade Jr., LaMonte",664774,2024,401,245,0.26,0.253,0.007,0.381,0.437,-0.0559999999999999,0.337,0.356,-0.0189999999999999
"Brown, Seth",664913,2024,400,261,0.231,0.23,0.001,0.379,0.398,-0.019,0.289,0.298,-0.009
"Larnach, Trevor",663616,2024,400,268,0.259,0.251,0.008,0.434,0.462,-0.028,0.336,0.343,-0.007
"Kepler, Max",596146,2024,399,291,0.253,0.243,0.01,0.38,0.384,-0.004,0.298,0.302,-0.004
"Hayes, Ke'Bryan",663647,2024,396,294,0.233,0.244,-0.0109999999999999,0.29,0.336,-0.046,0.256,0.285,-0.0289999999999999
"Lee, Korey",686676,2024,394,255,0.21,0.209,0.001,0.347,0.342,0.0049999999999999,0.257,0.258,-0.001
"Hernández, Enrique",571771,2024,393,289,0.229,0.23,-0.001,0.373,0.375,-0.002,0.285,0.289,-0.004
"Fry, David",681807,2024,392,255,0.263,0.245,0.018,0.448,0.406,0.0419999999999999,0.347,0.33,0.0169999999999999
"Espinal, Santiago",669289,2024,391,311,0.246,0.258,-0.012,0.356,0.355,0.001,0.285,0.295,-0.01
"Naylor, Bo",666310,2024,389,236,0.201,0.194,0.007,0.35,0.335,0.0149999999999999,0.269,0.263,0.006
"Benson, Will",666181,2024,388,192,0.187,0.179,0.008,0.376,0.343,0.0329999999999999,0.285,0.272,0.0129999999999999
"Buxton, Byron",621439,2024,388,258,0.279,0.26,0.019,0.524,0.511,0.013,0.366,0.355,0.011
"Perdomo, Geraldo",672695,2024,388,291,0.273,0.231,0.042,0.374,0.326,0.0479999999999999,0.317,0.287,0.03
"Lowe, Josh",666139,2024,387,232,0.241,0.225,0.0159999999999999,0.391,0.396,-0.005,0.299,0.297,0.002
"Gonzales, Nick",693304,2024,387,290,0.27,0.269,0.001,0.398,0.415,-0.0169999999999999,0.307,0.322,-0.015
"Kirk, Alejandro",672386,2024,386,298,0.253,0.253,0.0,0.359,0.403,-0.044,0.297,0.329,-0.032
