"last_name, first_name",player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff,era,xera,era_minus_xera_diff
"Bassitt, Chris",605135,2025,736,505,0.261,0.252,0.009,0.415,0.4,0.0149999999999999,0.324,0.316,0.008,3.96,4.16,-0.197
"Skenes, Paul",694973,2025,733,469,0.199,0.202,-0.003,0.307,0.321,-0.014,0.247,0.255,-0.008,1.97,2.65,-0.684
"Woo, Bryan",693433,2025,731,493,0.2,0.215,-0.0149999999999999,0.353,0.374,-0.021,0.259,0.274,-0.015,2.94,3.07,-0.129
"Brown, Hunter",686613,2025,729,459,0.201,0.217,-0.0159999999999999,0.318,0.339,-0.021,0.262,0.277,-0.015,2.43,3.14,-0.712
"Parker, Mitchell",680730,2025,725,560,0.273,0.297,-0.0239999999999999,0.466,0.507,-0.0409999999999999,0.342,0.37,-0.0279999999999999,5.68,5.96,-0.276
"Soriano, José",667755,2025,724,488,0.249,0.243,0.006,0.353,0.367,-0.014,0.309,0.312,-0.003,4.26,4.04,0.22
"Peterson, David",656849,2025,723,500,0.258,0.27,-0.012,0.37,0.407,-0.0369999999999999,0.311,0.331,-0.02,4.21,4.61,-0.395
"Peralta, Freddy",642547,2025,723,443,0.193,0.206,-0.0129999999999999,0.327,0.361,-0.0339999999999999,0.27,0.289,-0.0189999999999999,2.7,3.43,-0.73
"Cease, Dylan",656302,2025,722,429,0.239,0.214,0.0249999999999999,0.399,0.359,0.04,0.313,0.29,0.023,4.55,3.46,1.094
"Pivetta, Nick",601713,2025,721,478,0.195,0.228,-0.033,0.33,0.424,-0.0939999999999999,0.256,0.31,-0.0539999999999999,2.87,3.99,-1.117
"Boyd, Matthew",571510,2025,718,513,0.235,0.24,-0.005,0.369,0.398,-0.029,0.287,0.301,-0.014,3.21,3.74,-0.534
"Wacha, Michael",608379,2025,716,540,0.252,0.257,-0.005,0.383,0.421,-0.0379999999999999,0.299,0.317,-0.018,3.86,4.19,-0.333
"Singer, Brady",663903,2025,716,479,0.238,0.243,-0.005,0.404,0.41,-0.0059999999999999,0.313,0.32,-0.007,4.03,4.27,-0.239
"Pallante, Andre",669467,2025,715,536,0.27,0.259,0.011,0.431,0.402,0.0289999999999999,0.334,0.321,0.013,5.31,4.3,1.011
"Springs, Jeffrey",605488,2025,713,518,0.236,0.249,-0.013,0.422,0.431,-0.009,0.309,0.321,-0.012,4.11,4.3,-0.195
"Baz, Shane",669358,2025,711,462,0.25,0.23,0.0199999999999999,0.433,0.386,0.0469999999999999,0.33,0.306,0.024,4.87,3.88,0.99
"Warren, Will",701542,2025,711,470,0.25,0.252,-0.002,0.418,0.426,-0.008,0.321,0.33,-0.009,4.43,4.58,-0.145
"Freeland, Kyle",607536,2025,709,541,0.294,0.282,0.012,0.461,0.473,-0.0119999999999999,0.341,0.342,-0.001,4.98,4.96,0.02
"Kremer, Dean",665152,2025,708,518,0.248,0.238,0.01,0.407,0.413,-0.006,0.305,0.304,0.001,4.19,3.82,0.374
"Holmes, Clay",605280,2025,708,499,0.241,0.245,-0.004,0.352,0.395,-0.043,0.302,0.322,-0.02,3.53,4.33,-0.799
"Severino, Luis",622663,2025,705,515,0.257,0.266,-0.009,0.389,0.416,-0.0269999999999999,0.313,0.331,-0.018,4.54,4.61,-0.073
"Williams, Gavin",668909,2025,704,445,0.211,0.231,-0.02,0.364,0.405,-0.041,0.299,0.321,-0.022,3.06,4.3,-1.24
"Bello, Brayan",678394,2025,700,504,0.237,0.258,-0.021,0.355,0.409,-0.0539999999999999,0.297,0.327,-0.03,3.35,4.48,-1.132
"Berríos, José",621244,2025,698,497,0.253,0.255,-0.002,0.43,0.454,-0.024,0.325,0.337,-0.012,4.17,4.8,-0.625
"Hendricks, Kyle",543294,2025,695,533,0.262,0.246,0.016,0.447,0.408,0.039,0.324,0.308,0.016,4.75,3.93,0.825
"Rodriguez, Eduardo",593958,2025,694,489,0.286,0.259,0.0269999999999999,0.475,0.431,0.0439999999999999,0.353,0.328,0.0249999999999999,5.01,4.51,0.505
"Ryan, Joe",657746,2025,689,444,0.218,0.209,0.009,0.392,0.397,-0.005,0.29,0.289,0.001,3.42,3.43,-0.009
"Yamamoto, Yoshinobu",808967,2025,684,421,0.183,0.199,-0.016,0.283,0.304,-0.021,0.244,0.259,-0.015,2.49,2.74,-0.252
"Abbott, Andrew",671096,2025,684,489,0.235,0.233,0.0019999999999999,0.374,0.385,-0.011,0.288,0.294,-0.006,2.87,3.56,-0.692
"Martinez, Nick",607259,2025,683,519,0.254,0.257,-0.003,0.435,0.41,0.025,0.317,0.312,0.005,4.46,4.04,0.415
"Flaherty, Jack",656427,2025,681,429,0.239,0.232,0.0069999999999999,0.406,0.406,0.0,0.313,0.31,0.003,4.64,3.99,0.65
"Pepiot, Ryan",686752,2025,679,445,0.221,0.226,-0.005,0.404,0.401,0.003,0.306,0.311,-0.005,3.87,4.02,-0.155
"Gore, MacKenzie",669022,2025,679,426,0.252,0.241,0.011,0.402,0.415,-0.0129999999999999,0.318,0.322,-0.004,4.17,4.33,-0.159
"Elder, Bryce",693821,2025,679,491,0.271,0.266,0.005,0.446,0.448,-0.002,0.336,0.335,0.001,5.3,4.73,0.566
"Allen, Logan",671106,2025,676,485,0.262,0.247,0.015,0.403,0.421,-0.0179999999999999,0.323,0.326,-0.003,4.25,4.45,-0.199
"Sugano, Tomoyuki",608372,2025,675,525,0.276,0.289,-0.0129999999999999,0.478,0.524,-0.046,0.342,0.366,-0.0239999999999999,4.64,5.81,-1.167
"Paddack, Chris",663978,2025,670,518,0.268,0.274,-0.006,0.483,0.488,-0.005,0.336,0.344,-0.0079999999999999,5.35,5.03,0.324
"Mikolas, Miles",571945,2025,669,529,0.272,0.271,0.001,0.492,0.513,-0.021,0.342,0.351,-0.0089999999999999,4.84,5.27,-0.434
"deGrom, Jacob",594798,2025,669,444,0.196,0.221,-0.0249999999999999,0.354,0.391,-0.037,0.259,0.286,-0.0269999999999999,2.97,3.36,-0.389
"Corbin, Patrick",571578,2025,663,478,0.267,0.268,-0.001,0.43,0.439,-0.009,0.328,0.336,-0.008,4.4,4.77,-0.367
"Verlander, Justin",434378,2025,662,467,0.261,0.252,0.009,0.413,0.419,-0.006,0.32,0.319,0.001,3.85,4.24,-0.391
"Rea, Colin",607067,2025,662,485,0.258,0.261,-0.003,0.413,0.438,-0.025,0.314,0.329,-0.015,3.95,4.55,-0.596
"Morton, Charlie",450203,2025,654,417,0.273,0.246,0.027,0.463,0.409,0.054,0.36,0.333,0.0269999999999999,5.83,4.67,1.161
"Priester, Quinn",682990,2025,653,465,0.245,0.237,0.008,0.4,0.37,0.03,0.31,0.298,0.012,3.32,3.66,-0.342
"Suarez, Ranger",624133,2025,651,456,0.256,0.226,0.03,0.374,0.351,0.023,0.298,0.278,0.0199999999999999,3.2,3.16,0.043
"Liberatore, Matthew",669461,2025,648,482,0.266,0.272,-0.006,0.423,0.465,-0.042,0.318,0.34,-0.022,4.21,4.9,-0.687
"Leiter, Jack",683004,2025,646,426,0.222,0.235,-0.0129999999999999,0.361,0.427,-0.066,0.298,0.326,-0.028,3.86,4.45,-0.593
"Lodolo, Nick",666157,2025,642,442,0.233,0.227,0.006,0.387,0.389,-0.002,0.293,0.292,0.001,3.33,3.51,-0.178
"Mize, Casey",663554,2025,627,449,0.263,0.236,0.027,0.437,0.413,0.024,0.319,0.298,0.021,3.87,3.66,0.206
"Ober, Bailey",641927,2025,624,468,0.275,0.248,0.027,0.494,0.462,0.0319999999999999,0.344,0.323,0.0209999999999999,5.11,4.36,0.745
"Fedde, Erick",607200,2025,623,470,0.269,0.275,-0.006,0.44,0.461,-0.021,0.344,0.355,-0.011,5.49,5.41,0.079
"Nelson, Ryne",669194,2025,619,442,0.217,0.245,-0.0279999999999999,0.381,0.411,-0.0299999999999999,0.284,0.308,-0.024,3.39,3.93,-0.54
"Senzatela, Antonio",622608,2025,618,489,0.347,0.32,0.0269999999999999,0.547,0.545,0.002,0.406,0.395,0.011,6.65,6.98,-0.334
"Smith, Shane",681343,2025,616,401,0.216,0.229,-0.013,0.363,0.383,-0.02,0.296,0.31,-0.014,3.81,3.99,-0.177
"Giolito, Lucas",608337,2025,613,433,0.239,0.264,-0.025,0.377,0.464,-0.087,0.301,0.345,-0.0439999999999999,3.41,5.06,-1.646
"Lugo, Seth",607625,2025,611,425,0.244,0.256,-0.012,0.438,0.48,-0.0419999999999999,0.329,0.349,-0.0199999999999999,4.15,5.2,-1.051
"Lorenzen, Michael",547179,2025,606,434,0.268,0.261,0.007,0.47,0.451,0.0189999999999999,0.339,0.331,0.008,4.64,4.61,0.028
"Bradley, Taj",671737,2025,605,418,0.243,0.237,0.006,0.403,0.405,-0.002,0.314,0.314,0.0,5.05,4.1,0.947
"Martin, Davis",663436,2025,601,442,0.251,0.273,-0.022,0.427,0.466,-0.039,0.322,0.348,-0.0259999999999999,4.1,5.16,-1.06
"Anderson, Tyler",542881,2025,599,435,0.253,0.254,-0.001,0.477,0.48,-0.003,0.341,0.345,-0.0039999999999999,4.55,5.06,-0.505
"Burke, Sean",680732,2025,596,393,0.251,0.246,0.005,0.444,0.457,-0.013,0.34,0.342,-0.002,4.22,4.96,-0.739
"Márquez, Germán",608566,2025,591,452,0.317,0.287,0.03,0.545,0.504,0.041,0.393,0.366,0.027,6.7,5.81,0.887
"Rasmussen, Drew",656876,2025,585,416,0.214,0.236,-0.0219999999999999,0.34,0.375,-0.0349999999999999,0.269,0.291,-0.0219999999999999,2.76,3.48,-0.72
"Wheeler, Zack",554430,2025,585,349,0.197,0.189,0.008,0.349,0.313,0.0359999999999999,0.263,0.247,0.016,2.71,2.49,0.216
"May, Dustin",669160,2025,584,393,0.259,0.261,-0.002,0.447,0.451,-0.004,0.342,0.349,-0.0069999999999999,4.96,5.2,-0.235
"Sears, JP",676664,2025,583,424,0.268,0.241,0.027,0.507,0.446,0.061,0.352,0.319,0.0329999999999999,5.04,4.24,0.802
"Cabrera, Edward",665795,2025,581,373,0.233,0.238,-0.0049999999999999,0.378,0.394,-0.016,0.303,0.312,-0.009,3.53,4.04,-0.51
"Vásquez, Randy",681190,2025,570,433,0.247,0.267,-0.02,0.383,0.481,-0.0979999999999999,0.311,0.354,-0.0429999999999999,3.84,5.37,-1.532
"Imanaga, Shota",684007,2025,567,423,0.218,0.233,-0.015,0.432,0.469,-0.0369999999999999,0.293,0.313,-0.02,3.73,4.07,-0.337
"Buehler, Walker",621111,2025,564,400,0.265,0.268,-0.003,0.437,0.45,-0.013,0.348,0.355,-0.007,4.93,5.41,-0.481
"Cameron, Noah",702070,2025,556,396,0.214,0.245,-0.031,0.361,0.411,-0.0499999999999999,0.281,0.313,-0.0319999999999999,2.99,4.07,-1.077
"Quintana, Jose",500779,2025,556,412,0.241,0.269,-0.028,0.382,0.463,-0.081,0.308,0.349,-0.0409999999999999,3.96,5.2,-1.235
"Lord, Brad",695418,2025,546,392,0.255,0.27,-0.015,0.415,0.437,-0.022,0.319,0.335,-0.016,4.34,4.73,-0.391
"Cecconi, Slade",677944,2025,545,401,0.247,0.267,-0.02,0.451,0.489,-0.0379999999999999,0.319,0.343,-0.024,4.29,4.99,-0.695
"Strider, Spencer",675911,2025,539,349,0.261,0.253,0.008,0.453,0.455,-0.002,0.344,0.341,0.0029999999999999,4.45,4.93,-0.478
"Walker, Taijuan",592836,2025,538,406,0.27,0.259,0.011,0.444,0.439,0.005,0.337,0.33,0.007,4.08,4.58,-0.505
"Heaney, Andrew",571760,2025,536,401,0.269,0.284,-0.0149999999999999,0.501,0.492,0.009,0.357,0.362,-0.005,5.52,5.66,-0.142
"Gilbert, Logan",669302,2025,535,324,0.211,0.206,0.005,0.377,0.367,0.01,0.28,0.275,0.005,3.44,3.09,0.345
"Kirby, George",669923,2025,524,351,0.252,0.249,0.003,0.392,0.399,-0.007,0.3,0.306,-0.006,4.21,3.88,0.334
"Taillon, Jameson",592791,2025,519,394,0.225,0.241,-0.0159999999999999,0.427,0.424,0.003,0.297,0.305,-0.008,3.68,3.85,-0.171
"Houser, Adrian",605288,2025,518,380,0.261,0.255,0.006,0.385,0.388,-0.003,0.312,0.312,0.0,3.31,4.04,-0.728
"Falter, Bailey",663559,2025,518,390,0.248,0.263,-0.015,0.433,0.462,-0.029,0.324,0.34,-0.016,4.45,4.9,-0.448
"Quantrill, Cal",615698,2025,513,388,0.288,0.281,0.0069999999999999,0.515,0.517,-0.002,0.367,0.366,0.001,6.04,5.81,0.232
"Kochanowicz, Jack",686799,2025,512,375,0.309,0.287,0.022,0.489,0.469,0.02,0.379,0.368,0.011,6.81,5.88,0.931
"Sale, Chris",519242,2025,510,302,0.22,0.205,0.015,0.341,0.321,0.02,0.278,0.265,0.013,2.58,2.87,-0.292
"Patrick, Chad",694477,2025,503,332,0.248,0.24,0.008,0.387,0.395,-0.008,0.307,0.306,0.001,3.54,3.88,-0.345
"Eovaldi, Nathan",543135,2025,496,338,0.194,0.219,-0.0249999999999999,0.307,0.358,-0.0509999999999999,0.24,0.271,-0.031,1.73,3.0,-1.269
"Holmes, Grant",656550,2025,492,308,0.235,0.24,-0.005,0.387,0.414,-0.0269999999999999,0.316,0.329,-0.013,3.99,4.55,-0.559
"Povich, Cade",700249,2025,488,326,0.285,0.269,0.0159999999999999,0.465,0.495,-0.0299999999999999,0.349,0.356,-0.007,5.21,5.44,-0.232
"Senga, Kodai",673540,2025,482,313,0.224,0.225,-0.001,0.395,0.373,0.022,0.313,0.309,0.004,3.02,3.96,-0.942
"Bubic, Kris",663460,2025,476,318,0.227,0.221,0.006,0.332,0.333,-0.001,0.277,0.278,-0.001,2.55,3.16,-0.607
"Horton, Cade",690990,2025,476,339,0.219,0.236,-0.0169999999999999,0.333,0.406,-0.073,0.273,0.306,-0.0329999999999999,2.67,3.88,-1.211
"Roupp, Landen",694738,2025,476,326,0.268,0.248,0.02,0.4,0.408,-0.0079999999999999,0.325,0.319,0.006,3.8,4.24,-0.443
"Brown, Ben",676962,2025,472,315,0.279,0.254,0.025,0.467,0.45,0.017,0.345,0.329,0.0159999999999999,5.92,4.55,1.375
"Woods Richardson, Simeon",680573,2025,471,315,0.23,0.214,0.016,0.395,0.402,-0.007,0.308,0.304,0.004,4.04,3.82,0.222
"Cannon, Jonathan",686563,2025,466,335,0.278,0.271,0.007,0.494,0.485,0.009,0.358,0.354,0.004,5.82,5.37,0.447
"Kershaw, Clayton",477132,2025,463,342,0.243,0.25,-0.007,0.362,0.378,-0.016,0.292,0.303,-0.011,3.35,3.79,-0.435
"Kolek, Stephen",663568,2025,461,346,0.235,0.261,-0.026,0.341,0.407,-0.0659999999999999,0.28,0.321,-0.0409999999999999,3.52,4.3,-0.785
"Gusto, Ryan",687473,2025,453,315,0.28,0.25,0.03,0.462,0.446,0.016,0.348,0.33,0.0179999999999999,5.67,4.58,1.086
"Junk, Janson",676083,2025,447,353,0.266,0.277,-0.011,0.397,0.453,-0.0559999999999999,0.295,0.326,-0.031,4.17,4.45,-0.277
"Wentz, Joey",666214,2025,442,306,0.28,0.257,0.023,0.422,0.421,0.001,0.334,0.329,0.005,5.6,4.55,1.052
"Dollander, Chase",801403,2025,441,304,0.27,0.249,0.021,0.454,0.448,0.006,0.354,0.347,0.007,6.52,5.13,1.39
"Civale, Aaron",650644,2025,435,307,0.245,0.233,0.0119999999999999,0.434,0.423,0.011,0.323,0.314,0.009,4.85,4.1,0.753
"Schwellenbach, Spencer",680885,2025,434,306,0.217,0.252,-0.035,0.366,0.396,-0.03,0.266,0.294,-0.0279999999999999,3.09,3.56,-0.47
"Lauer, Eric",641778,2025,426,296,0.227,0.24,-0.0129999999999999,0.407,0.419,-0.012,0.295,0.306,-0.011,3.18,3.88,-0.698
"Rogers, Trevor",669432,2025,423,289,0.18,0.225,-0.045,0.263,0.376,-0.1129999999999999,0.226,0.288,-0.0619999999999999,1.8,3.41,-1.605
"Alexander, Tyler",641302,2025,423,308,0.277,0.28,-0.003,0.407,0.438,-0.031,0.318,0.332,-0.014,4.98,4.64,0.336
"Vasil, Mike",678024,2025,423,280,0.204,0.227,-0.023,0.312,0.368,-0.0559999999999999,0.284,0.312,-0.028,2.5,4.04,-1.545
"Greene, Hunter",668881,2025,420,260,0.192,0.202,-0.01,0.368,0.373,-0.005,0.267,0.273,-0.006,2.76,3.05,-0.291
"Mlodzinski, Carmen",669387,2025,419,299,0.265,0.261,0.004,0.39,0.396,-0.006,0.312,0.313,-0.001,3.54,4.07,-0.525
"Nola, Aaron",605400,2025,404,275,0.267,0.246,0.021,0.48,0.417,0.063,0.346,0.315,0.0309999999999999,6.01,4.13,1.881
"Burrows, Mike",681347,2025,402,269,0.243,0.247,-0.004,0.392,0.425,-0.0329999999999999,0.305,0.322,-0.017,3.94,4.33,-0.392
"Cantillo, Joey",676282,2025,401,251,0.218,0.229,-0.011,0.353,0.37,-0.017,0.289,0.3,-0.011,3.21,3.71,-0.5
"McGreevy, Michael",700241,2025,400,319,0.268,0.274,-0.006,0.426,0.457,-0.031,0.318,0.333,-0.015,4.42,4.67,-0.248
"Lopez, Jacob",682052,2025,399,241,0.23,0.211,0.019,0.403,0.37,0.033,0.317,0.297,0.02,4.08,3.64,0.439
"Ginn, J.T.",669372,2025,392,256,0.26,0.227,0.033,0.472,0.388,0.0839999999999999,0.344,0.301,0.0429999999999999,5.08,3.74,1.341
"Miller, Bryce",682243,2025,392,280,0.267,0.274,-0.007,0.483,0.463,0.0199999999999999,0.349,0.351,-0.002,5.68,5.27,0.409
"Newcomb, Sean",656794,2025,391,263,0.269,0.25,0.019,0.357,0.374,-0.017,0.306,0.306,0.0,2.73,3.88,-1.151
"Montero, Keider",672456,2025,389,284,0.268,0.26,0.008,0.445,0.446,-0.001,0.337,0.333,0.004,4.37,4.67,-0.302
"Hancock, Emerson",676106,2025,385,285,0.269,0.291,-0.0219999999999999,0.445,0.468,-0.023,0.339,0.358,-0.0189999999999999,4.9,5.51,-0.61
"Pérez, Eury",691587,2025,385,245,0.195,0.203,-0.008,0.358,0.366,-0.008,0.275,0.281,-0.006,4.25,3.23,1.018
"Ortiz, Luis",682847,2025,382,243,0.237,0.247,-0.01,0.386,0.442,-0.0559999999999999,0.312,0.336,-0.024,4.37,4.77,-0.405
"Soroka, Michael",647336,2025,379,240,0.216,0.209,0.007,0.374,0.351,0.023,0.302,0.293,0.009,4.52,3.53,0.987
"Gordon, Colton",676467,2025,379,286,0.293,0.266,0.0269999999999999,0.543,0.471,0.072,0.367,0.332,0.0349999999999999,5.34,4.64,0.697
"Spence, Mitch",687765,2025,375,278,0.281,0.284,-0.0029999999999999,0.48,0.508,-0.028,0.35,0.363,-0.013,5.1,5.7,-0.598
"Williams, Trevor",592866,2025,373,285,0.31,0.277,0.0329999999999999,0.477,0.435,0.0419999999999999,0.352,0.33,0.0219999999999999,6.21,4.58,1.626
"Glasnow, Tyler",607192,2025,366,214,0.177,0.203,-0.026,0.31,0.324,-0.014,0.266,0.285,-0.0189999999999999,3.19,3.33,-0.142
"Bido, Osvaldo",674370,2025,363,254,0.297,0.253,0.0439999999999999,0.537,0.487,0.05,0.384,0.354,0.03,5.87,5.37,0.504
"Leahy, Kyle",681517,2025,363,254,0.244,0.263,-0.019,0.338,0.417,-0.0789999999999999,0.281,0.326,-0.0449999999999999,3.07,4.45,-1.382
"Scherzer, Max",453286,2025,358,251,0.262,0.245,0.017,0.497,0.482,0.015,0.346,0.332,0.0139999999999999,5.19,4.64,0.548
"Matthews, Zebby",805673,2025,354,242,0.291,0.265,0.0259999999999999,0.449,0.447,0.002,0.338,0.333,0.005,5.56,4.67,0.889
"Evans, Logan",688138,2025,350,256,0.262,0.272,-0.01,0.447,0.466,-0.019,0.339,0.35,-0.0109999999999999,4.32,5.23,-0.914
"Latz, Jacob",656641,2025,348,235,0.223,0.246,-0.0229999999999999,0.355,0.395,-0.04,0.29,0.315,-0.025,2.84,4.13,-1.293
"Bellozo, Valente",678368,2025,348,266,0.269,0.26,0.009,0.465,0.51,-0.0449999999999999,0.339,0.35,-0.0109999999999999,4.65,5.23,-0.582
"Herget, Jimmy",623474,2025,347,233,0.233,0.217,0.016,0.346,0.353,-0.007,0.287,0.284,0.003,2.48,3.31,-0.826
"Mahle, Tyler",641816,2025,346,251,0.218,0.253,-0.035,0.31,0.413,-0.1029999999999999,0.265,0.319,-0.0539999999999999,2.18,4.24,-2.059
"Bivens, Spencer",702352,2025,343,252,0.269,0.247,0.022,0.408,0.395,0.0129999999999999,0.322,0.314,0.008,4.0,4.1,-0.1
"Gordon, Tanner",685299,2025,337,255,0.304,0.294,0.01,0.532,0.53,0.002,0.374,0.368,0.006,6.33,5.88,0.452
"Alexander, Jason",669920,2025,336,242,0.262,0.27,-0.008,0.469,0.444,0.0249999999999999,0.341,0.339,0.002,4.77,4.86,-0.088
"Casparius, Ben",676508,2025,333,238,0.254,0.24,0.014,0.41,0.393,0.0169999999999999,0.312,0.3,0.012,4.63,3.71,0.925
"Vargas, Carlos",672841,2025,331,247,0.273,0.247,0.026,0.421,0.371,0.0499999999999999,0.327,0.299,0.028,3.97,3.69,0.284
"Rutledge, Jackson",671131,2025,331,234,0.297,0.255,0.0419999999999999,0.515,0.448,0.067,0.374,0.335,0.0389999999999999,5.77,4.73,1.038
"Canning, Griffin",656288,2025,327,223,0.24,0.252,-0.012,0.363,0.435,-0.072,0.303,0.334,-0.031,3.77,4.7,-0.927
"Ferrer, Jose A.",678606,2025,324,230,0.276,0.252,0.024,0.381,0.354,0.027,0.31,0.294,0.016,4.48,3.56,0.92
"Bergert, Ryan",686701,2025,323,214,0.215,0.238,-0.0229999999999999,0.352,0.41,-0.0579999999999999,0.29,0.322,-0.032,3.65,4.33,-0.675
"Uceta, Edwin",670955,2025,321,183,0.22,0.219,0.001,0.39,0.395,-0.005,0.3,0.306,-0.006,3.79,3.88,-0.091
"Schmidt, Clarke",657376,2025,316,212,0.199,0.198,0.001,0.351,0.339,0.0119999999999999,0.277,0.272,0.005,3.32,3.02,0.298
"Hicks, Jordan",663855,2025,314,215,0.297,0.266,0.0309999999999999,0.442,0.382,0.06,0.364,0.331,0.0329999999999999,6.95,4.61,2.34
"Phillips, Tyler",663969,2025,313,235,0.226,0.24,-0.0139999999999999,0.352,0.37,-0.018,0.284,0.298,-0.014,2.78,3.66,-0.879
"Bazardo, Eduard",660825,2025,313,202,0.189,0.206,-0.0169999999999999,0.311,0.359,-0.0479999999999999,0.252,0.285,-0.0329999999999999,2.52,3.33,-0.813
"Peralta, Wandy",593974,2025,313,218,0.238,0.253,-0.015,0.354,0.386,-0.032,0.293,0.311,-0.018,3.14,4.02,-0.88
"Holton, Tyler",663947,2025,312,231,0.226,0.25,-0.0239999999999999,0.408,0.414,-0.006,0.288,0.303,-0.015,3.66,3.79,-0.129
"López, Pablo",641154,2025,312,215,0.225,0.249,-0.0239999999999999,0.34,0.398,-0.0579999999999999,0.274,0.309,-0.0349999999999999,2.74,3.96,-1.224
"Matz, Steven",571927,2025,309,237,0.249,0.233,0.0159999999999999,0.396,0.404,-0.008,0.291,0.287,0.004,3.05,3.38,-0.328
"Eflin, Zach",621107,2025,309,244,0.304,0.265,0.0389999999999999,0.557,0.469,0.088,0.378,0.327,0.0509999999999999,5.93,4.48,1.45
"King, Michael",650633,2025,308,202,0.224,0.233,-0.009,0.397,0.427,-0.0299999999999999,0.305,0.32,-0.015,3.44,4.27,-0.834
"Kinley, Tyler",641755,2025,308,199,0.196,0.22,-0.0239999999999999,0.304,0.355,-0.0509999999999999,0.263,0.293,-0.0299999999999999,3.96,3.53,0.433
"Dreyer, Jack",676263,2025,307,209,0.203,0.2,0.003,0.312,0.33,-0.018,0.247,0.257,-0.01,2.95,2.69,0.258
"Eisert, Brandon",685126,2025,306,202,0.276,0.238,0.038,0.496,0.418,0.078,0.353,0.314,0.0389999999999999,4.39,4.1,0.292
"Megill, Tylor",656731,2025,305,176,0.23,0.22,0.01,0.345,0.348,-0.003,0.303,0.306,-0.003,3.95,3.88,0.071
"Estrada, Jeremiah",669093,2025,304,166,0.216,0.182,0.034,0.39,0.325,0.065,0.295,0.26,0.0349999999999999,3.45,2.76,0.692
