"last_name, first_name",player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff
"Choo, Shin-Soo",425783,2019,660,399,0.265,0.263,0.002,0.455,0.474,-0.0189999999999999,0.353,0.362,-0.009
"Donaldson, Josh",518626,2019,659,396,0.259,0.262,-0.003,0.521,0.53,-0.009,0.377,0.385,-0.008
"Soto, Juan",665742,2019,659,416,0.282,0.285,-0.003,0.548,0.575,-0.0269999999999999,0.394,0.409,-0.0149999999999999
"Martinez, J.D.",502110,2019,657,442,0.304,0.306,-0.002,0.557,0.575,-0.0179999999999999,0.386,0.4,-0.014
"Eaton, Adam",594809,2019,656,472,0.279,0.256,0.023,0.428,0.406,0.0219999999999999,0.342,0.328,0.014
"Story, Trevor",596115,2019,656,417,0.294,0.26,0.0339999999999999,0.554,0.464,0.09,0.38,0.341,0.0389999999999999
"LeMahieu, DJ",518934,2019,655,517,0.327,0.317,0.01,0.518,0.524,-0.006,0.375,0.378,-0.003
"Rosario, Amed",642708,2019,655,497,0.287,0.283,0.004,0.432,0.416,0.016,0.318,0.317,0.001
"Pham, Tommy",502054,2019,654,445,0.273,0.27,0.003,0.45,0.455,-0.005,0.349,0.354,-0.005
"Lindor, Francisco",596019,2019,654,507,0.284,0.273,0.0109999999999999,0.518,0.464,0.0539999999999999,0.349,0.333,0.0159999999999999
"Fletcher, David",664058,2019,653,534,0.29,0.292,-0.002,0.384,0.371,0.013,0.318,0.319,-0.001
"Andrus, Elvis",462101,2019,648,514,0.275,0.271,0.004,0.393,0.401,-0.008,0.3,0.311,-0.011
"Conforto, Michael",624424,2019,648,405,0.257,0.262,-0.005,0.494,0.507,-0.013,0.358,0.371,-0.013
"Rendon, Anthony",543685,2019,646,468,0.319,0.31,0.009,0.598,0.59,0.008,0.413,0.414,-0.001
"Pillar, Kevin",607680,2019,645,529,0.259,0.262,-0.003,0.432,0.411,0.021,0.298,0.3,-0.002
"Brantley, Michael",488726,2019,637,513,0.311,0.293,0.018,0.503,0.473,0.03,0.367,0.357,0.01
"Bryant, Kris",592178,2019,634,400,0.282,0.247,0.0349999999999999,0.521,0.463,0.0579999999999999,0.379,0.349,0.03
"Blackmon, Charlie",453568,2019,634,481,0.314,0.295,0.019,0.576,0.525,0.0509999999999999,0.387,0.367,0.02
"Gordon, Alex",460086,2019,633,463,0.266,0.255,0.011,0.396,0.422,-0.0259999999999999,0.319,0.33,-0.011
"Grandal, Yasmani",518735,2019,632,379,0.246,0.241,0.005,0.468,0.475,-0.0069999999999999,0.361,0.366,-0.005
"Calhoun, Kole",594777,2019,632,392,0.232,0.241,-0.0089999999999999,0.467,0.471,-0.0039999999999999,0.33,0.339,-0.009
"Grichuk, Randal",545341,2019,628,425,0.232,0.236,-0.0039999999999999,0.457,0.428,0.029,0.307,0.304,0.003
"Marte, Ketel",606466,2019,628,485,0.329,0.3,0.029,0.592,0.525,0.0669999999999999,0.405,0.375,0.03
"Ahmed, Nick",605113,2019,625,456,0.254,0.256,-0.002,0.437,0.422,0.015,0.315,0.321,-0.006
"Cain, Lorenzo",456715,2019,623,460,0.26,0.287,-0.0269999999999999,0.372,0.414,-0.0419999999999999,0.302,0.335,-0.033
"García, Leury",544725,2019,618,452,0.279,0.242,0.037,0.378,0.351,0.027,0.294,0.272,0.0219999999999999
"Segura, Jean",516416,2019,618,507,0.28,0.27,0.01,0.42,0.401,0.0189999999999999,0.315,0.31,0.005
"Robles, Victor",645302,2019,617,417,0.255,0.231,0.0239999999999999,0.419,0.368,0.0509999999999999,0.317,0.294,0.023
"Belt, Brandon",474832,2019,616,403,0.234,0.242,-0.0079999999999999,0.403,0.457,-0.0539999999999999,0.319,0.346,-0.0269999999999999
"Benintendi, Andrew",643217,2019,615,409,0.266,0.261,0.005,0.431,0.454,-0.023,0.33,0.338,-0.008
"Bell, Josh",605137,2019,613,416,0.277,0.281,-0.004,0.569,0.557,0.0119999999999999,0.378,0.383,-0.005
"Rizzo, Anthony",519203,2019,613,429,0.293,0.297,-0.004,0.52,0.487,0.033,0.39,0.388,0.002
"Gurriel, Yuli",493329,2019,612,505,0.298,0.28,0.0179999999999999,0.541,0.415,0.126,0.364,0.321,0.0429999999999999
"Puig, Yasiel",624577,2019,611,426,0.267,0.256,0.011,0.458,0.451,0.007,0.33,0.328,0.002
"Schwarber, Kyle",656941,2019,610,379,0.25,0.264,-0.014,0.531,0.555,-0.024,0.357,0.376,-0.019
"Frazier, Adam",624428,2019,608,484,0.278,0.275,0.003,0.417,0.403,0.0139999999999999,0.32,0.318,0.002
"Votto, Joey",458015,2019,608,405,0.261,0.259,0.002,0.411,0.446,-0.035,0.332,0.347,-0.0149999999999999
"Torres, Gleyber",650402,2019,604,424,0.278,0.259,0.019,0.535,0.492,0.043,0.358,0.34,0.0179999999999999
"Walker, Christian",572233,2019,603,375,0.259,0.262,-0.003,0.476,0.516,-0.04,0.346,0.364,-0.018
"Trout, Mike",545361,2019,600,354,0.291,0.31,-0.019,0.645,0.678,-0.033,0.436,0.46,-0.024
"Núñez, Renato",600524,2019,599,402,0.244,0.252,-0.008,0.46,0.471,-0.0109999999999999,0.323,0.335,-0.012
"Kepler, Max",596146,2019,596,429,0.252,0.259,-0.007,0.519,0.458,0.061,0.355,0.343,0.0119999999999999
"Realmuto, J.T.",592663,2019,593,423,0.275,0.273,0.002,0.493,0.469,0.024,0.34,0.341,-0.001
"Meadows, Austin",640457,2019,591,399,0.291,0.282,0.009,0.558,0.545,0.013,0.38,0.375,0.005
"Rosario, Eddie",592696,2019,590,482,0.276,0.26,0.016,0.5,0.494,0.006,0.329,0.327,0.002
"Muncy, Max",571970,2019,589,342,0.251,0.261,-0.01,0.515,0.51,0.005,0.372,0.38,-0.008
"Heyward, Jason",518792,2019,589,406,0.251,0.255,-0.004,0.429,0.396,0.0329999999999999,0.328,0.323,0.005
"Galvis, Freddy",520471,2019,589,415,0.26,0.235,0.025,0.438,0.384,0.0539999999999999,0.307,0.28,0.0269999999999999
"Dozier, Hunter",641531,2019,586,380,0.279,0.26,0.019,0.522,0.468,0.0539999999999999,0.36,0.338,0.0219999999999999
"Marte, Starling",516782,2019,586,451,0.295,0.297,-0.002,0.503,0.507,-0.004,0.353,0.362,-0.009
"Moustakas, Mike",519058,2019,584,427,0.254,0.26,-0.006,0.516,0.503,0.013,0.348,0.35,-0.002
"Adames, Willy",642715,2019,584,382,0.254,0.25,0.004,0.418,0.437,-0.019,0.313,0.32,-0.007
"Odor, Rougned",596059,2019,581,346,0.205,0.221,-0.016,0.439,0.464,-0.025,0.302,0.321,-0.019
"Yelich, Christian",592885,2019,580,374,0.329,0.31,0.019,0.671,0.624,0.047,0.442,0.426,0.016
"Fowler, Dexter",451594,2019,574,350,0.238,0.25,-0.012,0.409,0.421,-0.012,0.326,0.34,-0.014
"Turner, Trea",607208,2019,569,410,0.298,0.279,0.0189999999999999,0.497,0.455,0.0419999999999999,0.356,0.339,0.0169999999999999
"McNeil, Jeff",643446,2019,567,436,0.318,0.283,0.035,0.531,0.465,0.066,0.384,0.35,0.034
"Bradley Jr., Jackie",598265,2019,567,344,0.225,0.228,-0.003,0.421,0.417,0.004,0.314,0.318,-0.004
"Smith, Mallex",605480,2019,566,372,0.227,0.202,0.0249999999999999,0.335,0.285,0.05,0.278,0.256,0.022
"Báez, Javier",595879,2019,561,377,0.281,0.26,0.021,0.531,0.5,0.031,0.347,0.332,0.0149999999999999
"Crawford, Brandon",543063,2019,560,387,0.228,0.238,-0.0099999999999999,0.35,0.395,-0.045,0.281,0.306,-0.0249999999999999
"Moncada, Yoán",660162,2019,559,361,0.315,0.282,0.033,0.548,0.518,0.03,0.379,0.358,0.021
"Vogelbach, Daniel",596129,2019,558,315,0.208,0.224,-0.016,0.439,0.44,-0.001,0.333,0.345,-0.0119999999999999
"Springer, George",543807,2019,556,370,0.292,0.283,0.009,0.591,0.578,0.013,0.4,0.4,0.0
"Sánchez, Yolmer",570560,2019,555,389,0.252,0.23,0.0219999999999999,0.321,0.315,0.006,0.281,0.274,0.007
"Gardner, Brett",458731,2019,550,386,0.251,0.235,0.016,0.503,0.367,0.136,0.344,0.299,0.0449999999999999
"Reddick, Josh",502210,2019,550,445,0.275,0.275,0.0,0.409,0.398,0.0109999999999999,0.308,0.316,-0.008
"Alberto, Hanser",593643,2019,550,480,0.305,0.279,0.0259999999999999,0.422,0.392,0.0299999999999999,0.318,0.3,0.018
"Ozuna, Marcell",542303,2019,549,372,0.241,0.28,-0.039,0.472,0.528,-0.056,0.336,0.375,-0.0389999999999999
"Turner, Justin",457759,2019,549,396,0.29,0.286,0.004,0.509,0.516,-0.007,0.37,0.377,-0.007
"Wong, Kolten",543939,2019,549,406,0.285,0.242,0.0429999999999999,0.423,0.349,0.074,0.334,0.297,0.037
"Cabrera, Miguel",408234,2019,549,390,0.282,0.271,0.0109999999999999,0.398,0.436,-0.0379999999999999,0.318,0.331,-0.013
"Altuve, Jose",514888,2019,548,422,0.298,0.268,0.0299999999999999,0.55,0.484,0.066,0.374,0.344,0.03
"Reyes, Franmil",614177,2019,548,345,0.249,0.259,-0.01,0.512,0.535,-0.023,0.338,0.359,-0.0209999999999999
"Olson, Matt",621566,2019,547,346,0.267,0.278,-0.011,0.545,0.578,-0.0329999999999999,0.368,0.388,-0.02
"Reynolds, Bryan",668804,2019,546,373,0.314,0.293,0.021,0.503,0.474,0.029,0.371,0.359,0.012
"Arcia, Orlando",606115,2019,546,393,0.223,0.222,0.001,0.35,0.351,-0.001,0.269,0.277,-0.008
"Pujols, Albert",405395,2019,545,431,0.244,0.251,-0.007,0.43,0.428,0.002,0.308,0.319,-0.011
"Swanson, Dansby",621020,2019,545,365,0.251,0.271,-0.02,0.422,0.477,-0.0549999999999999,0.317,0.35,-0.0329999999999999
"Ramírez, José",608070,2019,542,414,0.255,0.267,-0.012,0.479,0.461,0.0179999999999999,0.334,0.342,-0.008
"Seager, Corey",608369,2019,541,395,0.272,0.254,0.018,0.483,0.455,0.0279999999999999,0.34,0.328,0.012
"McMahon, Ryan",641857,2019,539,322,0.25,0.243,0.007,0.45,0.429,0.021,0.33,0.325,0.005
"Davis, Khris",501981,2019,533,337,0.22,0.232,-0.012,0.387,0.435,-0.0479999999999999,0.289,0.317,-0.028
"Newman, Kevin",621028,2019,531,434,0.308,0.273,0.0349999999999999,0.446,0.374,0.072,0.339,0.303,0.036
"Iglesias, Jose",578428,2019,530,437,0.288,0.264,0.0239999999999999,0.407,0.36,0.0469999999999999,0.306,0.284,0.022
"García, Avisaíl",541645,2019,530,367,0.282,0.271,0.0109999999999999,0.464,0.492,-0.0279999999999999,0.334,0.343,-0.009
"Jones, Adam",430945,2019,528,387,0.26,0.257,0.003,0.414,0.432,-0.018,0.308,0.319,-0.011
"Rojas, Miguel",500743,2019,526,427,0.284,0.266,0.0179999999999999,0.379,0.364,0.015,0.305,0.299,0.006
"Ramos, Wilson",467092,2019,524,407,0.288,0.262,0.0259999999999999,0.416,0.398,0.0179999999999999,0.327,0.314,0.013
"Cruz, Nelson",443558,2019,521,326,0.311,0.29,0.021,0.639,0.637,0.002,0.417,0.415,0.002
"Vázquez, Christian",543877,2019,521,387,0.276,0.247,0.029,0.477,0.438,0.0389999999999999,0.331,0.31,0.021
"Anderson, Brian",605119,2019,520,348,0.261,0.253,0.008,0.468,0.453,0.015,0.342,0.339,0.003
"Profar, Jurickson",595777,2019,518,387,0.218,0.25,-0.032,0.41,0.431,-0.021,0.301,0.328,-0.027
"Anderson, Tim",641313,2019,518,391,0.335,0.283,0.052,0.508,0.45,0.0579999999999999,0.363,0.321,0.0419999999999999
"Guerrero Jr., Vladimir",665489,2019,514,375,0.272,0.261,0.011,0.433,0.44,-0.007,0.329,0.333,-0.004
"Pederson, Joc",592626,2019,514,341,0.249,0.245,0.004,0.538,0.474,0.064,0.362,0.344,0.018
"Cabrera, Asdrúbal",452678,2019,514,351,0.26,0.238,0.022,0.441,0.408,0.033,0.331,0.317,0.014
"Kipnis, Jason",543401,2019,511,381,0.245,0.256,-0.011,0.41,0.419,-0.009,0.301,0.316,-0.015
"Santana, Danny",542454,2019,511,328,0.283,0.277,0.0059999999999999,0.534,0.504,0.03,0.352,0.345,0.007
"Voit, Luke",572228,2019,510,288,0.263,0.249,0.014,0.464,0.502,-0.0379999999999999,0.36,0.368,-0.008
"Braun, Ryan",460075,2019,508,357,0.285,0.266,0.0189999999999999,0.505,0.47,0.035,0.354,0.339,0.0149999999999999
"Longoria, Evan",446334,2019,508,346,0.254,0.269,-0.015,0.437,0.491,-0.0539999999999999,0.322,0.351,-0.0289999999999999
"Santana, Domingo",570267,2019,507,289,0.253,0.25,0.003,0.441,0.478,-0.0369999999999999,0.326,0.342,-0.016
"Jiménez, Eloy",650391,2019,504,336,0.267,0.261,0.006,0.513,0.515,-0.002,0.343,0.347,-0.0039999999999999
"Moran, Colin",592567,2019,503,353,0.277,0.26,0.017,0.429,0.437,-0.008,0.315,0.314,0.001
"Smoak, Justin",475253,2019,500,309,0.208,0.249,-0.041,0.406,0.491,-0.0849999999999999,0.323,0.368,-0.0449999999999999
"Kingery, Scott",664068,2019,500,314,0.258,0.246,0.012,0.474,0.434,0.0399999999999999,0.329,0.316,0.013
"Cron, C.J.",543068,2019,499,353,0.253,0.274,-0.021,0.469,0.548,-0.079,0.325,0.366,-0.0409999999999999
"Frazier, Todd",453943,2019,499,341,0.251,0.234,0.0169999999999999,0.443,0.408,0.035,0.328,0.312,0.016
"Canha, Mark",592192,2019,497,305,0.273,0.245,0.028,0.517,0.465,0.0519999999999999,0.386,0.362,0.024
"Renfroe, Hunter",592669,2019,494,292,0.216,0.22,-0.004,0.489,0.455,0.0339999999999999,0.32,0.314,0.006
"Carpenter, Matt",572761,2019,492,293,0.226,0.216,0.01,0.392,0.403,-0.011,0.315,0.321,-0.006
"Panik, Joe",605412,2019,491,397,0.244,0.253,-0.009,0.336,0.374,-0.0379999999999999,0.284,0.306,-0.022
"Myers, Wil",571976,2019,490,269,0.239,0.23,0.0089999999999999,0.418,0.43,-0.012,0.316,0.319,-0.003
"Choi, Ji Man",596847,2019,487,309,0.261,0.26,0.001,0.459,0.492,-0.0329999999999999,0.348,0.365,-0.017
"Encarnación, Edwin",429665,2019,486,318,0.244,0.245,-0.001,0.531,0.52,0.011,0.362,0.365,-0.003
"Mercado, Óscar",640458,2019,482,365,0.269,0.259,0.01,0.443,0.401,0.0419999999999999,0.321,0.308,0.013
"Dozier, Brian",572821,2019,482,312,0.238,0.235,0.003,0.43,0.426,0.004,0.329,0.33,-0.001
"Narváez, Omar",553882,2019,482,339,0.278,0.259,0.019,0.46,0.429,0.031,0.345,0.33,0.0149999999999999
"Desmond, Ian",435622,2019,482,327,0.255,0.27,-0.015,0.479,0.478,0.001,0.328,0.339,-0.011
"Grossman, Robbie",543257,2019,482,336,0.24,0.263,-0.023,0.348,0.382,-0.034,0.299,0.326,-0.027
"Laureano, Ramón",657656,2019,481,320,0.288,0.268,0.0199999999999999,0.521,0.484,0.037,0.356,0.342,0.0139999999999999
"Kiermaier, Kevin",595281,2019,480,345,0.228,0.243,-0.0149999999999999,0.398,0.395,0.003,0.284,0.296,-0.012
"Murphy, Daniel",502517,2019,478,368,0.279,0.249,0.03,0.452,0.369,0.083,0.328,0.29,0.038
"Urshela, Gio",570482,2019,476,359,0.314,0.286,0.028,0.534,0.497,0.037,0.369,0.348,0.021
"McCann, James",543510,2019,476,303,0.273,0.257,0.016,0.46,0.447,0.013,0.333,0.323,0.01
"Goodrum, Niko",592348,2019,472,287,0.248,0.237,0.011,0.421,0.387,0.0339999999999999,0.315,0.303,0.012
"Mazara, Nomar",608577,2019,469,327,0.268,0.266,0.002,0.469,0.483,-0.014,0.327,0.338,-0.011
"Markakis, Nick",455976,2019,469,361,0.285,0.298,-0.013,0.42,0.43,-0.01,0.332,0.35,-0.0179999999999999
"Alfaro, Jorge",595751,2019,465,279,0.262,0.251,0.011,0.425,0.46,-0.035,0.312,0.324,-0.012
"Hernández, Teoscar",606192,2019,464,265,0.23,0.215,0.015,0.472,0.447,0.0249999999999999,0.325,0.312,0.013
"Schoop, Jonathan",570731,2019,464,318,0.256,0.25,0.006,0.473,0.438,0.0349999999999999,0.324,0.314,0.01
"Gonzalez, Marwin",503556,2019,463,328,0.264,0.262,0.002,0.414,0.436,-0.022,0.313,0.323,-0.01
"Hernández, Enrique",571771,2019,460,321,0.237,0.239,-0.002,0.411,0.398,0.0129999999999999,0.301,0.304,-0.003
"Thames, Eric",519346,2019,459,258,0.247,0.222,0.0249999999999999,0.505,0.429,0.076,0.354,0.324,0.0299999999999999
"Goodwin, Brian",571718,2019,458,288,0.262,0.231,0.031,0.47,0.405,0.0649999999999999,0.332,0.303,0.029
"Davis, J.D.",605204,2019,453,315,0.307,0.308,-0.001,0.527,0.541,-0.014,0.373,0.383,-0.01
"Dyson, Jarrod",502481,2019,452,317,0.23,0.22,0.01,0.32,0.294,0.026,0.281,0.273,0.008
"Molina, Yadier",425877,2019,452,366,0.27,0.271,-0.001,0.399,0.435,-0.0359999999999999,0.303,0.322,-0.019
"Pérez, Roberto",547379,2019,449,273,0.239,0.222,0.0169999999999999,0.452,0.444,0.008,0.326,0.321,0.005
"Judge, Aaron",592450,2019,447,238,0.272,0.278,-0.006,0.54,0.582,-0.0419999999999999,0.382,0.402,-0.02
"Drury, Brandon",592273,2019,447,308,0.218,0.246,-0.0279999999999999,0.38,0.423,-0.0429999999999999,0.271,0.306,-0.0349999999999999
"Tapia, Raimel",606132,2019,447,326,0.275,0.251,0.024,0.415,0.371,0.0439999999999999,0.307,0.285,0.022
"Ramírez, Harold",623912,2019,446,331,0.276,0.263,0.013,0.416,0.401,0.0149999999999999,0.308,0.301,0.007
"Sánchez, Gary",596142,2019,446,272,0.232,0.251,-0.0189999999999999,0.525,0.564,-0.0389999999999999,0.346,0.373,-0.027
"Posey, Buster",457763,2019,445,336,0.257,0.248,0.009,0.368,0.408,-0.0399999999999999,0.298,0.31,-0.012
"Seager, Kyle",572122,2019,443,309,0.239,0.258,-0.019,0.468,0.487,-0.0189999999999999,0.332,0.35,-0.0179999999999999
"Mondesi, Adalberto",609275,2019,443,292,0.263,0.233,0.03,0.424,0.382,0.0419999999999999,0.298,0.283,0.015
"Sogard, Eric",519299,2019,442,339,0.29,0.267,0.0229999999999999,0.457,0.376,0.081,0.342,0.31,0.032
"Margot, Manuel",622534,2019,441,313,0.234,0.221,0.013,0.387,0.329,0.0579999999999999,0.296,0.276,0.0199999999999999
"Sanó, Miguel",593934,2019,439,222,0.247,0.235,0.012,0.576,0.55,0.0259999999999999,0.378,0.368,0.01
"Chirinos, Robinson",455139,2019,437,248,0.238,0.214,0.0239999999999999,0.443,0.391,0.0519999999999999,0.336,0.316,0.02
"Biggio, Cavan",624415,2019,430,233,0.234,0.239,-0.0049999999999999,0.429,0.424,0.005,0.343,0.346,-0.0029999999999999
"Franco, Maikel",596748,2019,428,331,0.234,0.245,-0.0109999999999999,0.409,0.42,-0.011,0.281,0.298,-0.0169999999999999
"Ohtani, Shohei",660271,2019,425,278,0.286,0.28,0.0059999999999999,0.505,0.487,0.018,0.352,0.35,0.002
"Simmons, Andrelton",592743,2019,424,361,0.264,0.243,0.021,0.364,0.327,0.0369999999999999,0.29,0.273,0.0169999999999999
"Bauers, Jake",641343,2019,423,260,0.226,0.222,0.004,0.371,0.352,0.019,0.296,0.293,0.003
"Canó, Robinson",429664,2019,423,324,0.256,0.28,-0.024,0.428,0.448,-0.02,0.308,0.33,-0.022
"Peralta, David",444482,2019,423,296,0.275,0.246,0.029,0.461,0.379,0.082,0.338,0.304,0.034
"Cooper, Garrett",643265,2019,421,273,0.281,0.27,0.011,0.446,0.467,-0.021,0.337,0.345,-0.0079999999999999
"Strange-Gordon, Dee",543829,2019,421,341,0.275,0.25,0.025,0.359,0.31,0.0489999999999999,0.282,0.263,0.0189999999999999
"Dixon, Brandon",641525,2019,420,259,0.248,0.237,0.011,0.435,0.445,-0.01,0.303,0.308,-0.005
"Stewart, Christin",621514,2019,416,272,0.233,0.247,-0.0139999999999999,0.388,0.436,-0.0479999999999999,0.294,0.321,-0.027
"Taylor, Chris",621035,2019,414,258,0.262,0.233,0.0289999999999999,0.462,0.383,0.079,0.331,0.299,0.032
"Senzel, Nick",669222,2019,414,275,0.256,0.239,0.017,0.427,0.407,0.02,0.315,0.305,0.01
"Ruiz, Rio",547004,2019,413,285,0.232,0.23,0.002,0.376,0.355,0.021,0.294,0.292,0.002
"Dahl, David",621311,2019,413,271,0.302,0.266,0.0359999999999999,0.524,0.483,0.041,0.364,0.341,0.0229999999999999
"Wolters, Tony",547172,2019,411,299,0.262,0.248,0.014,0.329,0.32,0.009,0.29,0.286,0.004
"Yastrzemski, Mike",573262,2019,411,268,0.272,0.252,0.02,0.518,0.504,0.014,0.353,0.342,0.0109999999999999
"Tellez, Rowdy",642133,2019,409,257,0.227,0.25,-0.0229999999999999,0.449,0.477,-0.0279999999999999,0.308,0.335,-0.027
"Contreras, Willson",575929,2019,409,260,0.272,0.247,0.025,0.533,0.482,0.051,0.368,0.347,0.021
"DeShields, Delino",592261,2019,408,267,0.249,0.215,0.034,0.347,0.314,0.0329999999999999,0.295,0.273,0.0219999999999999
"Bader, Harrison",664056,2019,406,233,0.205,0.21,-0.005,0.366,0.401,-0.035,0.293,0.312,-0.019
"Rengifo, Luis",650859,2019,406,268,0.238,0.235,0.003,0.364,0.367,-0.003,0.298,0.306,-0.008
"Santander, Anthony",623993,2019,405,298,0.261,0.26,0.001,0.476,0.46,0.0159999999999999,0.321,0.319,0.002
"Peraza, José",606299,2019,403,320,0.239,0.266,-0.027,0.346,0.362,-0.016,0.272,0.297,-0.0249999999999999
"Lopez, Nicky",670032,2019,402,332,0.24,0.223,0.0169999999999999,0.325,0.282,0.043,0.26,0.242,0.018
"Cabrera, Melky",466320,2019,397,338,0.28,0.278,0.002,0.399,0.379,0.02,0.301,0.298,0.003
"Crawford, J.P.",641487,2019,396,268,0.226,0.233,-0.007,0.371,0.334,0.0369999999999999,0.296,0.292,0.004
"Piscotty, Stephen",572039,2019,393,277,0.249,0.248,0.001,0.412,0.431,-0.019,0.306,0.318,-0.012
"Smith Jr., Dwight",596105,2019,392,280,0.241,0.236,0.005,0.412,0.369,0.0429999999999999,0.299,0.29,0.009
"d'Arnaud, Travis",518595,2019,391,272,0.251,0.261,-0.01,0.433,0.454,-0.021,0.314,0.335,-0.021
"Candelario, Jeimer",600869,2019,386,237,0.203,0.231,-0.0279999999999999,0.337,0.369,-0.0319999999999999,0.283,0.308,-0.025
"Jansen, Danny",643376,2019,384,270,0.207,0.243,-0.036,0.36,0.415,-0.0549999999999999,0.275,0.312,-0.0369999999999999
"Winker, Jesse",608385,2019,384,278,0.269,0.274,-0.005,0.473,0.435,0.0379999999999999,0.351,0.346,0.005
"Chavis, Michael",656308,2019,382,220,0.254,0.222,0.032,0.444,0.416,0.028,0.323,0.302,0.021
"Walker, Neil",435522,2019,381,261,0.261,0.267,-0.006,0.395,0.429,-0.0339999999999999,0.319,0.339,-0.02
"Verdugo, Alex",657077,2019,377,300,0.294,0.289,0.005,0.475,0.458,0.0169999999999999,0.341,0.339,0.002
"Maldonado, Martín",455117,2019,374,250,0.213,0.215,-0.002,0.378,0.387,-0.009,0.288,0.297,-0.009
"Martínez, José A.",500874,2019,373,254,0.269,0.273,-0.004,0.41,0.469,-0.059,0.323,0.348,-0.0249999999999999
"Tatis Jr., Fernando",665487,2019,372,227,0.317,0.256,0.061,0.59,0.491,0.0989999999999999,0.398,0.347,0.051
"Garcia, Greg",594824,2019,372,231,0.248,0.217,0.031,0.354,0.301,0.0529999999999999,0.319,0.294,0.025
