"last_name, first_name",player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff
"Ohtani, Shohei",660271,2022,666,428,0.273,0.274,-0.001,0.519,0.569,-0.0499999999999999,0.37,0.387,-0.017
"Soto, Juan",665742,2022,664,428,0.242,0.263,-0.021,0.452,0.516,-0.064,0.376,0.403,-0.027
"Seager, Corey",608369,2022,663,495,0.245,0.278,-0.033,0.455,0.524,-0.069,0.331,0.373,-0.0419999999999999
"Profar, Jurickson",595777,2022,658,478,0.243,0.25,-0.007,0.391,0.371,0.02,0.32,0.318,0.002
"García, Adolis",666969,2022,657,428,0.25,0.242,0.008,0.456,0.467,-0.011,0.324,0.326,-0.002
"Bregman, Alex",608324,2022,656,481,0.259,0.256,0.003,0.454,0.442,0.012,0.358,0.357,0.001
"Goldschmidt, Paul",502671,2022,651,424,0.317,0.262,0.0549999999999999,0.578,0.503,0.0749999999999999,0.419,0.372,0.0469999999999999
"Santander, Anthony",623993,2022,647,457,0.24,0.255,-0.015,0.455,0.492,-0.0369999999999999,0.336,0.356,-0.0199999999999999
"Bell, Josh",605137,2022,647,456,0.266,0.267,-0.001,0.422,0.428,-0.006,0.344,0.347,-0.003
"Arozarena, Randy",668227,2022,645,432,0.263,0.228,0.035,0.445,0.386,0.059,0.336,0.299,0.037
"Lowe, Nathaniel",663993,2022,645,446,0.302,0.273,0.0289999999999999,0.492,0.47,0.022,0.368,0.346,0.022
"Machado, Manny",592518,2022,644,447,0.298,0.263,0.0349999999999999,0.531,0.469,0.062,0.382,0.345,0.037
"Verdugo, Alex",657077,2022,644,513,0.28,0.275,0.005,0.405,0.443,-0.0379999999999999,0.319,0.332,-0.013
"Happ, Ian",664023,2022,641,428,0.271,0.239,0.032,0.44,0.396,0.0439999999999999,0.339,0.312,0.027
"Betts, Mookie",605141,2022,639,472,0.269,0.252,0.017,0.533,0.484,0.049,0.373,0.348,0.025
"Kwan, Steven",680757,2022,638,509,0.298,0.269,0.0289999999999999,0.4,0.35,0.05,0.341,0.315,0.026
"Witt Jr., Bobby",677951,2022,632,461,0.254,0.252,0.002,0.428,0.444,-0.016,0.311,0.318,-0.007
"Cron, C.J.",543068,2022,632,416,0.257,0.239,0.018,0.468,0.441,0.027,0.335,0.319,0.016
"Bogaerts, Xander",593428,2022,631,446,0.307,0.258,0.0489999999999999,0.456,0.393,0.063,0.363,0.325,0.0379999999999999
"Bohm, Alec",664761,2022,631,486,0.28,0.287,-0.0069999999999999,0.398,0.445,-0.0469999999999999,0.31,0.334,-0.024
"Edman, Tommy",669242,2022,630,468,0.265,0.257,0.008,0.4,0.398,0.002,0.318,0.314,0.004
"Suárez, Eugenio",553993,2022,629,352,0.236,0.22,0.0159999999999999,0.459,0.473,-0.0139999999999999,0.344,0.344,0.0
"Pham, Tommy",502054,2022,622,392,0.236,0.236,0.0,0.374,0.394,-0.02,0.304,0.314,-0.01
"Chapman, Matt",656305,2022,621,373,0.229,0.233,-0.004,0.433,0.456,-0.023,0.331,0.345,-0.0139999999999999
"Arenado, Nolan",571448,2022,620,489,0.293,0.263,0.0299999999999999,0.533,0.464,0.069,0.381,0.343,0.0379999999999999
"Adames, Willy",642715,2022,617,401,0.238,0.237,0.001,0.458,0.469,-0.0109999999999999,0.325,0.329,-0.004
"Hernández, César",514917,2022,617,451,0.248,0.249,-0.001,0.318,0.342,-0.024,0.283,0.295,-0.012
"Reynolds, Bryan",668804,2022,614,403,0.262,0.249,0.013,0.461,0.43,0.031,0.349,0.332,0.0169999999999999
"Devers, Rafael",646240,2022,614,444,0.295,0.28,0.0149999999999999,0.521,0.514,0.007,0.373,0.365,0.008
"France, Ty",664034,2022,613,462,0.274,0.26,0.014,0.436,0.409,0.027,0.337,0.323,0.014
"Murphy, Sean",669221,2022,612,418,0.25,0.252,-0.002,0.426,0.453,-0.027,0.331,0.346,-0.0149999999999999
"Tucker, Kyle",663656,2022,609,451,0.257,0.263,-0.006,0.478,0.51,-0.032,0.348,0.362,-0.014
"Mountcastle, Ryan",663624,2022,609,408,0.25,0.274,-0.024,0.423,0.522,-0.099,0.316,0.363,-0.0469999999999999
"Altuve, Jose",514888,2022,604,441,0.3,0.268,0.0319999999999999,0.533,0.452,0.081,0.397,0.356,0.041
"Arraez, Luis",650333,2022,603,507,0.316,0.289,0.027,0.42,0.429,-0.009,0.35,0.341,0.0089999999999999
"Crawford, J.P.",641487,2022,603,445,0.243,0.256,-0.013,0.336,0.346,-0.0099999999999999,0.306,0.318,-0.012
"Flores, Wilmer",527038,2022,602,429,0.229,0.231,-0.002,0.394,0.381,0.013,0.312,0.312,0.0
"Frazier, Adam",624428,2022,602,478,0.238,0.262,-0.024,0.311,0.347,-0.0359999999999999,0.274,0.3,-0.0259999999999999
"Tellez, Rowdy",642133,2022,599,411,0.219,0.249,-0.03,0.461,0.492,-0.0309999999999999,0.327,0.351,-0.0239999999999999
"McMahon, Ryan",641857,2022,597,374,0.246,0.244,0.002,0.414,0.435,-0.021,0.326,0.333,-0.007
"Straw, Myles",664702,2022,596,454,0.221,0.239,-0.0179999999999999,0.273,0.316,-0.0429999999999999,0.257,0.281,-0.024
"Martinez, J.D.",502110,2022,596,393,0.274,0.256,0.018,0.448,0.486,-0.0379999999999999,0.343,0.352,-0.0089999999999999
"Varsho, Daulton",662139,2022,592,393,0.235,0.213,0.0219999999999999,0.443,0.401,0.0419999999999999,0.323,0.301,0.022
"Correa, Carlos",621043,2022,590,405,0.291,0.268,0.0229999999999999,0.467,0.49,-0.0229999999999999,0.362,0.361,0.001
"Báez, Javier",595879,2022,590,411,0.238,0.225,0.0129999999999999,0.393,0.387,0.006,0.291,0.285,0.006
"McNeil, Jeff",643446,2022,589,477,0.326,0.279,0.0469999999999999,0.454,0.399,0.0549999999999999,0.365,0.326,0.0389999999999999
"Mancini, Trey",641820,2022,587,389,0.239,0.244,-0.005,0.391,0.438,-0.0469999999999999,0.312,0.335,-0.023
"Gurriel, Yuli",493329,2022,584,475,0.242,0.239,0.003,0.36,0.329,0.0309999999999999,0.285,0.275,0.0099999999999999
"Farmer, Kyle",571657,2022,583,435,0.255,0.257,-0.002,0.386,0.396,-0.01,0.309,0.316,-0.007
"Springer, George",543807,2022,583,418,0.267,0.262,0.005,0.472,0.452,0.0199999999999999,0.352,0.345,0.007
"Hays, Austin",669720,2022,582,424,0.25,0.239,0.011,0.413,0.383,0.0299999999999999,0.314,0.301,0.013
"Kim, Ha-Seong",673490,2022,582,424,0.251,0.25,0.001,0.383,0.382,0.001,0.313,0.314,-0.001
"Rodgers, Brendan",663898,2022,581,431,0.266,0.262,0.004,0.408,0.413,-0.005,0.321,0.326,-0.005
"McCutchen, Andrew",457705,2022,580,395,0.237,0.246,-0.009,0.384,0.418,-0.0339999999999999,0.309,0.325,-0.016
"Smith, Will",669257,2022,578,416,0.26,0.256,0.004,0.465,0.498,-0.0329999999999999,0.349,0.358,-0.009
"Andrus, Elvis",462101,2022,577,443,0.249,0.245,0.004,0.404,0.37,0.034,0.31,0.296,0.014
"Blackmon, Charlie",453568,2022,577,428,0.264,0.257,0.007,0.419,0.387,0.0319999999999999,0.317,0.304,0.013
"Torres, Gleyber",650402,2022,572,401,0.257,0.242,0.015,0.451,0.46,-0.009,0.328,0.325,0.003
"Voit, Luke",572228,2022,568,327,0.226,0.221,0.005,0.402,0.455,-0.0529999999999999,0.311,0.328,-0.017
"Drury, Brandon",592273,2022,568,396,0.263,0.24,0.023,0.492,0.439,0.0529999999999999,0.35,0.321,0.0289999999999999
"Muncy, Max",571970,2022,565,329,0.196,0.207,-0.0109999999999999,0.384,0.443,-0.059,0.318,0.346,-0.0279999999999999
"Ward, Taylor",621493,2022,564,380,0.281,0.265,0.016,0.473,0.488,-0.015,0.362,0.363,-0.001
"Realmuto, J.T.",592663,2022,562,390,0.276,0.273,0.003,0.478,0.476,0.002,0.354,0.354,0.0
"Alvarez, Yordan",670541,2022,561,371,0.306,0.319,-0.013,0.613,0.686,-0.073,0.427,0.459,-0.032
"Rodríguez, Julio",677594,2022,560,367,0.284,0.252,0.0319999999999999,0.509,0.478,0.031,0.366,0.342,0.0239999999999999
"Hayes, Ke'Bryan",663647,2022,560,385,0.244,0.246,-0.002,0.345,0.363,-0.018,0.294,0.304,-0.01
"Díaz, Yandy",650490,2022,558,414,0.296,0.284,0.012,0.423,0.432,-0.009,0.366,0.365,0.001
"Yastrzemski, Mike",573262,2022,558,351,0.214,0.218,-0.004,0.392,0.402,-0.01,0.307,0.314,-0.007
"Peña, Jeremy",665161,2022,558,392,0.253,0.251,0.002,0.426,0.418,0.008,0.309,0.307,0.002
"Marte, Ketel",606466,2022,558,396,0.24,0.247,-0.007,0.407,0.388,0.0189999999999999,0.317,0.317,0.0
"Kemp, Tony",643393,2022,558,436,0.235,0.222,0.0129999999999999,0.334,0.306,0.028,0.287,0.273,0.0139999999999999
"Castellanos, Nick",592206,2022,558,396,0.263,0.25,0.013,0.389,0.408,-0.0189999999999999,0.304,0.306,-0.002
"Giménez, Andrés",665926,2022,557,386,0.297,0.259,0.0379999999999999,0.466,0.415,0.051,0.364,0.332,0.0319999999999999
"Brown, Seth",664913,2022,555,355,0.23,0.249,-0.0189999999999999,0.444,0.472,-0.0279999999999999,0.323,0.342,-0.019
"Vaughn, Andrew",683734,2022,555,419,0.271,0.251,0.02,0.429,0.431,-0.002,0.327,0.322,0.005
"Urshela, Gio",570482,2022,551,412,0.285,0.267,0.0179999999999999,0.429,0.431,-0.002,0.332,0.327,0.005
"Bellinger, Cody",641355,2022,550,360,0.21,0.213,-0.003,0.389,0.37,0.019,0.284,0.284,0.0
"Merrifield, Whit",593160,2022,550,427,0.25,0.242,0.008,0.375,0.381,-0.006,0.294,0.297,-0.003
"Thomas, Lane",657041,2022,548,371,0.241,0.222,0.0189999999999999,0.404,0.371,0.033,0.308,0.291,0.017
"Rizzo, Anthony",519203,2022,548,366,0.224,0.236,-0.0119999999999999,0.48,0.47,0.01,0.352,0.352,0.0
"Winker, Jesse",608385,2022,547,356,0.219,0.247,-0.0279999999999999,0.344,0.411,-0.067,0.313,0.346,-0.0329999999999999
"Donaldson, Josh",518626,2022,546,336,0.222,0.212,0.01,0.374,0.382,-0.008,0.302,0.302,0.0
"Canha, Mark",592192,2022,542,369,0.266,0.246,0.02,0.403,0.379,0.024,0.343,0.328,0.015
"Escobar, Eduardo",500871,2022,542,372,0.24,0.243,-0.003,0.43,0.449,-0.019,0.311,0.321,-0.01
"LeMahieu, DJ",518934,2022,541,399,0.261,0.271,-0.01,0.377,0.416,-0.0389999999999999,0.329,0.347,-0.0179999999999999
"Kirk, Alejandro",672386,2022,541,416,0.285,0.275,0.0099999999999999,0.415,0.447,-0.032,0.347,0.354,-0.007
"Estrada, Thairo",642731,2022,541,405,0.26,0.246,0.014,0.4,0.362,0.038,0.317,0.302,0.015
"Grichuk, Randal",545341,2022,538,381,0.259,0.23,0.0289999999999999,0.425,0.388,0.0369999999999999,0.315,0.288,0.027
"Hernández, Teoscar",606192,2022,535,347,0.267,0.263,0.004,0.491,0.523,-0.032,0.348,0.357,-0.009
"Wisdom, Patrick",621550,2022,534,289,0.207,0.187,0.0199999999999999,0.426,0.395,0.0309999999999999,0.316,0.298,0.018
"Melendez, MJ",669004,2022,534,336,0.217,0.237,-0.0199999999999999,0.393,0.427,-0.0339999999999999,0.31,0.336,-0.026
"Mateo, Jorge",622761,2022,533,352,0.221,0.222,-0.001,0.379,0.356,0.023,0.281,0.276,0.005
"Acuña Jr., Ronald",660670,2022,533,344,0.266,0.27,-0.004,0.413,0.496,-0.083,0.335,0.368,-0.0329999999999999
"Turner, Justin",457759,2022,532,387,0.278,0.266,0.012,0.438,0.447,-0.009,0.343,0.345,-0.0019999999999999
"Kiner-Falefa, Isiah",643396,2022,531,419,0.261,0.261,0.0,0.327,0.339,-0.012,0.285,0.292,-0.007
"Pollock, AJ",572041,2022,527,395,0.245,0.259,-0.014,0.389,0.44,-0.0509999999999999,0.297,0.324,-0.027
"Grisham, Trent",663757,2022,524,310,0.184,0.203,-0.019,0.341,0.37,-0.0289999999999999,0.28,0.298,-0.0179999999999999
"Renfroe, Hunter",592669,2022,522,358,0.255,0.237,0.018,0.492,0.448,0.0439999999999999,0.347,0.324,0.0229999999999999
"Benintendi, Andrew",643217,2022,521,390,0.304,0.273,0.0309999999999999,0.399,0.423,-0.0239999999999999,0.342,0.34,0.002
"Hoerner, Nico",663538,2022,517,426,0.281,0.273,0.008,0.41,0.384,0.0259999999999999,0.32,0.309,0.011
"Rengifo, Luis",650859,2022,511,411,0.264,0.254,0.01,0.429,0.403,0.0259999999999999,0.314,0.299,0.015
"Rojas, Josh",668942,2022,510,355,0.269,0.239,0.03,0.391,0.373,0.018,0.326,0.308,0.018
"Schoop, Jonathan",570731,2022,510,378,0.202,0.228,-0.0259999999999999,0.322,0.356,-0.0339999999999999,0.245,0.275,-0.03
"Ozuna, Marcell",542303,2022,507,352,0.226,0.25,-0.0239999999999999,0.413,0.49,-0.077,0.298,0.337,-0.039
"Rojas, Miguel",500743,2022,507,414,0.236,0.259,-0.023,0.323,0.354,-0.0309999999999999,0.268,0.292,-0.0239999999999999
"Cruz, Nelson",443558,2022,507,332,0.234,0.239,-0.0049999999999999,0.337,0.41,-0.0729999999999999,0.292,0.322,-0.03
"Aguilar, Jesús",542583,2022,507,350,0.235,0.239,-0.004,0.379,0.409,-0.0299999999999999,0.288,0.302,-0.014
"Santana, Carlos",467793,2022,506,345,0.202,0.252,-0.0499999999999999,0.376,0.456,-0.08,0.308,0.356,-0.0479999999999999
"Marte, Starling",516782,2022,505,369,0.292,0.275,0.0169999999999999,0.468,0.436,0.032,0.355,0.337,0.0179999999999999
"Perdomo, Geraldo",672695,2022,500,342,0.195,0.215,-0.0199999999999999,0.262,0.294,-0.0319999999999999,0.253,0.274,-0.021
"Dozier, Hunter",641531,2022,500,338,0.236,0.242,-0.006,0.387,0.401,-0.014,0.298,0.306,-0.008
"Trout, Mike",545361,2022,499,300,0.283,0.263,0.0199999999999999,0.63,0.604,0.026,0.418,0.398,0.0199999999999999
"Naylor, Josh",647304,2022,498,374,0.256,0.254,0.002,0.452,0.441,0.011,0.331,0.329,0.002
"Wong, Kolten",543939,2022,497,349,0.251,0.234,0.0169999999999999,0.43,0.366,0.064,0.336,0.309,0.027
"Gurriel Jr., Lourdes",666971,2022,493,372,0.291,0.271,0.0199999999999999,0.4,0.412,-0.0119999999999999,0.327,0.325,0.002
"Espinal, Santiago",669289,2022,491,385,0.267,0.26,0.007,0.37,0.354,0.016,0.305,0.298,0.007
"Peralta, David",444482,2022,490,331,0.251,0.248,0.003,0.415,0.418,-0.003,0.315,0.317,-0.002
"Carlson, Dylan",666185,2022,488,342,0.236,0.234,0.0019999999999999,0.38,0.367,0.013,0.306,0.304,0.002
"Contreras, Willson",575929,2022,487,315,0.243,0.255,-0.012,0.466,0.48,-0.0139999999999999,0.357,0.369,-0.012
"Miranda, Jose",669304,2022,483,354,0.268,0.252,0.016,0.426,0.426,0.0,0.329,0.321,0.008
"Lopez, Nicky",670032,2022,480,384,0.227,0.246,-0.0189999999999999,0.273,0.325,-0.0519999999999999,0.251,0.279,-0.028
"Grossman, Robbie",543257,2022,477,286,0.209,0.205,0.004,0.311,0.322,-0.011,0.283,0.287,-0.004
"Perez, Salvador",521692,2022,473,339,0.254,0.239,0.015,0.465,0.481,-0.0159999999999999,0.324,0.324,0.0
"Reyes, Franmil",614177,2022,473,284,0.221,0.202,0.0189999999999999,0.365,0.378,-0.013,0.28,0.28,0.0
"Urías, Luis",649966,2022,472,312,0.239,0.235,0.004,0.404,0.41,-0.0059999999999999,0.327,0.328,-0.001
"Miller, Owen",680911,2022,472,340,0.243,0.248,-0.005,0.351,0.353,-0.002,0.287,0.296,-0.009
"Odor, Rougned",596059,2022,472,321,0.207,0.207,0.0,0.357,0.35,0.007,0.278,0.28,-0.002
"Sánchez, Gary",596142,2022,471,288,0.205,0.216,-0.011,0.377,0.448,-0.071,0.29,0.321,-0.031
"Lux, Gavin",666158,2022,471,329,0.276,0.243,0.033,0.399,0.382,0.017,0.328,0.315,0.013
"Rutschman, Adley",668939,2022,470,315,0.254,0.243,0.011,0.445,0.417,0.028,0.354,0.341,0.0129999999999999
"Cooper, Garrett",643265,2022,469,300,0.261,0.258,0.003,0.415,0.454,-0.039,0.33,0.345,-0.0149999999999999
"Donovan, Brendan",680977,2022,468,324,0.281,0.266,0.015,0.379,0.378,0.001,0.349,0.342,0.0069999999999999
"Iglesias, Jose",578428,2022,467,386,0.292,0.266,0.0259999999999999,0.38,0.325,0.0549999999999999,0.312,0.282,0.03
"Joe, Connor",656582,2022,467,308,0.238,0.24,-0.002,0.359,0.348,0.011,0.314,0.313,0.001
"Candelario, Jeimer",600869,2022,467,324,0.217,0.226,-0.009,0.361,0.392,-0.031,0.277,0.295,-0.0179999999999999
"Stott, Bryson",681082,2022,466,340,0.234,0.237,-0.0029999999999999,0.358,0.352,0.006,0.289,0.288,0.001
"Walls, Taylor",670764,2022,466,291,0.172,0.194,-0.022,0.285,0.317,-0.032,0.252,0.274,-0.022
"Marsh, Brandon",669016,2022,461,272,0.245,0.227,0.0179999999999999,0.384,0.387,-0.003,0.296,0.292,0.004
"Vogelbach, Daniel",596129,2022,461,273,0.238,0.235,0.003,0.433,0.447,-0.014,0.349,0.354,-0.005
"Crawford, Brandon",543063,2022,458,313,0.231,0.218,0.013,0.344,0.358,-0.014,0.289,0.292,-0.003
"Taylor, Michael A.",572191,2022,456,310,0.254,0.225,0.0289999999999999,0.357,0.372,-0.015,0.297,0.294,0.003
"Walsh, Jared",665120,2022,454,285,0.215,0.219,-0.004,0.374,0.383,-0.009,0.278,0.282,-0.0039999999999999
"Taylor, Chris",621035,2022,454,245,0.221,0.195,0.0259999999999999,0.373,0.352,0.021,0.298,0.28,0.0179999999999999
"Hicks, Aaron",543305,2022,453,278,0.216,0.217,-0.001,0.313,0.338,-0.025,0.292,0.302,-0.01
"Stanton, Giancarlo",519317,2022,452,264,0.211,0.236,-0.0249999999999999,0.462,0.487,-0.0249999999999999,0.327,0.35,-0.0229999999999999
"Heim, Jonah",641680,2022,450,321,0.227,0.22,0.007,0.399,0.37,0.029,0.306,0.292,0.014
"Suzuki, Seiya",673548,2022,446,290,0.262,0.243,0.019,0.433,0.429,0.004,0.334,0.328,0.006
"Kepler, Max",596146,2022,446,326,0.227,0.264,-0.037,0.348,0.428,-0.08,0.298,0.342,-0.044
"Urías, Ramón",602104,2022,445,312,0.248,0.247,0.001,0.414,0.432,-0.018,0.313,0.322,-0.009
"Polanco, Jorge",593871,2022,445,284,0.235,0.249,-0.014,0.405,0.47,-0.0649999999999999,0.333,0.363,-0.0299999999999999
"Gordon, Nick",624503,2022,443,309,0.272,0.259,0.013,0.427,0.479,-0.0519999999999999,0.321,0.336,-0.015
"Castro, Harold",605612,2022,443,346,0.271,0.272,-0.001,0.381,0.433,-0.0519999999999999,0.297,0.317,-0.02
"Harris II, Michael",671739,2022,441,308,0.297,0.266,0.0309999999999999,0.514,0.475,0.039,0.368,0.339,0.0289999999999999
"Ramírez, Harold",623912,2022,435,335,0.3,0.276,0.0239999999999999,0.404,0.397,0.007,0.327,0.315,0.012
"Ruiz, Keibert",660688,2022,433,347,0.251,0.275,-0.024,0.36,0.414,-0.0539999999999999,0.299,0.329,-0.03
"Tapia, Raimel",606132,2022,433,334,0.265,0.256,0.009,0.38,0.376,0.004,0.293,0.288,0.005
"Pederson, Joc",592626,2022,433,284,0.274,0.26,0.014,0.521,0.514,0.007,0.373,0.367,0.006
"Moncada, Yoán",660162,2022,433,285,0.212,0.217,-0.005,0.353,0.389,-0.036,0.275,0.291,-0.0159999999999999
"Cabrera, Miguel",408234,2022,433,301,0.254,0.233,0.0209999999999999,0.317,0.34,-0.023,0.275,0.277,-0.002
"India, Jonathan",663697,2022,431,292,0.249,0.24,0.009,0.378,0.367,0.011,0.314,0.306,0.008
"Chavis, Michael",656308,2022,426,279,0.229,0.215,0.014,0.389,0.345,0.044,0.282,0.263,0.0189999999999999
"d'Arnaud, Travis",518595,2022,426,306,0.268,0.245,0.023,0.472,0.429,0.0429999999999999,0.343,0.316,0.027
"Harper, Bryce",547180,2022,426,290,0.286,0.284,0.002,0.514,0.542,-0.028,0.369,0.381,-0.012
"Vázquez, Christian",543877,2022,426,332,0.274,0.257,0.017,0.399,0.38,0.019,0.312,0.3,0.012
"Morel, Christopher",666624,2022,425,247,0.235,0.228,0.0069999999999999,0.433,0.445,-0.012,0.322,0.324,-0.002
"Harrison, Josh",543281,2022,425,319,0.256,0.233,0.0229999999999999,0.37,0.348,0.022,0.305,0.289,0.016
"Calhoun, Kole",594777,2022,424,255,0.196,0.221,-0.0249999999999999,0.33,0.401,-0.071,0.26,0.298,-0.0379999999999999
"Gamel, Ben",592325,2022,423,274,0.232,0.244,-0.0119999999999999,0.369,0.388,-0.019,0.308,0.321,-0.013
"Senzel, Nick",669222,2022,420,300,0.231,0.25,-0.0189999999999999,0.306,0.366,-0.06,0.272,0.303,-0.0309999999999999
"Choi, Ji Man",596847,2022,419,236,0.233,0.233,0.0,0.388,0.422,-0.0339999999999999,0.322,0.338,-0.016
"Hosmer, Eric",543333,2022,419,317,0.268,0.253,0.015,0.382,0.377,0.005,0.313,0.308,0.005
"Greene, Riley",682985,2022,418,259,0.253,0.246,0.007,0.362,0.402,-0.04,0.303,0.32,-0.017
"Raleigh, Cal",663728,2022,415,253,0.211,0.214,-0.003,0.489,0.485,0.004,0.33,0.329,0.001
"Thomas, Alek",677950,2022,411,312,0.231,0.237,-0.0059999999999999,0.344,0.345,-0.001,0.272,0.28,-0.008
"Gallo, Joey",608336,2022,410,188,0.16,0.168,-0.008,0.357,0.398,-0.041,0.286,0.302,-0.016
"Sheets, Gavin",657757,2022,410,294,0.241,0.221,0.0199999999999999,0.411,0.365,0.0459999999999999,0.308,0.284,0.024
"Daza, Yonathan",602074,2022,408,320,0.301,0.286,0.015,0.384,0.368,0.016,0.323,0.316,0.007
"McCormick, Chas",676801,2022,407,254,0.245,0.23,0.0149999999999999,0.407,0.423,-0.016,0.326,0.326,0.0
"Robles, Victor",645302,2022,407,277,0.224,0.206,0.018,0.311,0.295,0.016,0.26,0.251,0.009
"Taylor, Tyrone",621438,2022,405,274,0.233,0.236,-0.0029999999999999,0.442,0.43,0.012,0.314,0.312,0.002
"Torkelson, Spencer",679529,2022,404,263,0.203,0.221,-0.0179999999999999,0.319,0.391,-0.072,0.272,0.306,-0.0339999999999999
"Berti, Jon",542932,2022,404,270,0.24,0.238,0.002,0.338,0.37,-0.0319999999999999,0.298,0.311,-0.013
"Hernández, Enrique",571771,2022,402,294,0.222,0.235,-0.0129999999999999,0.338,0.366,-0.0279999999999999,0.28,0.298,-0.0179999999999999
"Robert Jr., Luis",673357,2022,401,304,0.284,0.277,0.0069999999999999,0.426,0.47,-0.0439999999999999,0.324,0.336,-0.012
"Nola, Austin",543592,2022,397,297,0.251,0.257,-0.006,0.329,0.369,-0.0399999999999999,0.29,0.312,-0.022
"Story, Trevor",596115,2022,396,239,0.238,0.22,0.0179999999999999,0.434,0.416,0.018,0.316,0.306,0.01
"Castro, Willi",650489,2022,392,287,0.241,0.255,-0.014,0.367,0.344,0.023,0.285,0.288,-0.003
"Ruf, Darin",573131,2022,388,232,0.204,0.218,-0.014,0.338,0.386,-0.0479999999999999,0.291,0.315,-0.024
"Franco, Maikel",596748,2022,388,299,0.229,0.243,-0.0139999999999999,0.342,0.363,-0.0209999999999999,0.261,0.275,-0.014
"Segura, Jean",516416,2022,387,297,0.277,0.252,0.025,0.387,0.368,0.019,0.32,0.303,0.017
"Stallings, Jacob",607732,2022,384,266,0.223,0.221,0.002,0.292,0.324,-0.032,0.265,0.277,-0.012
"Laureano, Ramón",657656,2022,383,242,0.211,0.217,-0.006,0.376,0.411,-0.0349999999999999,0.294,0.308,-0.014
"O'Neill, Tyler",641933,2022,383,238,0.228,0.233,-0.005,0.392,0.43,-0.0379999999999999,0.307,0.329,-0.022
"Anderson, Brian",605119,2022,383,238,0.222,0.228,-0.006,0.346,0.393,-0.047,0.293,0.312,-0.019
"Buxton, Byron",621439,2022,382,225,0.224,0.24,-0.0159999999999999,0.526,0.521,0.005,0.356,0.359,-0.003
"Gonzalez, Oscar",660757,2022,382,289,0.296,0.279,0.0169999999999999,0.461,0.438,0.023,0.339,0.325,0.014
"Paredes, Isaac",670623,2022,381,266,0.205,0.21,-0.005,0.435,0.362,0.073,0.323,0.301,0.022
"Díaz, Elias",553869,2022,381,272,0.228,0.217,0.011,0.368,0.344,0.024,0.284,0.273,0.0109999999999999
"García, Avisaíl",541645,2022,380,250,0.224,0.231,-0.007,0.317,0.379,-0.062,0.258,0.286,-0.0279999999999999
"Maldonado, Martín",455117,2022,379,234,0.186,0.18,0.006,0.352,0.34,0.0119999999999999,0.264,0.257,0.007
