"last_name, first_name",player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff
"Turner, Trea",607208,2023,691,490,0.266,0.263,0.003,0.459,0.453,0.006,0.333,0.331,0.002
"Happ, Ian",664023,2023,691,433,0.248,0.249,-0.001,0.431,0.427,0.004,0.345,0.349,-0.004
"Hoerner, Nico",663538,2023,688,542,0.283,0.272,0.0109999999999999,0.383,0.361,0.022,0.322,0.313,0.009
"Rutschman, Adley",668939,2023,687,492,0.277,0.289,-0.0119999999999999,0.435,0.473,-0.0379999999999999,0.352,0.374,-0.022
"Goldschmidt, Paul",502671,2023,687,435,0.268,0.264,0.004,0.447,0.491,-0.0439999999999999,0.35,0.365,-0.015
"Lindor, Francisco",596019,2023,687,472,0.254,0.25,0.004,0.47,0.462,0.0079999999999999,0.346,0.346,0.0
"Torkelson, Spencer",679529,2023,684,440,0.233,0.245,-0.0119999999999999,0.446,0.488,-0.0419999999999999,0.326,0.348,-0.0219999999999999
"Springer, George",543807,2023,683,491,0.258,0.258,0.0,0.405,0.421,-0.0159999999999999,0.32,0.33,-0.01
"Nimmo, Brandon",607043,2023,682,451,0.274,0.257,0.017,0.466,0.457,0.009,0.359,0.352,0.007
"Guerrero Jr., Vladimir",665489,2023,682,506,0.264,0.295,-0.0309999999999999,0.444,0.509,-0.065,0.34,0.38,-0.0399999999999999
"Thomas, Lane",657041,2023,682,459,0.268,0.25,0.018,0.468,0.439,0.029,0.334,0.319,0.015
"Hernández, Teoscar",606192,2023,678,421,0.258,0.251,0.007,0.435,0.478,-0.0429999999999999,0.317,0.334,-0.017
"Tucker, Kyle",663656,2023,674,492,0.284,0.287,-0.003,0.517,0.533,-0.016,0.372,0.386,-0.014
"Torres, Gleyber",650402,2023,672,504,0.273,0.28,-0.007,0.453,0.484,-0.0309999999999999,0.346,0.363,-0.017
"Castellanos, Nick",592206,2023,671,447,0.272,0.255,0.017,0.476,0.449,0.0269999999999999,0.335,0.322,0.013
"Steer, Spencer",668715,2023,665,447,0.271,0.248,0.023,0.464,0.417,0.047,0.355,0.332,0.0229999999999999
"Bogaerts, Xander",593428,2023,665,492,0.285,0.252,0.0329999999999999,0.44,0.4,0.0399999999999999,0.343,0.317,0.026
"France, Ty",664034,2023,665,471,0.25,0.264,-0.014,0.366,0.421,-0.0549999999999999,0.315,0.34,-0.025
"Walker, Christian",572233,2023,661,463,0.258,0.247,0.011,0.497,0.465,0.0319999999999999,0.351,0.34,0.0109999999999999
"Albies, Ozzie",645277,2023,660,497,0.28,0.263,0.017,0.513,0.474,0.039,0.358,0.341,0.0169999999999999
"Alonso, Pete",624413,2023,658,421,0.217,0.242,-0.0249999999999999,0.504,0.534,-0.03,0.346,0.369,-0.023
"Meneses, Joey",608841,2023,657,484,0.275,0.244,0.031,0.401,0.365,0.036,0.314,0.289,0.025
"Devers, Rafael",646240,2023,656,457,0.271,0.276,-0.005,0.5,0.543,-0.043,0.359,0.379,-0.02
"Santander, Anthony",623993,2023,656,443,0.257,0.232,0.0249999999999999,0.472,0.431,0.0409999999999999,0.34,0.32,0.02
"Arozarena, Randy",668227,2023,654,400,0.254,0.234,0.0199999999999999,0.425,0.434,-0.009,0.347,0.347,0.0
"Marte, Ketel",606466,2023,650,465,0.276,0.262,0.014,0.485,0.43,0.0549999999999999,0.361,0.342,0.0189999999999999
"McNeil, Jeff",643446,2023,648,526,0.27,0.249,0.021,0.378,0.346,0.032,0.314,0.296,0.018
"Carroll, Corbin",682998,2023,645,450,0.285,0.264,0.0209999999999999,0.506,0.445,0.061,0.37,0.345,0.025
"Stott, Bryson",681082,2023,640,494,0.28,0.265,0.015,0.419,0.393,0.0259999999999999,0.323,0.312,0.011
"Reynolds, Bryan",668804,2023,640,442,0.263,0.275,-0.012,0.46,0.493,-0.0329999999999999,0.338,0.359,-0.0209999999999999
"Adames, Willy",642715,2023,638,394,0.217,0.234,-0.017,0.407,0.435,-0.028,0.311,0.333,-0.022
"Swanson, Dansby",621020,2023,638,413,0.244,0.249,-0.005,0.416,0.461,-0.045,0.325,0.344,-0.0189999999999999
"Crawford, J.P.",641487,2023,638,414,0.266,0.257,0.009,0.438,0.39,0.0479999999999999,0.359,0.341,0.0179999999999999
"Tatis Jr., Fernando",665487,2023,635,438,0.257,0.276,-0.019,0.449,0.513,-0.064,0.332,0.364,-0.0319999999999999
"Peña, Jeremy",665161,2023,634,450,0.263,0.261,0.002,0.381,0.377,0.004,0.31,0.31,0.0
"Yelich, Christian",592885,2023,632,411,0.278,0.272,0.006,0.447,0.455,-0.008,0.353,0.356,-0.003
"García, Adolis",666969,2023,632,386,0.245,0.245,0.0,0.508,0.529,-0.021,0.354,0.365,-0.011
"McMahon, Ryan",641857,2023,627,360,0.24,0.241,-0.001,0.431,0.445,-0.014,0.325,0.334,-0.009
"Kim, Ha-Seong",673490,2023,626,424,0.26,0.242,0.018,0.398,0.362,0.036,0.33,0.313,0.017
"Turner, Justin",457759,2023,626,454,0.276,0.257,0.019,0.455,0.452,0.003,0.346,0.338,0.0079999999999999
"De La Cruz, Bryan",650559,2023,626,442,0.257,0.267,-0.01,0.411,0.446,-0.035,0.309,0.33,-0.021
"Henderson, Gunnar",683002,2023,622,404,0.255,0.257,-0.002,0.489,0.479,0.01,0.346,0.347,-0.001
"Benintendi, Andrew",643217,2023,621,477,0.262,0.27,-0.008,0.356,0.383,-0.027,0.299,0.314,-0.015
"Santana, Carlos",467793,2023,619,450,0.24,0.237,0.003,0.429,0.382,0.0469999999999999,0.323,0.309,0.014
"Bell, Josh",605137,2023,617,416,0.247,0.257,-0.01,0.419,0.459,-0.04,0.323,0.343,-0.02
"Arraez, Luis",650333,2023,617,544,0.354,0.327,0.0269999999999999,0.469,0.461,0.0079999999999999,0.369,0.355,0.014
"Giménez, Andrés",665926,2023,616,452,0.251,0.241,0.01,0.399,0.371,0.028,0.309,0.297,0.012
"Vaughn, Andrew",683734,2023,615,439,0.258,0.247,0.011,0.429,0.43,-0.001,0.321,0.319,0.002
"Tovar, Ezequiel",678662,2023,615,420,0.253,0.243,0.01,0.408,0.389,0.0189999999999999,0.298,0.29,0.008
"Abrams, CJ",682928,2023,614,451,0.245,0.243,0.002,0.412,0.402,0.0099999999999999,0.306,0.304,0.002
"Arenado, Nolan",571448,2023,612,467,0.266,0.262,0.004,0.459,0.439,0.02,0.327,0.32,0.007
"Bohm, Alec",664761,2023,611,470,0.274,0.286,-0.0119999999999999,0.437,0.456,-0.019,0.329,0.344,-0.0149999999999999
"Contreras, William",661388,2023,611,417,0.289,0.251,0.0379999999999999,0.457,0.439,0.018,0.357,0.336,0.0209999999999999
"Verdugo, Alex",657077,2023,602,458,0.264,0.274,-0.01,0.421,0.42,0.001,0.322,0.331,-0.009
"Melendez, MJ",669004,2023,602,367,0.235,0.231,0.0039999999999999,0.398,0.439,-0.0409999999999999,0.31,0.326,-0.016
"Volpe, Anthony",683011,2023,601,377,0.209,0.228,-0.019,0.383,0.402,-0.019,0.29,0.308,-0.018
"Machado, Manny",592518,2023,601,440,0.258,0.25,0.008,0.462,0.465,-0.003,0.334,0.334,0.0
"Bichette, Bo",666182,2023,601,457,0.306,0.301,0.005,0.475,0.496,-0.021,0.349,0.356,-0.007
"Díaz, Yandy",650490,2023,600,433,0.33,0.3,0.03,0.522,0.494,0.028,0.402,0.384,0.018
"Ohtani, Shohei",660271,2023,599,357,0.304,0.29,0.014,0.654,0.646,0.008,0.433,0.428,0.005
"Robert Jr., Luis",673357,2023,595,376,0.264,0.256,0.008,0.542,0.516,0.026,0.358,0.347,0.011
"Abreu, José",547989,2023,594,416,0.237,0.244,-0.007,0.383,0.414,-0.0309999999999999,0.295,0.315,-0.02
"Gurriel Jr., Lourdes",666971,2023,592,450,0.261,0.259,0.002,0.463,0.444,0.019,0.329,0.325,0.004
"Merrifield, Whit",593160,2023,592,452,0.272,0.241,0.031,0.382,0.34,0.0419999999999999,0.304,0.278,0.0259999999999999
"Ozuna, Marcell",542303,2023,592,398,0.274,0.277,-0.003,0.558,0.585,-0.0269999999999999,0.381,0.395,-0.014
"Smith, Dominic",642086,2023,586,438,0.254,0.254,0.0,0.366,0.403,-0.037,0.306,0.321,-0.015
"Suzuki, Seiya",673548,2023,583,392,0.285,0.278,0.0069999999999999,0.485,0.475,0.01,0.358,0.357,0.001
"Varsho, Daulton",662139,2023,581,396,0.22,0.229,-0.009,0.389,0.398,-0.009,0.293,0.303,-0.01
"Chapman, Matt",656305,2023,581,346,0.24,0.222,0.0179999999999999,0.424,0.461,-0.037,0.328,0.336,-0.008
"Soler, Jorge",624585,2023,580,367,0.25,0.258,-0.008,0.512,0.539,-0.027,0.361,0.375,-0.014
"Yoshida, Masataka",807799,2023,580,458,0.289,0.268,0.0209999999999999,0.445,0.428,0.017,0.339,0.325,0.014
"Perez, Salvador",521692,2023,580,411,0.255,0.262,-0.007,0.422,0.465,-0.043,0.302,0.326,-0.024
"Correa, Carlos",621043,2023,580,386,0.23,0.245,-0.0149999999999999,0.399,0.42,-0.0209999999999999,0.309,0.327,-0.018
"Muncy, Max",571970,2023,579,335,0.212,0.23,-0.018,0.475,0.506,-0.031,0.344,0.362,-0.018
"Candelario, Jeimer",600869,2023,576,382,0.251,0.231,0.0199999999999999,0.471,0.407,0.064,0.346,0.318,0.0279999999999999
"Paredes, Isaac",670623,2023,571,389,0.25,0.228,0.0219999999999999,0.488,0.374,0.1139999999999999,0.362,0.316,0.0459999999999999
"Raleigh, Cal",663728,2023,569,356,0.232,0.229,0.003,0.456,0.468,-0.012,0.326,0.329,-0.003
"Outman, James",681546,2023,567,306,0.248,0.225,0.0229999999999999,0.437,0.395,0.0419999999999999,0.344,0.324,0.0199999999999999
"Hays, Austin",669720,2023,566,384,0.275,0.238,0.037,0.444,0.425,0.019,0.33,0.309,0.021
"Ruiz, Keibert",660688,2023,562,467,0.26,0.271,-0.011,0.409,0.427,-0.018,0.31,0.322,-0.012
"LeMahieu, DJ",518934,2023,562,374,0.243,0.252,-0.009,0.39,0.394,-0.004,0.315,0.323,-0.008
"Friedl, TJ",670770,2023,556,409,0.279,0.238,0.041,0.467,0.325,0.142,0.353,0.29,0.063
"Bellinger, Cody",641355,2023,556,424,0.307,0.266,0.0409999999999999,0.525,0.436,0.089,0.37,0.328,0.0419999999999999
"Grisham, Trent",663757,2023,555,320,0.198,0.211,-0.0129999999999999,0.352,0.404,-0.052,0.299,0.322,-0.023
"Smith, Will",669257,2023,554,387,0.261,0.255,0.006,0.438,0.436,0.002,0.345,0.35,-0.005
"Taveras, Leody",665750,2023,554,401,0.266,0.266,0.0,0.421,0.412,0.009,0.316,0.32,-0.004
"Renfroe, Hunter",592669,2023,548,376,0.233,0.221,0.012,0.416,0.369,0.0469999999999999,0.308,0.289,0.019
"Báez, Javier",595879,2023,547,388,0.222,0.232,-0.01,0.325,0.36,-0.0349999999999999,0.261,0.281,-0.02
"Harper, Bryce",547180,2023,546,342,0.293,0.282,0.011,0.499,0.53,-0.031,0.384,0.396,-0.012
"Davis, J.D.",605204,2023,546,334,0.248,0.239,0.009,0.412,0.414,-0.002,0.321,0.323,-0.002
"Rosario, Amed",642708,2023,545,414,0.263,0.267,-0.004,0.378,0.384,-0.006,0.297,0.306,-0.009
"Realmuto, J.T.",592663,2023,540,356,0.252,0.249,0.003,0.452,0.467,-0.015,0.324,0.334,-0.01
"Burger, Jake",669394,2023,540,347,0.25,0.264,-0.014,0.518,0.517,0.001,0.349,0.359,-0.01
"Harris II, Michael",671739,2023,539,408,0.293,0.298,-0.005,0.477,0.494,-0.017,0.345,0.356,-0.011
"Seager, Corey",608369,2023,536,395,0.327,0.303,0.024,0.623,0.62,0.003,0.419,0.411,0.008
"Suwinski, Jack",669261,2023,534,281,0.224,0.214,0.01,0.454,0.465,-0.011,0.341,0.346,-0.0049999999999999
"Arcia, Orlando",606115,2023,533,389,0.264,0.242,0.022,0.42,0.396,0.0239999999999999,0.321,0.306,0.015
"Estrada, Thairo",642731,2023,530,377,0.271,0.246,0.025,0.416,0.373,0.0429999999999999,0.316,0.293,0.023
"Vierling, Matt",663837,2023,530,369,0.261,0.263,-0.002,0.388,0.397,-0.009,0.315,0.322,-0.007
"India, Jonathan",663697,2023,529,352,0.244,0.248,-0.004,0.407,0.425,-0.018,0.327,0.338,-0.011
"Edman, Tommy",669242,2023,528,402,0.248,0.259,-0.011,0.399,0.393,0.006,0.306,0.312,-0.006
"Díaz, Elias",553869,2023,526,372,0.267,0.242,0.025,0.409,0.379,0.0299999999999999,0.314,0.296,0.018
"Rooker, Brent",667670,2023,526,295,0.246,0.233,0.0129999999999999,0.488,0.479,0.009,0.348,0.342,0.0059999999999999
"Hayes, Ke'Bryan",663647,2023,525,393,0.271,0.265,0.006,0.453,0.442,0.011,0.324,0.322,0.002
"Anderson, Tim",641313,2023,524,373,0.245,0.25,-0.005,0.296,0.337,-0.041,0.26,0.28,-0.02
"Drury, Brandon",592273,2023,523,354,0.262,0.247,0.015,0.497,0.443,0.0539999999999999,0.339,0.317,0.022
"Cronenworth, Jake",630105,2023,522,367,0.229,0.234,-0.005,0.378,0.374,0.004,0.301,0.306,-0.005
"Profar, Jurickson",595777,2023,521,374,0.242,0.245,-0.003,0.368,0.352,0.016,0.304,0.307,-0.003
"Wade Jr., LaMonte",664774,2023,519,342,0.256,0.258,-0.002,0.417,0.456,-0.039,0.347,0.361,-0.014
"Straw, Myles",664702,2023,518,377,0.238,0.239,-0.001,0.297,0.302,-0.005,0.268,0.273,-0.005
"McKinstry, Zach",656716,2023,518,356,0.231,0.243,-0.0119999999999999,0.351,0.401,-0.05,0.289,0.312,-0.023
"Stephenson, Tyler",663886,2023,517,331,0.243,0.24,0.003,0.378,0.401,-0.023,0.305,0.314,-0.009
"Rosario, Eddie",592696,2023,516,359,0.255,0.25,0.005,0.45,0.44,0.01,0.322,0.317,0.005
"Garcia, Maikel",672580,2023,515,360,0.272,0.27,0.002,0.358,0.397,-0.039,0.299,0.32,-0.021
"Jung, Josh",673962,2023,515,329,0.266,0.254,0.012,0.467,0.481,-0.0139999999999999,0.334,0.334,0.0
"Hernández, Enrique",571771,2023,508,374,0.237,0.222,0.0149999999999999,0.357,0.338,0.0189999999999999,0.282,0.273,0.0089999999999999
"Canha, Mark",592192,2023,507,362,0.262,0.244,0.018,0.4,0.383,0.017,0.333,0.323,0.01
"Nootbaar, Lars",663457,2023,503,331,0.261,0.262,-0.001,0.418,0.442,-0.024,0.344,0.357,-0.013
"Casas, Triston",671213,2023,502,305,0.263,0.249,0.014,0.49,0.502,-0.012,0.367,0.37,-0.003
"Lowe, Josh",666139,2023,501,345,0.292,0.27,0.0219999999999999,0.5,0.479,0.021,0.354,0.339,0.0149999999999999
"Heim, Jonah",641680,2023,501,364,0.258,0.252,0.006,0.438,0.438,0.0,0.324,0.325,-0.001
"Ruiz, Esteury",665923,2023,497,355,0.254,0.234,0.0199999999999999,0.345,0.324,0.0209999999999999,0.29,0.275,0.0149999999999999
"Alvarez, Yordan",670541,2023,496,322,0.293,0.292,0.001,0.583,0.632,-0.049,0.415,0.436,-0.021
"Noda, Ryan",676116,2023,495,238,0.229,0.209,0.02,0.406,0.396,0.01,0.342,0.334,0.008
"Naylor, Josh",647304,2023,495,391,0.308,0.287,0.021,0.489,0.48,0.009,0.354,0.345,0.009
"Perdomo, Geraldo",672695,2023,495,339,0.246,0.203,0.0429999999999999,0.359,0.277,0.0819999999999999,0.319,0.277,0.0419999999999999
"Contreras, Willson",575929,2023,495,320,0.264,0.275,-0.011,0.467,0.498,-0.0309999999999999,0.358,0.375,-0.017
"Dubón, Mauricio",643289,2023,492,400,0.278,0.271,0.007,0.411,0.392,0.0189999999999999,0.311,0.303,0.008
"Franco, Wander",677551,2023,491,377,0.281,0.296,-0.0149999999999999,0.475,0.488,-0.013,0.349,0.365,-0.016
"Kepler, Max",596146,2023,491,336,0.26,0.266,-0.006,0.484,0.507,-0.023,0.348,0.362,-0.014
"Langeliers, Shea",669127,2023,490,308,0.205,0.208,-0.003,0.413,0.429,-0.016,0.29,0.299,-0.009
"Jiménez, Eloy",650391,2023,489,365,0.272,0.253,0.019,0.441,0.428,0.013,0.325,0.314,0.011
"García Jr., Luis",671277,2023,482,395,0.266,0.259,0.007,0.385,0.409,-0.0239999999999999,0.297,0.309,-0.012
"Pham, Tommy",502054,2023,481,326,0.256,0.278,-0.022,0.446,0.475,-0.0289999999999999,0.332,0.359,-0.0269999999999999
"Martinez, J.D.",502110,2023,479,292,0.271,0.265,0.006,0.572,0.554,0.0179999999999999,0.369,0.367,0.002
"McCutchen, Andrew",457705,2023,473,294,0.256,0.25,0.006,0.397,0.406,-0.009,0.345,0.35,-0.005
"Joe, Connor",656582,2023,472,304,0.247,0.244,0.003,0.421,0.406,0.0149999999999999,0.332,0.328,0.004
"Marsh, Brandon",669016,2023,472,265,0.277,0.229,0.048,0.458,0.394,0.064,0.358,0.322,0.0359999999999999
"Grichuk, Randal",545341,2023,471,340,0.267,0.259,0.008,0.459,0.436,0.023,0.333,0.325,0.008
"Conforto, Michael",624424,2023,470,304,0.239,0.241,-0.002,0.384,0.42,-0.0359999999999999,0.315,0.33,-0.015
"Mountcastle, Ryan",663624,2023,470,323,0.27,0.266,0.004,0.452,0.506,-0.0539999999999999,0.333,0.356,-0.0229999999999999
"Walker, Jordan",691023,2023,465,318,0.276,0.263,0.013,0.445,0.43,0.015,0.341,0.332,0.009
"Gorman, Nolan",669357,2023,464,260,0.236,0.231,0.0049999999999999,0.478,0.498,-0.02,0.345,0.351,-0.006
"Massey, Michael",686681,2023,461,334,0.229,0.257,-0.0279999999999999,0.381,0.434,-0.0529999999999999,0.283,0.318,-0.035
"Carpenter, Kerry",681481,2023,459,304,0.278,0.254,0.024,0.471,0.468,0.0029999999999999,0.347,0.338,0.0089999999999999
"Judge, Aaron",592450,2023,458,240,0.267,0.286,-0.0189999999999999,0.613,0.729,-0.1159999999999999,0.42,0.466,-0.046
"Cooper, Garrett",643265,2023,457,292,0.251,0.248,0.003,0.419,0.433,-0.014,0.313,0.317,-0.004
"McCormick, Chas",676801,2023,457,289,0.273,0.241,0.032,0.489,0.458,0.0309999999999999,0.362,0.34,0.0219999999999999
"Brennan, Will",686823,2023,455,377,0.266,0.285,-0.0189999999999999,0.356,0.38,-0.024,0.285,0.306,-0.021
"Mullins, Cedric",656775,2023,455,310,0.233,0.224,0.009,0.416,0.359,0.0569999999999999,0.311,0.291,0.02
"Frazier, Adam",624428,2023,455,350,0.24,0.259,-0.019,0.396,0.363,0.033,0.302,0.301,0.001
"Flores, Wilmer",527038,2023,454,345,0.284,0.254,0.0299999999999999,0.509,0.443,0.066,0.368,0.335,0.0329999999999999
"Solano, Donovan",456781,2023,450,295,0.282,0.279,0.0029999999999999,0.391,0.43,-0.0389999999999999,0.338,0.351,-0.0129999999999999
"Turang, Brice",668930,2023,448,315,0.218,0.222,-0.004,0.3,0.322,-0.022,0.262,0.275,-0.013
"Rengifo, Luis",650859,2023,445,316,0.264,0.242,0.022,0.444,0.405,0.0389999999999999,0.339,0.323,0.016
"Duran, Ezequiel",677649,2023,439,289,0.276,0.253,0.023,0.443,0.438,0.005,0.33,0.32,0.01
"Call, Alex",669743,2023,439,302,0.2,0.208,-0.0079999999999999,0.307,0.335,-0.028,0.28,0.294,-0.0139999999999999
"Murphy, Sean",669221,2023,438,273,0.251,0.267,-0.016,0.478,0.54,-0.062,0.366,0.393,-0.027
"Lowe, Brandon",664040,2023,436,261,0.231,0.229,0.002,0.443,0.447,-0.004,0.334,0.338,-0.004
"Ramírez, Harold",623912,2023,434,327,0.313,0.267,0.0459999999999999,0.46,0.413,0.047,0.349,0.318,0.0309999999999999
"Doyle, Brenton",686668,2023,431,254,0.203,0.197,0.006,0.343,0.344,-0.0009999999999999,0.257,0.258,-0.001
"Peterson, Jace",607054,2023,430,278,0.211,0.212,-0.001,0.307,0.334,-0.027,0.275,0.287,-0.0119999999999999
"Morel, Christopher",666624,2023,429,258,0.247,0.239,0.008,0.508,0.491,0.017,0.347,0.34,0.0069999999999999
"De La Cruz, Elly",682829,2023,427,246,0.235,0.238,-0.003,0.41,0.396,0.0139999999999999,0.305,0.305,0.0
"Pederson, Joc",592626,2023,425,272,0.235,0.258,-0.023,0.416,0.489,-0.073,0.331,0.367,-0.0359999999999999
"Jones, Nolan",666134,2023,424,242,0.297,0.246,0.0509999999999999,0.542,0.502,0.04,0.395,0.362,0.033
"Berti, Jon",542932,2023,424,316,0.294,0.278,0.0159999999999999,0.405,0.411,-0.0059999999999999,0.325,0.324,0.001
"Alvarez, Francisco",682626,2023,423,273,0.209,0.204,0.005,0.437,0.428,0.009,0.31,0.306,0.004
"Rojas, Miguel",500743,2023,423,344,0.236,0.247,-0.011,0.322,0.338,-0.016,0.271,0.286,-0.0149999999999999
"Peralta, David",444482,2023,422,328,0.259,0.272,-0.013,0.381,0.407,-0.0259999999999999,0.29,0.312,-0.022
"Kirk, Alejandro",672386,2023,422,329,0.25,0.252,-0.002,0.358,0.392,-0.034,0.308,0.321,-0.013
"Rizzo, Anthony",519203,2023,421,277,0.244,0.244,0.0,0.378,0.4,-0.022,0.312,0.32,-0.008
"Grossman, Robbie",543257,2023,420,263,0.238,0.221,0.0169999999999999,0.394,0.356,0.038,0.323,0.308,0.015
"Gomes, Yan",543228,2023,419,308,0.267,0.259,0.008,0.408,0.414,-0.006,0.312,0.322,-0.01
"Kemp, Tony",643393,2023,419,329,0.209,0.239,-0.03,0.304,0.326,-0.022,0.276,0.299,-0.0229999999999999
"Greene, Riley",682985,2023,416,266,0.288,0.286,0.002,0.447,0.507,-0.06,0.344,0.367,-0.023
"Kelenic, Jarred",672284,2023,416,242,0.253,0.26,-0.007,0.419,0.439,-0.02,0.321,0.333,-0.012
"Stanton, Giancarlo",519317,2023,415,248,0.191,0.212,-0.0209999999999999,0.42,0.47,-0.0499999999999999,0.297,0.326,-0.029
"Blackmon, Charlie",453568,2023,413,308,0.279,0.267,0.012,0.44,0.41,0.03,0.35,0.339,0.0109999999999999
"Wiemer, Joey",686894,2023,410,253,0.204,0.206,-0.002,0.362,0.374,-0.012,0.284,0.29,-0.006
"Altuve, Jose",514888,2023,410,290,0.311,0.241,0.07,0.522,0.423,0.099,0.393,0.332,0.061
"Castro, Willi",650489,2023,409,264,0.257,0.228,0.0289999999999999,0.411,0.365,0.0459999999999999,0.327,0.302,0.025
"Ward, Taylor",621493,2023,409,282,0.253,0.251,0.002,0.421,0.437,-0.016,0.329,0.34,-0.011
"Julien, Edouard",666397,2023,408,214,0.263,0.228,0.035,0.459,0.426,0.033,0.366,0.343,0.0229999999999999
"Kiermaier, Kevin",595281,2023,408,289,0.265,0.256,0.009,0.419,0.352,0.067,0.32,0.299,0.021
"Maldonado, Martín",455117,2023,407,235,0.191,0.185,0.006,0.348,0.362,-0.014,0.266,0.269,-0.003
"Raley, Luke",670042,2023,406,232,0.249,0.222,0.0269999999999999,0.49,0.442,0.0479999999999999,0.353,0.328,0.0249999999999999
"Andrus, Elvis",462101,2023,406,306,0.251,0.229,0.0219999999999999,0.358,0.316,0.0419999999999999,0.29,0.27,0.0199999999999999
"Grandal, Yasmani",518735,2023,405,279,0.234,0.22,0.014,0.339,0.334,0.005,0.288,0.282,0.006
"Laureano, Ramón",657656,2023,404,248,0.224,0.227,-0.003,0.371,0.377,-0.006,0.298,0.304,-0.006
"Belt, Brandon",474832,2023,404,200,0.254,0.207,0.047,0.49,0.435,0.0549999999999999,0.369,0.333,0.0359999999999999
"McLain, Matt",680574,2023,403,250,0.29,0.252,0.0379999999999999,0.507,0.441,0.066,0.37,0.332,0.0379999999999999
"Wong, Connor",657136,2023,403,241,0.235,0.208,0.0269999999999999,0.385,0.365,0.02,0.292,0.274,0.0179999999999999
"Sánchez, Jesús",660821,2023,402,255,0.253,0.261,-0.008,0.45,0.477,-0.0269999999999999,0.334,0.35,-0.0159999999999999
"Thomas, Alek",677950,2023,402,293,0.23,0.247,-0.0169999999999999,0.374,0.374,0.0,0.278,0.291,-0.0129999999999999
"Tauchman, Mike",643565,2023,401,255,0.252,0.261,-0.009,0.377,0.401,-0.024,0.33,0.343,-0.013
"DeJong, Paul",657557,2023,400,253,0.207,0.216,-0.009,0.355,0.361,-0.006,0.266,0.277,-0.011
"Urías, Ramón",602104,2023,396,260,0.264,0.223,0.041,0.375,0.339,0.0359999999999999,0.31,0.281,0.0289999999999999
"Baty, Brett",683146,2023,389,246,0.212,0.235,-0.0229999999999999,0.323,0.383,-0.06,0.266,0.3,-0.0339999999999999
"Taylor, Michael A.",572191,2023,388,229,0.22,0.22,0.0,0.442,0.441,0.001,0.308,0.309,-0.001
"Moustakas, Mike",519058,2023,386,265,0.247,0.215,0.032,0.392,0.355,0.037,0.294,0.271,0.0229999999999999
"Olivares, Edward",658668,2023,385,292,0.263,0.266,-0.003,0.452,0.452,0.0,0.329,0.335,-0.006
"Taylor, Chris",621035,2023,384,214,0.237,0.219,0.0179999999999999,0.42,0.401,0.0189999999999999,0.323,0.311,0.012
"Ibáñez, Andy",628451,2023,383,289,0.264,0.266,-0.002,0.433,0.446,-0.013,0.32,0.33,-0.01
"Chisholm Jr., Jazz",665862,2023,383,237,0.25,0.22,0.03,0.457,0.433,0.024,0.325,0.307,0.018
"Yastrzemski, Mike",573262,2023,381,234,0.233,0.228,0.005,0.445,0.428,0.017,0.333,0.326,0.007
"Moreno, Gabriel",672515,2023,380,273,0.284,0.264,0.0199999999999999,0.408,0.391,0.0169999999999999,0.325,0.316,0.009
